time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MARCHA,PARO,RPM EXTR,RPM TRAC
2015-8-12 10:0:1,66.7,152,1.585374,1.632352,TRUE,TRUE,0,1.4975
2015-8-12 10:0:2,66.7,152,1.608313,1.597873,TRUE,TRUE,0,1.4975
2015-8-12 10:0:4,66.7,152,1.528024,1.574887,TRUE,TRUE,0,1.4975
2015-8-12 10:0:6,66.7,152,1.516554,1.551901,TRUE,TRUE,0,1.4975
2015-8-12 10:0:7,66.7,152,1.528024,1.517422,TRUE,TRUE,0,1.4975
2015-8-12 10:0:9,66.7,151.9,1.528024,1.494436,TRUE,TRUE,0,1.4975
2015-8-12 10:0:10,66.7,151.9,1.539494,1.528915,TRUE,TRUE,0,1.4975
2015-8-12 10:0:12,66.7,151.8,1.528024,1.551901,TRUE,TRUE,0,1.4975
2015-8-12 10:0:14,66.7,151.8,1.528024,1.58638,TRUE,TRUE,0,1.4975
2015-8-12 10:0:15,66.7,151.7,1.516554,1.528915,TRUE,TRUE,0,1.4975
2015-8-12 10:0:17,66.8,151.6,1.493615,1.528915,TRUE,TRUE,0,1.4975
2015-8-12 10:0:18,66.8,151.6,1.505085,1.551901,TRUE,TRUE,0,1.4975
2015-8-12 10:0:20,66.8,151.5,1.516554,1.563394,TRUE,TRUE,0,1.4975
2015-8-12 10:0:22,66.8,151.5,1.528024,1.58638,TRUE,TRUE,0,1.4975
2015-8-12 10:0:23,66.8,151.4,1.470675,1.574887,TRUE,TRUE,0,1.4975
2015-8-12 10:0:25,66.8,151.3,1.424795,1.563394,TRUE,TRUE,0,1.4975
2015-8-12 10:0:26,66.8,151.3,1.424795,1.528915,TRUE,TRUE,0,1.4975
2015-8-12 10:0:28,66.8,151.2,1.436265,1.505929,TRUE,TRUE,0,1.4975
2015-8-12 10:0:30,66.8,151.2,1.505085,1.517422,TRUE,TRUE,0,1.4975
