time,temperatura
55200,58.7
55350,58.9
55500,58.9
55650,58.9
55800,59.1
55950,59.1
56100,59.4
56250,59.4
56400,59.4
56550,59.5
56700,59.5
56850,59.7
57000,59.7
57150,59.7
57300,59.9
57450,59.9
57600,59.9
57750,60.1
57900,60.1
58050,60.3
58200,60.3
58350,60.3
58500,60.6
58650,60.6
58800,60.6
58950,60.8
59100,60.8
59250,61
59400,61
59550,61
59700,61.2
59850,61.2
60000,61.2
60150,61.4
60300,61.4
60450,61.6
60600,61.6
60750,61.6
60900,61.8
61050,61.8
61200,62
61350,62
61500,62
61650,62.2
61800,62.2
61950,62.4
62100,62.4
62250,62.4
62400,62.6
62550,62.6
62700,62.6
62850,62.7
63000,62.7
63150,63
63300,63
63450,63
63600,63.2
63750,63.2
63900,63.2
64050,63.4
64200,63.4
64350,63.5
64500,63.5
64650,63.5
64800,63.8
64950,63.8
65100,63.8
65250,64
65400,64
65550,64.2
65700,64.2
65850,64.2
66000,64.4
66150,64.4
66300,64.6
66450,64.6
66600,64.6
66750,64.8
66900,64.8
67050,64.8
67200,64.9
67350,64.9
67500,65.1
67650,65.1
67800,65.1
67950,65.3
68100,65.3
68250,65.3
68400,65.5
68550,65.5
68700,65.7
68850,65.7
69000,65.7
69150,66
69300,66
69450,66
69600,66.1
69750,66.1
69900,66.3
70050,66.3
70200,66.3
70350,66.5
70500,66.5
70650,66.5
70800,66.7
70950,66.7
71100,67
71250,67
71400,67
71550,67.2
71700,67.2
71850,67.4
72000,67.4
72150,67.4
72300,67.6
72450,67.6
72600,67.8
72750,67.8
72900,67.8
73050,68
73200,68
73350,68
73500,68.1
73650,68.1
73800,68.3
73950,68.3
74100,68.3
74250,68.5
74400,68.5
74550,68.5
74700,68.6
74850,68.6
75000,68.8
75150,68.8
75300,68.8
75450,69
75600,69
75750,69.2
75900,69.2
76050,69.2
76200,69.4
76350,69.4
76500,69.4
76650,69.6
76800,69.6
76950,69.8
77100,69.8
77250,69.8
77400,70
77550,70
77700,70.1
77850,70.1
78000,70.1
78150,70.3
78300,70.3
78450,70.3
78600,70.5
78750,70.5
78900,70.7
79050,70.7
79200,70.7
79350,70.9
79500,70.9
79650,70.9
79800,71.1
79950,71.1
80100,71.3
80250,71.3
80400,71.3
80550,71.4
80700,71.4
80850,71.6
81000,71.6
81150,71.6
81300,71.8
81450,71.8
81600,71.8
81750,72
81900,72
82050,72.2
82200,72.2
82350,72.2
82500,72.4
82650,72.4
82800,72.4
82950,72.5
83100,72.5
83250,72.7
83400,72.7
83550,72.7
83700,73
83850,73
84000,73
84150,73.1
84300,73.1
84450,73.3
84600,73.3
84750,73.3
84900,73.5
85050,73.5
85200,73.7
85350,73.7
85500,73.7
85650,73.9
85800,73.9
85950,73.9
86100,74.1
86250,74.1
86400,74.2
86550,74.2
86700,74.2
86850,74.4
87000,74.4
87150,74.4
87300,74.6
87450,74.6
87600,74.7
87750,74.7
87900,74.7
88050,74.9
88200,74.9
88350,74.9
88500,75
88650,75
88800,75.2
88950,75.2
89100,75.2
89250,75.4
89400,75.4
89550,75.5
89700,75.5
89850,75.5
90000,75.7
90150,75.7
90300,75.7
90450,75.9
90600,75.9
90750,76
90900,76
91050,76
91200,76.2
91350,76.2
91500,76.2
91650,76.4
91800,76.4
91950,76.5
92100,76.5
92250,76.5
92400,76.7
92550,76.7
92700,76.9
92850,76.9
93000,76.9
93150,77
93300,77
93450,77
93600,77.2
93750,77.2
93900,77.4
94050,77.4
94200,77.4
94350,77.5
94500,77.5
94650,77.7
94800,77.7
94950,77.7
95100,77.9
95250,77.9
95400,77.9
95550,78.1
95700,78.1
95850,78.3
96000,78.3
96150,78.3
96300,78.4
96450,78.4
96600,78.4
96750,78.6
96900,78.6
97050,78.8
97200,78.8
97350,78.8
97500,79
97650,79
97800,79
97950,79.2
98100,79.2
98250,79.3
98400,79.3
98550,79.3
98700,79.5
98850,79.5
99000,79.6
99150,79.6
99300,79.6
99450,79.8
99600,79.8
99750,80
99900,80
100050,80
100200,80.2
100350,80.2
100500,80.2
100650,80.3
100800,80.3
100950,80.5
101100,80.5
101250,80.5
101400,80.7
101550,80.7
101700,80.7
101850,80.9
102000,80.9
102150,81
102300,81
102450,81
102600,81.2
102750,81.2
102900,81.4
103050,81.4
103200,81.4
103350,81.5
103500,81.5
103650,81.5
103800,81.7
103950,81.7
104100,81.8
104250,81.8
104400,81.8
104550,82
104700,82
104850,82.1
105000,82.1
105150,82.1
105300,82.2
105450,82.2
105600,82.2
105750,82.4
105900,82.4
106050,82.5
106200,82.5
106350,82.5
106500,82.7
106650,82.7
106800,82.7
106950,82.8
107100,82.8
107250,83
107400,83
107550,83
107700,83.1
107850,83.1
108000,83.1
108150,83.3
108300,83.3
108450,83.5
108600,83.5
108750,83.5
108900,83.6
109050,83.6
109200,83.7
109350,83.7
109500,83.7
109650,83.9
109800,83.9
109950,83.9
110100,84
110250,84
110400,84.2
110550,84.2
110700,84.2
110850,84.3
111000,84.3
111150,84.3
111300,84.4
111450,84.4
111600,84.5
111750,84.5
111900,84.5
112050,84.6
112200,84.6
112350,84.6
112500,84.7
112650,84.7
112800,84.9
112950,84.9
113100,84.9
113250,85
113400,85
113550,85
113700,85
113850,85
114000,85.1
114150,85.1
114300,85.1
114450,85.2
114600,85.2
114750,85.3
114900,85.3
115050,85.3
115200,85.4
115350,85.4
115500,85.5
115650,85.5
115800,85.5
115950,85.6
116100,85.6
116250,85.6
116400,85.6
116550,85.6
116700,85.7
116850,85.7
117000,85.7
117150,85.8
117300,85.8
117450,85.8
117600,85.8
117750,85.8
117900,85.9
118050,85.9
118200,85.9
118350,86
118500,86
118650,86
118800,86
118950,86
119100,86.1
119250,86.1
119400,86.1
119550,86.1
119700,86.1
119850,86.2
120000,86.2
120150,86.2
120300,86.2
120450,86.2
120600,86.2
120750,86.2
120900,86.2
121050,86.3
121200,86.3
121350,86.3
121500,86.3
121650,86.3
121800,86.4
121950,86.4
122100,86.4
122250,86.4
122400,86.4
122550,86.4
122700,86.4
122850,86.4
123000,86.5
123150,86.5
123300,86.5
123450,86.5
123600,86.5
123750,86.5
123900,86.5
124050,86.5
124200,86.6
124350,86.6
124500,86.6
124650,86.6
124800,86.6
124950,86.7
125100,86.7
125250,86.7
125400,86.7
125550,86.7
125700,86.7
125850,86.7
126000,86.7
126150,86.7
126300,86.7
126450,86.7
126600,86.7
126750,86.7
126900,86.7
127050,86.7
127200,86.7
127350,86.7
127500,86.7
127650,86.7
127800,86.7
127950,86.7
128100,86.6
128250,86.6
128400,86.6
128550,86.6
128700,86.6
128850,86.6
129000,86.6
129150,86.6
129300,86.6
129450,86.6
129600,86.6
129750,86.6
129900,86.6
130050,86.6
130200,86.6
130350,86.6
130500,86.6
130650,86.6
130800,86.6
130950,86.6
131100,86.6
131250,86.6
131400,86.6
131550,86.6
131700,86.6
131850,86.6
132000,86.6
132150,86.6
132300,86.6
132450,86.5
132600,86.5
132750,86.5
132900,86.6
133050,86.6
133200,86.6
133350,86.6
133500,86.6
133650,86.5
133800,86.5
133950,86.5
134100,86.5
134250,86.5
134400,86.4
134550,86.4
134700,86.4
134850,86.4
135000,86.4
135150,86.5
135300,86.5
135450,86.5
135600,86.5
135750,86.5
135900,86.5
136050,86.5
136200,86.5
136350,86.5
136500,86.5
136650,86.5
136800,86.5
136950,86.5
137100,86.4
137250,86.4
137400,86.4
137550,86.4
137700,86.4
137850,86.4
138000,86.4
138150,86.4
138300,86.3
138450,86.3
138600,86.3
138750,86.3
138900,86.3
139050,86.3
139200,86.3
139350,86.3
139500,86.3
139650,86.3
139800,86.3
139950,86.3
140100,86.3
140250,86.3
140400,86.2
140550,86.2
140700,86.2
140850,86.2
141000,86.2
141150,86.2
141300,86.2
141450,86.2
141600,86.1
141750,86.1
141900,86.1
142050,86.1
142200,86.1
142350,86.1
142500,86.1
142650,86.1
142800,86.1
142950,86.1
143100,86
143250,86
143400,86
143550,86
143700,86
143850,85.9
144000,85.9
144150,85.9
144300,85.9
144450,85.9
144600,85.9
144750,85.8
144900,85.8
145050,85.8
145200,85.8
145350,85.8
145500,85.7
145650,85.7
145800,85.7
145950,85.7
146100,85.7
146250,85.6
146400,85.6
146550,85.6
146700,85.6
146850,85.6
147000,85.6
147150,85.6
147300,85.6
147450,85.6
147600,85.6
147750,85.5
147900,85.5
148050,85.5
148200,85.5
148350,85.5
148500,85.5
148650,85.4
148800,85.4
148950,85.5
149100,85.5
149250,85.5
149400,85.4
149550,85.4
149700,85.4
149850,85.4
150000,85.4
150150,85.3
150300,85.3
150450,85.3
150600,85.3
150750,85.3
150900,85.3
151050,85.3
151200,85.3
151350,85.3
151500,85.3
151650,85.3
151800,85.2
151950,85.2
152100,85.2
152250,85.2
152400,85.2
152550,85.2
152700,85.2
152850,85.2
153000,85.1
153150,85.1
153300,85.1
153450,85.1
153600,85.1
153750,85.1
153900,85.1
154050,85.1
154200,85.1
154350,85.1
154500,85
154650,85
154800,85
154950,85
155100,85
155250,85
155400,85
155550,85
155700,85
155850,85
156000,85
156150,85
156300,85
156450,85
156600,85
156750,85
156900,85
157050,85
157200,84.9
157350,84.9
157500,84.9
157650,84.9
157800,84.9
157950,84.9
158100,84.8
158250,84.8
158400,84.8
158550,84.8
158700,84.8
158850,84.8
159000,84.8
159150,84.8
159300,84.7
159450,84.7
159600,84.8
159750,84.8
159900,84.8
160050,84.7
160200,84.7
160350,84.7
160500,84.7
160650,84.7
160800,84.7
160950,84.7
161100,84.7
161250,84.7
161400,84.7
161550,84.6
161700,84.6
161850,84.6
162000,84.6
162150,84.6
162300,84.6
162450,84.6
162600,84.6
162750,84.6
162900,84.6
163050,84.6
163200,84.6
163350,84.6
163500,84.5
163650,84.5
163800,84.5
163950,84.5
164100,84.5
164250,84.5
164400,84.5
164550,84.5
164700,84.5
164850,84.5
165000,84.5
165150,84.5
165300,84.5
165450,84.5
165600,84.4
165750,84.4
165900,84.4
166050,84.4
166200,84.4
166350,84.4
166500,84.4
166650,84.3
166800,84.3
166950,84.3
167100,84.4
167250,84.4
167400,84.4
167550,84.3
167700,84.3
167850,84.3
168000,84.3
168150,84.3
168300,84.3
168450,84.3
168600,84.3
168750,84.2
168900,84.2
169050,84.2
169200,84.2
169350,84.2
169500,84.2
169650,84.2
169800,84.2
169950,84.2
170100,84.2
170250,84.2
170400,84.2
170550,84.2
170700,84.2
170850,84.2
171000,84.2
171150,84.2
171300,84.2
171450,84.1
171600,84.1
171750,84.1
171900,84.1
172050,84.1
172200,84.1
172350,84.1
172500,84.1
172650,84
172800,84
172950,84
173100,84
173250,84
173400,84.1
173550,84.1
173700,84.1
173850,84
174000,84
174150,84
174300,84
174450,84
174600,83.9
174750,83.9
174900,83.9
175050,83.9
175200,83.9
175350,83.9
175500,83.9
175650,83.9
175800,83.9
175950,83.9
176100,83.9
176250,83.9
176400,83.9
176550,83.8
176700,83.8
176850,83.8
177000,83.8
177150,83.8
177300,83.8
177450,83.8
177600,83.8
177750,83.8
177900,83.8
178050,83.7
178200,83.7
178350,83.7
178500,83.7
178650,83.7
178800,83.7
178950,83.7
179100,83.7
179250,83.7
179400,83.7
179550,83.7
179700,83.7
179850,83.7
180000,83.6
180150,83.6
180300,83.6
180450,83.6
180600,83.6
180750,83.6
180900,83.6
181050,83.6
181200,83.6
181350,83.6
181500,83.6
181650,83.6
181800,83.6
181950,83.5
182100,83.5
182250,83.5
182400,83.5
182550,83.5
182700,83.5
182850,83.5
183000,83.5
183150,83.5
183300,83.5
183450,83.5
183600,83.5
183750,83.5
183900,83.5
184050,83.5
184200,83.5
184350,83.5
184500,83.5
184650,83.5
184800,83.4
184950,83.4
185100,83.4
185250,83.4
185400,83.4
185550,83.4
185700,83.4
185850,83.4
186000,83.3
186150,83.3
186300,83.3
186450,83.3
186600,83.3
186750,83.3
186900,83.3
187050,83.3
187200,83.3
187350,83.3
187500,83.2
187650,83.2
187800,83.2
187950,83.2
188100,83.2
188250,83.2
188400,83.2
188550,83.2
188700,83.2
188850,83.2
189000,83.2
189150,83.1
189300,83.1
189450,83.1
189600,83.1
189750,83.1
189900,83
190050,83
190200,83
190350,83
190500,83
190650,83
190800,83
190950,83
191100,83
191250,83
191400,83
191550,83
191700,83
191850,82.9
192000,82.9
192150,82.9
192300,82.9
192450,82.9
192600,82.9
192750,82.8
192900,82.8
193050,82.8
193200,82.8
193350,82.8
193500,82.8
193650,82.8
193800,82.7
193950,82.7
194100,82.7
194250,82.7
194400,82.7
194550,82.7
194700,82.7
194850,82.7
195000,82.6
195150,82.6
195300,82.6
195450,82.5
195600,82.5
195750,82.5
195900,82.5
196050,82.5
196200,82.5
196350,82.5
196500,82.5
196650,82.5
196800,82.5
196950,82.5
197100,82.5
197250,82.5
197400,82.5
197550,82.5
197700,82.5
197850,82.4
198000,82.4
198150,82.4
198300,82.4
198450,82.4
198600,82.3
198750,82.3
198900,82.3
199050,82.3
199200,82.3
199350,82.3
199500,82.2
199650,82.2
199800,82.2
199950,82.2
200100,82.2
200250,82.2
200400,82.2
200550,82.1
200700,82.1
200850,82.1
201000,82.1
201150,82.1
201300,82.1
201450,82.1
201600,82.1
201750,82
201900,82
202050,82
202200,82
202350,82
202500,81.9
202650,81.9
202800,81.9
202950,81.9
203100,81.9
203250,81.9
203400,81.9
203550,81.9
203700,81.9
203850,81.9
204000,81.9
204150,81.8
204300,81.8
204450,81.8
204600,81.8
204750,81.8
204900,81.8
205050,81.8
205200,81.8
205350,81.8
205500,81.8
205650,81.8
205800,81.8
205950,81.8
206100,81.8
206250,81.8
206400,81.8
206550,81.8
206700,81.8
206850,81.8
207000,81.8
207150,81.8
207300,81.8
207450,81.8
207600,81.8
207750,81.8
207900,81.8
208050,81.8
208200,81.8
208350,81.8
208500,81.8
208650,81.8
208800,81.8
208950,81.8
209100,81.8
209250,81.7
209400,81.7
209550,81.7
209700,81.7
209850,81.7
210000,81.7
210150,81.7
210300,81.7
210450,81.7
210600,81.7
210750,81.7
210900,81.7
211050,81.7
211200,81.6
211350,81.6
211500,81.6
211650,81.6
211800,81.6
211950,81.6
212100,81.6
212250,81.6
212400,81.6
212550,81.6
212700,81.6
212850,81.6
213000,81.6
213150,81.6
213300,81.6
213450,81.6
213600,81.6
213750,81.6
213900,81.6
214050,81.6
214200,81.6
214350,81.6
214500,81.6
214650,81.6
214800,81.5
214950,81.5
215100,81.5
215250,81.5
215400,81.5
215550,81.4
215700,81.4
215850,81.4
216000,81.4
216150,81.4
216300,81.4
216450,81.4
216600,81.4
216750,81.4
216900,81.4
217050,81.4
217200,81.4
217350,81.4
217500,81.3
217650,81.3
217800,81.3
217950,81.3
218100,81.3
218250,81.3
218400,81.3
218550,81.3
218700,81.3
218850,81.3
219000,81.3
219150,81.3
219300,81.3
219450,81.3
219600,81.3
219750,81.3
219900,81.3
220050,81.3
220200,81.3
220350,81.3
220500,81.3
220650,81.3
220800,81.3
220950,81.3
221100,81.3
221250,81.2
221400,81.2
221550,81.2
221700,81.2
221850,81.2
222000,81.2
222150,81.2
222300,81.2
222450,81.2
222600,81.1
222750,81.1
222900,81.1
223050,81.1
223200,81.1
223350,81.1
223500,81.1
223650,81.1
223800,81
223950,81
224100,81
224250,81
224400,81
224550,81
224700,81
224850,81
225000,81
225150,81
225300,81
225450,81
225600,81
225750,81
225900,80.9
226050,80.9
226200,80.9
226350,80.9
226500,80.9
226650,80.9
226800,80.9
226950,80.9
227100,80.9
227250,80.9
227400,80.9
227550,80.9
227700,80.9
227850,80.9
228000,80.8
228150,80.8
228300,80.8
228450,80.8
228600,80.8
228750,80.8
228900,80.8
229050,80.8
229200,80.8
229350,80.8
229500,80.8
229650,80.8
229800,80.8
229950,80.8
230100,80.7
230250,80.7
230400,80.7
230550,80.7
230700,80.7
230850,80.7
231000,80.7
231150,80.7
231300,80.6
231450,80.6
231600,80.6
231750,80.6
231900,80.6
232050,80.6
232200,80.6
232350,80.6
232500,80.6
232650,80.6
232800,80.6
232950,80.6
233100,80.5
233250,80.5
233400,80.5
233550,80.5
233700,80.5
233850,80.4
234000,80.4
234150,80.4
234300,80.4
234450,80.4
234600,80.4
234750,80.3
234900,80.3
235050,80.3
235200,80.3
235350,80.3
235500,80.3
235650,80.3
235800,80.3
235950,80.3
236100,80.3
236250,80.3
236400,80.2
236550,80.2
236700,80.2
236850,80.2
237000,80.2
237150,80.2
237300,80.1
237450,80.1
237600,80.1
237750,80.1
237900,80.1
238050,80.1
238200,80
238350,80
238500,80
238650,80
238800,80
238950,80
239100,80
239250,80
239400,80
239550,80
239700,80
239850,80
240000,80
240150,80
240300,80
240450,80
240600,79.9
240750,79.9
240900,79.9
241050,79.9
241200,79.9
241350,79.9
241500,79.9
241650,79.9
241800,79.9
241950,79.8
242100,79.8
242250,79.8
242400,79.8
242550,79.8
242700,79.8
242850,79.8
243000,79.8
243150,79.7
243300,79.7
243450,79.7
243600,79.7
243750,79.7
243900,79.7
244050,79.7
244200,79.7
244350,79.7
244500,79.7
244650,79.7
244800,79.7
244950,79.7
245100,79.7
245250,79.7
245400,79.7
245550,79.7
245700,79.6
245850,79.6
246000,79.6
246150,79.6
246300,79.6
246450,79.6
246600,79.6
246750,79.6
246900,79.6
247050,79.6
247200,79.6
247350,79.6
247500,79.6
247650,79.6
247800,79.6
247950,79.6
248100,79.6
248250,79.6
248400,79.6
248550,79.6
248700,79.6
248850,79.6
249000,79.6
249150,79.6
249300,79.6
249450,79.7
249600,79.7
249750,79.7
249900,79.7
250050,79.7
250200,79.7
250350,79.7
250500,79.7
250650,79.7
250800,79.7
250950,79.7
251100,79.8
251250,79.8
251400,79.8
251550,79.8
251700,79.8
251850,79.8
252000,79.9
252150,79.9
252300,79.9
252450,79.9
252600,79.9
252750,79.9
252900,80
253050,80
253200,80
253350,80
253500,80
253650,80.1
253800,80.1
253950,80.1
254100,80.2
254250,80.2
254400,80.2
254550,80.2
254700,80.2
254850,80.2
255000,80.3
255150,80.3
255300,80.4
255450,80.4
255600,80.4
255750,80.4
255900,80.4
256050,80.4
256200,80.5
256350,80.5
256500,80.5
256650,80.6
256800,80.6
256950,80.6
257100,80.6
257250,80.6
257400,80.6
257550,80.7
257700,80.7
257850,80.8
258000,80.8
258150,80.8
258300,80.9
258450,80.9
258600,80.9
258750,81
258900,81
259050,81
259200,81
259350,81
259500,81.1
259650,81.1
259800,81.1
259950,81.2
260100,81.2
260250,81.2
260400,81.2
260550,81.2
260700,81.2
260850,81.4
261000,81.4
261150,81.4
261300,81.4
261450,81.4
261600,81.5
261750,81.5
261900,81.5
262050,81.6
262200,81.6
262350,81.6
262500,81.7
262650,81.7
262800,81.7
262950,81.8
263100,81.8
263250,81.8
263400,81.8
263550,81.8
263700,81.9
263850,81.9
264000,81.9
264150,82
264300,82
264450,82
264600,82.1
264750,82.1
264900,82.1
265050,82.1
265200,82.1
265350,82.1
265500,82.2
265650,82.2
265800,82.2
265950,82.3
266100,82.3
266250,82.3
266400,82.3
266550,82.3
266700,82.4
266850,82.4
267000,82.4
267150,82.5
267300,82.5
267450,82.5
267600,82.6
267750,82.6
267900,82.6
268050,82.6
268200,82.6
268350,82.7
268500,82.7
268650,82.7
268800,82.8
268950,82.8
269100,82.8
269250,82.8
269400,82.8
269550,82.8
269700,82.9
269850,82.9
270000,83
270150,83
270300,83
270450,83
270600,83
270750,83
270900,83
271050,83
271200,83.1
271350,83.1
271500,83.1
271650,83.1
271800,83.1
271950,83.1
272100,83.2
272250,83.2
272400,83.2
272550,83.2
272700,83.2
272850,83.3
273000,83.3
273150,83.3
273300,83.3
273450,83.3
273600,83.4
273750,83.4
273900,83.4
274050,83.4
274200,83.4
274350,83.4
274500,83.5
274650,83.5
274800,83.5
274950,83.5
275100,83.5
275250,83.5
275400,83.5
275550,83.5
275700,83.5
275850,83.5
276000,83.6
276150,83.6
276300,83.6
276450,83.6
276600,83.6
276750,83.6
276900,83.6
277050,83.6
277200,83.6
277350,83.6
277500,83.6
277650,83.6
277800,83.6
277950,83.6
278100,83.6
278250,83.6
278400,83.6
278550,83.6
278700,83.6
278850,83.6
279000,83.6
279150,83.6
279300,83.6
279450,83.6
279600,83.6
279750,83.6
279900,83.6
280050,83.7
280200,83.7
280350,83.7
280500,83.7
280650,83.7
280800,83.7
280950,83.7
281100,83.7
281250,83.7
281400,83.7
281550,83.7
281700,83.7
281850,83.7
282000,83.8
282150,83.8
282300,83.8
282450,83.7
282600,83.7
282750,83.7
282900,83.7
283050,83.7
283200,83.7
283350,83.7
283500,83.7
283650,83.7
283800,83.7
283950,83.7
284100,83.7
284250,83.7
284400,83.7
284550,83.7
284700,83.7
284850,83.8
285000,83.8
285150,83.8
285300,83.8
285450,83.8
285600,83.8
285750,83.8
285900,83.8
286050,83.8
286200,83.8
286350,83.8
286500,83.8
286650,83.8
286800,83.7
286950,83.7
287100,83.7
287250,83.7
287400,83.7
287550,83.7
287700,83.7
287850,83.7
288000,83.7
288150,83.7
288300,83.7
288450,83.7
288600,83.7
288750,83.7
288900,83.7
289050,83.7
289200,83.7
289350,83.7
289500,83.7
289650,83.7
289800,83.7
289950,83.7
290100,83.7
290250,83.7
290400,83.7
290550,83.7
290700,83.7
290850,83.6
291000,83.6
291150,83.7
291300,83.7
291450,83.7
291600,83.6
291750,83.6
291900,83.6
292050,83.6
292200,83.6
292350,83.6
292500,83.6
292650,83.6
292800,83.5
292950,83.5
293100,83.5
293250,83.5
293400,83.5
293550,83.5
293700,83.5
293850,83.5
294000,83.5
294150,83.5
294300,83.5
294450,83.4
294600,83.4
294750,83.4
294900,83.4
295050,83.4
295200,83.4
295350,83.4
295500,83.4
295650,83.4
295800,83.4
295950,83.4
296100,83.4
296250,83.4
296400,83.3
296550,83.3
296700,83.3
296850,83.2
297000,83.2
297150,83.2
297300,83.2
297450,83.2
297600,83.2
297750,83.2
297900,83.2
298050,83.2
298200,83.2
298350,83.2
298500,83.2
298650,83.2
298800,83.2
298950,83.2
299100,83.2
299250,83.2
299400,83.2
299550,83.2
299700,83.1
299850,83.1
300000,83.1
300150,83.1
300300,83.1
300450,83.1
300600,83.1
300750,83.1
300900,83.1
301050,83.1
301200,83.1
301350,83.1
301500,83.1
301650,83
301800,83
301950,83
302100,83
302250,83
302400,83
302550,83
302700,83
302850,83
303000,83
303150,83
303300,83
303450,83
303600,83
303750,82.9
303900,82.9
304050,82.9
304200,82.9
304350,82.9
304500,82.9
304650,82.9
304800,82.8
304950,82.8
305100,82.8
305250,82.7
305400,82.7
305550,82.7
305700,82.7
305850,82.7
306000,82.7
306150,82.7
306300,82.7
306450,82.7
306600,82.7
306750,82.7
306900,82.7
307050,82.7
307200,82.7
307350,82.7
307500,82.7
307650,82.7
307800,82.7
307950,82.7
308100,82.7
308250,82.7
308400,82.6
308550,82.6
308700,82.6
308850,82.5
