time,temperatura,entrada
240750,79.7,1
240900,79.7,1
241050,79.7,1
241200,79.7,1
241350,79.7,1
241500,79.7,1
241650,79.7,1
241800,79.7,1
241950,79.7,1
242100,79.7,1
242250,79.7,1
242400,79.7,1
242550,79.7,1
242700,79.7,1
242850,79.7,1
243000,79.7,1
243150,79.8,1
243300,79.8,0
243450,79.8,1
243600,79.8,1
243750,79.8,1
243900,79.8,1
244050,79.8,1
244200,79.8,1
244350,79.8,1
244500,79.8,1
244650,79.8,1
244800,79.9,1
244950,79.9,0
245100,79.9,0
245250,79.9,1
245400,79.9,1
245550,79.9,1
245700,79.9,1
245850,79.9,1
246000,80,1
246150,80,0
246300,80,0
246450,79.9,1
246600,79.9,1
246750,80,1
246900,80,0
247050,80,0
247200,80,0
247350,80,1
247500,80,1
247650,80,1
247800,80,1
247950,80.1,1
248100,80.1,0
248250,80.1,0
248400,80.2,0
248550,80.2,0
248700,80.3,0
248850,80.3,0
249000,80.3,0
249150,80.3,0
249300,80.3,0
249450,80.3,0
249600,80.3,0
249750,80.3,0
249900,80.3,0
250050,80.4,0
250200,80.4,0
250350,80.5,0
250500,80.5,0
250650,80.5,0
250800,80.6,0
250950,80.6,0
251100,80.6,0
251250,80.7,0
251400,80.7,0
251550,80.8,0
251700,80.8,0
251850,80.8,0
252000,80.9,0
252150,80.9,0
252300,80.9,0
252450,81,0
252600,81,0
252750,81,0
252900,81.1,0
253050,81.1,0
253200,81.2,0
253350,81.2,0
253500,81.2,0
253650,81.2,0
253800,81.2,0
253950,81.3,0
254100,81.3,0
254250,81.3,0
254400,81.4,0
254550,81.4,0
254700,81.4,0
254850,81.5,0
255000,81.5,0
255150,81.6,0
255300,81.6,0
255450,81.6,0
255600,81.7,0
255750,81.7,0
255900,81.7,0
256050,81.8,0
256200,81.8,0
256350,81.9,0
256500,81.9,0
256650,81.9,0
256800,82,0
256950,82,0
257100,82,0
257250,82,0
257400,82,0
257550,82.1,0
257700,82.1,0
257850,82.1,0
258000,82.2,0
258150,82.2,0
258300,82.4,0
258450,82.4,0
258600,82.4,0
258750,82.5,0
258900,82.5,0
259050,82.5,0
259200,82.6,0
259350,82.6,0
259500,82.7,0
259650,82.7,0
259800,82.7,0
259950,82.7,0
260100,82.7,0
260250,82.8,0
260400,82.8,0
260550,82.8,0
260700,82.8,0
260850,82.8,0
261000,82.8,0
261150,82.9,0
261300,82.9,0
261450,82.9,0
261600,83,0
261750,83,0
261900,83.1,0
262050,83.1,0
262200,83.1,0
262350,83.2,0
262500,83.2,0
262650,83.2,0
262800,83.3,0
262950,83.3,0
263100,83.4,0
263250,83.4,0
263400,83.4,0
263550,83.4,0
263700,83.4,0
263850,83.4,0
264000,83.5,0
264150,83.5,0
264300,83.5,0
264450,83.5,0
264600,83.5,0
264750,83.6,0
264900,83.6,0
265050,83.6,0
265200,83.7,0
265350,83.7,0
265500,83.7,0
265650,83.7,0
265800,83.7,0
265950,83.7,0
266100,83.7,0
266250,83.7,0
266400,83.7,0
266550,83.7,0
266700,83.8,0
266850,83.8,0
267000,83.8,0
267150,83.9,0
267300,83.9,0
267450,83.9,0
267600,83.9,0
267750,83.9,0
267900,83.9,0
268050,83.9,0
268200,83.9,0
268350,84,0
268500,84,0
268650,84,0
268800,84,0
268950,84,0
269100,84.1,0
269250,84.1,0
269400,84.1,0
269550,84.1,0
269700,84.1,0
269850,84.1,0
270000,84.1,0
270150,84.1,0
270300,84.1,0
270450,84.1,0
270600,84.1,0
270750,84.2,0
270900,84.2,0
271050,84.2,0
271200,84.2,0
271350,84.2,0
271500,84.3,0
271650,84.3,0
271800,84.3,0
271950,84.3,0
272100,84.3,0
272250,84.2,0
272400,84.2,1
272550,84.2,0
272700,84.2,0
272850,84.2,0
273000,84.2,0
273150,84.2,0
273300,84.2,0
273450,84.2,0
273600,84.2,0
273750,84.2,0
273900,84.2,0
274050,84.2,0
274200,84.2,0
274350,84.2,0
274500,84.2,0
274650,84.2,0
274800,84.2,0
274950,84.2,0
275100,84.2,0
275250,84.2,0
275400,84.3,0
275550,84.3,0
275700,84.3,0
275850,84.2,1
276000,84.2,0
276150,84.3,0
276300,84.3,0
276450,84.3,0
276600,84.2,0
276750,84.2,1
276900,84.2,0
277050,84.2,0
277200,84.2,0
277350,84.2,0
277500,84.2,0
277650,84.2,0
277800,84.1,0
277950,84.1,1
278100,84.1,0
278250,84.1,0
278400,84.1,0
278550,84.1,0
278700,84.1,0
278850,84.1,0
279000,84.2,0
279150,84.2,0
279300,84.2,0
279450,84.2,0
279600,84.2,0
279750,84.2,0
279900,84.1,1
280050,84.1,0
280200,84.1,0
280350,84.1,0
280500,84.1,0
280650,84.2,0
280800,84.2,0
280950,84.2,0
281100,84.2,0
281250,84.2,0
281400,84.1,0
281550,84.1,1
281700,84.1,0
281850,84.1,0
282000,84.1,0
282150,84.1,0
282300,84.1,0
282450,84.1,0
282600,84.2,0
282750,84.2,0
282900,84.2,0
283050,84.2,0
283200,84.2,0
283350,84.2,0
283500,84.2,0
283650,84.2,0
283800,84.2,0
283950,84.2,0
284100,84.2,0
284250,84.2,0
284400,84.2,0
284550,84.2,0
284700,84.2,0
284850,84.2,0
285000,84.2,0
285150,84.2,0
285300,84.2,0
285450,84.2,0
285600,84.2,0
285750,84.1,0
285900,84.1,1
286050,84.1,0
286200,84.1,0
286350,84.1,0
286500,84.1,0
286650,84.1,0
286800,84.1,0
286950,84.1,0
287100,84.1,0
287250,84.1,0
287400,84.1,0
287550,84.1,0
287700,84.1,0
287850,84.1,0
288000,84.1,0
288150,84.1,0
288300,84.1,0
288450,84.1,0
288600,84.2,0
288750,84.2,0
288900,84.1,0
289050,84.1,1
289200,84.1,0
289350,84.2,0
289500,84.2,0
289650,84.2,0
289800,84.2,0
289950,84.2,0
290100,84.2,0
290250,84.2,0
290400,84.2,0
290550,84.1,0
290700,84.1,1
290850,84.1,0
291000,84,1
291150,84,0
291300,84,0
291450,84,0
291600,84,0
291750,83.9,0
291900,83.9,1
292050,83.9,0
292200,83.9,0
292350,83.9,0
292500,83.9,0
292650,83.7,1
292800,83.7,0
292950,83.7,0
293100,83.7,0
293250,83.7,0
293400,83.7,0
293550,83.7,0
293700,83.7,0
293850,83.7,0
294000,83.7,0
294150,83.7,0
294300,83.7,0
294450,83.7,0
294600,83.7,0
294750,83.7,0
294900,83.7,0
295050,83.6,1
295200,83.6,0
295350,83.6,0
295500,83.6,0
295650,83.6,0
295800,83.6,0
295950,83.6,0
296100,83.6,0
296250,83.5,1
296400,83.5,0
296550,83.5,0
296700,83.5,0
296850,83.5,0
297000,83.5,0
297150,83.5,0
297300,83.5,0
297450,83.5,0
297600,83.5,0
297750,83.5,0
297900,83.5,0
298050,83.5,0
298200,83.5,0
298350,83.5,0
298500,83.5,0
298650,83.5,0
298800,83.5,0
298950,83.5,0
299100,83.5,0
299250,83.5,0
299400,83.4,1
299550,83.4,0
299700,83.4,0
299850,83.3,1
300000,83.3,0
300150,83.2,0
300300,83.2,1
300450,83.2,0
300600,83.2,0
300750,83.2,0
300900,83.2,0
301050,83.1,1
301200,83.1,0
301350,83.1,0
301500,83.1,0
301650,83.1,0
301800,83.1,0
301950,83.1,0
302100,83.1,0
302250,83,1
302400,83,0
302550,83,0
302700,83,0
302850,83,0
303000,83,0
303150,83,0
303300,83,0
303450,83,0
303600,83,0
303750,83,0
303900,83,0
304050,83,0
304200,83,0
304350,83,0
304500,82.9,0
304650,82.9,1
304800,82.9,0
304950,82.9,0
305100,82.9,0
305250,82.9,0
305400,82.9,0
305550,82.9,0
305700,82.9,0
305850,82.9,0
306000,82.9,0
306150,82.9,0
306300,82.9,0
306450,82.9,0
306600,82.8,1
306750,82.8,0
306900,82.8,0
307050,82.8,0
307200,82.8,0
307350,82.8,0
307500,82.8,0
307650,82.8,0
307800,82.8,0
307950,82.8,0
308100,82.8,0
308250,82.8,0
308400,82.8,0
308550,82.8,0
308700,82.8,0
308850,82.8,0
309000,82.7,1
309150,82.7,0
309300,82.7,0
309450,82.7,0
309600,82.7,0
309750,82.7,0
309900,82.7,0
310050,82.7,0
310200,82.7,0
310350,82.7,0
310500,82.7,0
310650,82.7,0
310800,82.7,0
310950,82.6,0
311100,82.6,1
311250,82.6,0
311400,82.6,0
311550,82.6,0
311700,82.6,0
311850,82.5,1
312000,82.5,0
312150,82.6,0
312300,82.6,0
312450,82.6,0
312600,82.6,0
312750,82.6,0
312900,82.6,0
313050,82.5,1
313200,82.5,0
313350,82.6,0
313500,82.6,0
313650,82.6,0
313800,82.5,1
313950,82.5,0
314100,82.6,0
314250,82.6,0
314400,82.6,0
314550,82.5,0
314700,82.5,1
314850,82.5,0
315000,82.5,0
315150,82.5,0
315300,82.5,0
315450,82.5,0
315600,82.5,0
315750,82.5,0
315900,82.5,0
316050,82.5,0
316200,82.5,0
316350,82.5,0
316500,82.5,0
316650,82.5,0
316800,82.5,0
316950,82.5,0
317100,82.5,0
317250,82.5,0
317400,82.5,0
317550,82.5,0
317700,82.5,0
317850,82.5,0
318000,82.5,0
318150,82.5,0
318300,82.5,0
318450,82.5,0
318600,82.5,0
318750,82.5,0
318900,82.5,0
319050,82.5,0
319200,82.5,0
319350,82.5,0
319500,82.5,0
319650,82.5,0
319800,82.5,0
319950,82.5,0
320100,82.5,0
320250,82.5,0
320400,82.5,0
320550,82.4,1
320700,82.4,0
320850,82.4,0
321000,82.4,0
321150,82.4,0
321300,82.3,0
321450,82.3,1
321600,82.3,0
321750,82.2,1
321900,82.2,0
322050,82.2,0
322200,82.2,0
322350,82.2,0
322500,82.2,0
322650,82.2,0
322800,82.2,0
322950,82.1,1
323100,82.1,0
323250,82.1,0
323400,82.1,0
323550,82.1,0
323700,82.1,0
323850,82.1,0
324000,82.1,0
324150,82.1,0
324300,82.1,0
324450,82.1,0
324600,82.1,0
324750,82.1,0
324900,82,1
325050,82,0
325200,82,0
325350,82,0
325500,82,0
325650,82,0
325800,82,0
325950,82,0
326100,82,0
326250,82,0
326400,82,0
326550,82,0
326700,82,0
326850,82,0
327000,82,0
327150,82,0
327300,82,0
327450,82,0
327600,82,0
327750,82,0
327900,82,0
328050,82,0
328200,82,0
328350,82,0
328500,82,0
328650,82,0
328800,82,0
328950,82,0
329100,82,0
329250,82,0
329400,82,0
329550,82,0
329700,81.9,0
329850,81.9,1
330000,81.9,0
330150,81.9,0
330300,81.9,0
330450,81.9,0
330600,81.9,0
330750,81.9,0
330900,81.8,1
331050,81.8,0
331200,81.7,0
331350,81.7,1
331500,81.7,0
331650,81.7,0
331800,81.7,0
331950,81.6,0
332100,81.6,1
332250,81.6,0
332400,81.6,0
332550,81.6,0
332700,81.6,0
332850,81.6,0
333000,81.6,0
333150,81.6,0
333300,81.6,0
333450,81.6,0
333600,81.6,0
333750,81.6,0
333900,81.6,0
334050,81.6,0
334200,81.6,0
334350,81.6,0
334500,81.6,0
334650,81.6,0
334800,81.6,0
334950,81.6,0
335100,81.6,0
335250,81.5,1
335400,81.5,0
335550,81.5,0
335700,81.5,0
335850,81.5,0
336000,81.5,0
336150,81.5,0
336300,81.5,0
336450,81.5,0
336600,81.5,0
336750,81.5,0
336900,81.5,0
337050,81.5,0
337200,81.5,0
337350,81.5,0
337500,81.5,0
337650,81.5,0
337800,81.5,0
337950,81.5,0
338100,81.5,0
338250,81.5,0
338400,81.5,0
338550,81.5,0
338700,81.5,0
338850,81.4,1
339000,81.4,0
339150,81.4,0
339300,81.4,0
339450,81.4,0
339600,81.4,0
339750,81.4,0
339900,81.4,0
340050,81.4,0
340200,81.4,0
340350,81.4,0
340500,81.4,0
340650,81.4,0
340800,81.3,0
340950,81.3,1
341100,81.3,0
341250,81.3,0
341400,81.3,0
341550,81.3,0
341700,81.3,0
341850,81.3,0
342000,81.3,0
342150,81.3,0
342300,81.3,0
342450,81.2,1
342600,81.2,0
342750,81.2,0
342900,81.2,0
343050,81.2,0
343200,81.2,0
343350,81.2,0
343500,81.2,0
343650,81.1,1
343800,81.1,0
343950,81.1,0
344100,81.1,0
344250,81.1,0
344400,81.1,0
344550,81.1,0
344700,81.1,0
344850,81,1
345000,81,0
345150,81,0
345300,81,0
345450,81,0
345600,81,0
345750,81,0
345900,81,0
346050,81,0
346200,81,0
346350,80.9,0
346500,80.9,1
346650,80.9,0
346800,80.8,0
346950,80.8,1
347100,80.8,0
347250,80.8,0
347400,80.8,0
347550,80.8,0
347700,80.8,0
347850,80.8,0
348000,80.7,1
348150,80.7,0
348300,80.7,0
348450,80.7,0
348600,80.7,0
348750,80.7,0
348900,80.7,0
349050,80.7,0
349200,80.6,1
349350,80.6,0
349500,80.6,0
349650,80.6,0
349800,80.6,0
349950,80.5,0
350100,80.5,1
350250,80.5,0
350400,80.5,0
350550,80.5,0
350700,80.4,0
350850,80.4,1
351000,80.4,0
351150,80.4,0
351300,80.4,0
351450,80.4,0
351600,80.4,0
351750,80.4,0
351900,80.4,0
352050,80.4,0
352200,80.4,0
352350,80.4,0
352500,80.4,0
352650,80.4,0
352800,80.4,0
352950,80.4,0
353100,80.3,0
353250,80.3,1
353400,80.3,0
353550,80.3,0
353700,80.3,0
353850,80.3,0
354000,80.2,1
354150,80.2,0
354300,80.2,0
354450,80.2,0
354600,80.2,0
354750,80.1,0
354900,80.1,1
355050,80.1,1
355200,80.1,0
355350,80.1,0
355500,80.1,0
355650,80.1,0
355800,80.1,0
355950,80.1,0
356100,80.1,0
356250,80.1,0
356400,80,1
356550,80,1
356700,80,1
356850,80,0
357000,80,0
357150,80,0
357300,80,0
357450,80,0
357600,79.9,1
357750,79.9,1
357900,79.9,1
358050,79.9,0
358200,79.9,1
358350,79.9,1
358500,79.9,1
358650,79.9,1
358800,79.7,1
358950,79.7,1
359100,79.7,1
359250,79.7,0
359400,79.7,1
359550,79.6,1
359700,79.6,1
359850,79.6,1
360000,79.5,1
360150,79.5,1
360300,79.5,1
360450,79.5,1
360600,79.5,1
360750,79.4,1
360900,79.4,1
361050,79.3,1
361200,79.3,1
361350,79.3,1
361500,79.4,0
361650,79.4,1
361800,79.4,1
361950,79.4,1
362100,79.4,1
362250,79.4,1
362400,79.4,1
362550,79.4,1
362700,79.4,1
362850,79.4,1
363000,79.4,1
363150,79.4,1
363300,79.4,1
363450,79.4,1
363600,79.4,1
363750,79.4,1
363900,79.4,1
364050,79.4,1
364200,79.4,1
364350,79.4,1
364500,79.4,1
364650,79.4,1
364800,79.4,1
364950,79.4,1
365100,79.5,0
365250,79.5,1
365400,79.5,1
365550,79.5,1
365700,79.5,1
365850,79.5,1
366000,79.5,1
366150,79.5,1
366300,79.6,0
366450,79.6,1
366600,79.6,1
366750,79.6,1
366900,79.6,1
367050,79.6,1
367200,79.6,1
367350,79.6,1
367500,79.7,1
367650,79.7,0
367800,79.7,1
367950,79.7,1
368100,79.7,1
368250,79.8,1
368400,79.8,0
368550,79.8,0
368700,79.9,0
368850,79.9,0
369000,79.9,1
369150,79.9,1
369300,79.9,1
369450,80,1
369600,80,0
369750,80,0
369900,80,0
370050,80,0
370200,80,0
370350,80,0
370500,80,0
370650,80.1,0
370800,80.1,0
370950,80.1,0
371100,80.3,0
371250,80.3,0
371400,80.3,0
371550,80.3,0
371700,80.3,0
371850,80.4,0
372000,80.4,0
372150,80.4,0
372300,80.5,0
372450,80.5,0
372600,80.6,0
372750,80.6,0
372900,80.6,0
373050,80.7,0
373200,80.7,0
373350,80.7,0
373500,80.8,0
373650,80.8,0
373800,80.9,0
373950,80.9,0
374100,80.9,0
374250,81,0
374400,81,0
374550,81,0
374700,81.1,0
374850,81.1,0
375000,81.2,0
375150,81.2,0
375300,81.2,0
375450,81.3,0
375600,81.3,0
375750,81.3,0
375900,81.4,0
376050,81.4,0
376200,81.5,0
376350,81.5,0
376500,81.5,0
376650,81.6,0
376800,81.6,0
376950,81.6,0
377100,81.6,0
377250,81.6,0
377400,81.6,0
377550,81.6,0
377700,81.6,0
377850,81.8,0
378000,81.8,0
378150,81.8,0
378300,81.8,0
378450,81.8,0
378600,82,0
378750,82,0
378900,82,0
379050,82,0
379200,82,0
379350,82.1,0
379500,82.1,0
379650,82.1,0
379800,82.2,0
379950,82.2,0
380100,82.2,0
380250,82.3,0
380400,82.3,0
380550,82.4,0
380700,82.4,0
380850,82.4,0
381000,82.5,0
381150,82.5,0
381300,82.5,0
381450,82.5,0
381600,82.5,0
381750,82.6,0
381900,82.6,0
382050,82.6,0
382200,82.7,0
382350,82.7,0
382500,82.7,0
382650,82.7,0
382800,82.7,0
382950,82.8,0
383100,82.8,0
383250,82.8,0
383400,82.9,0
383550,82.9,0
383700,82.9,0
383850,82.9,0
384000,82.9,0
384150,83,0
384300,83,0
384450,83,0
384600,83,0
384750,83,0
384900,83,0
385050,83,0
385200,83,0
385350,83,0
385500,83,0
385650,83,0
385800,83.1,0
385950,83.1,0
386100,83.1,0
386250,83.2,0
386400,83.2,0
386550,83.3,0
386700,83.3,0
386850,83.3,0
387000,83.3,0
387150,83.3,0
387300,83.3,0
387450,83.4,0
387600,83.4,0
387750,83.4,0
387900,83.4,0
388050,83.4,0
388200,83.5,0
388350,83.5,0
388500,83.5,0
388650,83.5,0
388800,83.5,0
388950,83.5,0
389100,83.5,0
389250,83.5,0
389400,83.5,0
389550,83.5,0
389700,83.6,0
389850,83.6,0
390000,83.6,0
390150,83.7,0
390300,83.7,0
390450,83.7,0
390600,83.7,0
390750,83.7,0
390900,83.7,0
391050,83.7,0
391200,83.7,0
391350,83.7,0
391500,83.7,0
391650,83.7,0
391800,83.7,0
391950,83.7,0
392100,83.7,0
392250,83.7,0
392400,83.7,0
392550,83.8,0
392700,83.8,0
392850,83.8,0
393000,83.8,0
393150,83.8,0
393300,83.7,0
393450,83.7,1
393600,83.7,0
393750,83.7,0
393900,83.7,0
394050,83.7,0
394200,83.7,0
394350,83.7,0
394500,83.7,0
394650,83.7,0
394800,83.7,0
394950,83.7,0
395100,83.7,0
395250,83.7,0
395400,83.7,0
395550,83.7,0
395700,83.7,0
395850,83.7,0
396000,83.7,0
396150,83.7,0
396300,83.7,0
396450,83.7,0
396600,83.7,0
396750,83.7,0
396900,83.7,0
397050,83.7,0
397200,83.7,0
397350,83.8,0
397500,83.8,0
397650,83.8,0
397800,83.8,0
397950,83.8,0
398100,83.8,0
398250,83.8,0
398400,83.8,0
398550,83.8,0
398700,83.8,0
398850,83.8,0
399000,83.8,0
399150,83.8,0
399300,83.9,0
399450,83.9,0
399600,83.9,0
399750,83.9,0
399900,83.9,0
400050,83.9,0
400200,83.8,1
400350,83.8,0
400500,83.8,0
400650,83.8,0
400800,83.8,0
400950,83.8,0
401100,83.8,0
401250,83.8,0
401400,83.8,0
401550,83.8,0
401700,83.8,0
401850,83.8,0
402000,83.8,0
402150,83.8,0
402300,83.8,0
402450,83.8,0
402600,83.8,0
402750,83.8,0
402900,83.8,0
403050,83.8,0
403200,83.8,0
403350,83.7,1
403500,83.7,0
403650,83.7,0
403800,83.7,0
403950,83.7,0
404100,83.7,0
404250,83.7,0
404400,83.7,0
404550,83.7,0
404700,83.7,0
404850,83.7,0
405000,83.7,0
405150,83.7,0
405300,83.7,0
405450,83.7,0
405600,83.7,0
405750,83.6,1
405900,83.6,0
406050,83.6,0
406200,83.6,0
406350,83.6,0
406500,83.6,0
406650,83.6,0
406800,83.6,0
406950,83.6,0
407100,83.6,0
407250,83.5,0
407400,83.5,1
407550,83.5,0
407700,83.5,0
407850,83.5,0
408000,83.5,0
408150,83.5,0
408300,83.5,0
408450,83.4,0
408600,83.4,1
408750,83.4,0
408900,83.4,0
409050,83.4,0
409200,83.4,0
409350,83.3,1
409500,83.3,0
409650,83.3,0
409800,83.3,0
409950,83.3,0
410100,83.2,1
410250,83.2,0
410400,83.2,0
410550,83.2,0
410700,83.2,0
410850,83.2,0
411000,83.2,0
411150,83.2,0
411300,83.2,0
411450,83.2,0
411600,83.2,0
411750,83.2,0
411900,83.2,0
412050,83.2,0
412200,83.2,0
412350,83.2,0
412500,83.2,0
412650,83.2,0
412800,83.1,0
412950,83.1,1
413100,83.1,0
413250,83,0
413400,83,1
413550,83,0
413700,83,0
413850,83,0
414000,83,0
414150,83,0
414300,83,0
414450,83,0
414600,83,0
414750,83,0
414900,83,0
415050,83,0
415200,83,0
415350,83,0
415500,83,0
415650,83,0
415800,83,0
415950,83,0
416100,83,0
416250,83,0
416400,83,0
416550,83,0
416700,83,0
416850,83,0
417000,83,0
417150,83,0
417300,83,0
417450,83,0
417600,83,0
417750,83,0
417900,83,0
418050,83,0
418200,83,0
418350,82.9,0
418500,82.9,1
418650,82.9,0
418800,82.9,0
418950,82.9,0
419100,82.9,0
419250,82.8,1
419400,82.8,0
419550,82.8,0
419700,82.7,1
419850,82.7,0
420000,82.6,0
420150,82.6,1
420300,82.6,0
420450,82.7,0
420600,82.7,0
420750,82.7,0
420900,82.7,0
421050,82.7,0
421200,82.6,0
421350,82.6,1
421500,82.6,0
421650,82.6,0
421800,82.6,0
421950,82.6,0
422100,82.7,0
422250,82.7,0
422400,82.6,0
422550,82.6,1
422700,82.6,0
422850,82.5,0
423000,82.5,1
423150,82.5,0
423300,82.4,1
423450,82.4,0
423600,82.3,0
423750,82.3,1
423900,82.3,0
424050,82.3,0
424200,82.3,0
424350,82.3,0
424500,82.2,1
424650,82.2,0
424800,82.2,0
424950,82.2,0
425100,82.2,0
425250,82.2,0
425400,82.2,0
425550,82.2,0
425700,82.1,1
425850,82.1,0
426000,82.1,0
426150,82.1,0
426300,82.1,0
426450,82.1,0
426600,82.1,0
426750,82,0
426900,82,1
427050,82,0
427200,82,0
427350,82,0
427500,82,0
427650,81.9,1
427800,81.9,0
427950,81.9,0
428100,81.9,0
428250,81.9,0
428400,81.9,0
428550,81.9,0
428700,81.8,0
428850,81.8,1
429000,81.8,0
429150,81.8,0
429300,81.8,0
429450,81.8,0
429600,81.8,0
429750,81.8,0
429900,81.8,0
430050,81.9,0
430200,81.9,0
430350,81.9,0
430500,81.9,0
430650,81.9,0
430800,81.9,0
430950,81.9,0
431100,81.9,0
431250,81.9,0
431400,81.9,0
431550,81.9,0
431700,81.9,0
431850,81.9,0
432000,81.9,0
432150,81.9,0
432300,81.9,0
432450,81.9,0
432600,81.9,0
432750,82,0
432900,82,0
433050,82,0
433200,82,0
433350,82,0
433500,81.9,0
433650,81.9,1
433800,81.9,0
433950,81.9,0
434100,81.9,0
434250,81.9,0
434400,81.9,0
434550,81.9,0
434700,81.8,0
434850,81.8,1
435000,81.8,0
435150,81.8,0
435300,81.8,0
435450,81.8,0
435600,81.8,0
435750,81.8,0
435900,81.7,0
436050,81.7,1
436200,81.7,0
436350,81.7,0
436500,81.7,0
436650,81.7,0
436800,81.6,1
436950,81.6,0
437100,81.5,0
437250,81.5,1
437400,81.5,0
437550,81.5,0
437700,81.5,0
437850,81.5,0
438000,81.5,0
438150,81.5,0
438300,81.4,0
438450,81.4,1
438600,81.4,0
438750,81.4,0
438900,81.4,0
439050,81.4,0
439200,81.4,0
439350,81.4,0
439500,81.3,0
439650,81.3,1
439800,81.3,0
439950,81.3,0
440100,81.3,0
440250,81.3,0
440400,81.3,0
440550,81.3,0
440700,81.3,0
440850,81.3,0
441000,81.3,0
441150,81.3,0
441300,81.3,0
441450,81.3,0
441600,81.4,0
441750,81.4,0
441900,81.4,0
442050,81.4,0
442200,81.4,0
442350,81.4,0
442500,81.4,0
442650,81.4,0
442800,81.4,0
442950,81.4,0
443100,81.5,0
443250,81.5,0
443400,81.5,0
443550,81.5,0
443700,81.5,0
443850,81.5,0
444000,81.5,0
444150,81.5,0
444300,81.5,0
444450,81.5,0
444600,81.5,0
444750,81.5,0
444900,81.5,0
445050,81.5,0
445200,81.5,0
445350,81.5,0
445500,81.5,0
445650,81.5,0
445800,81.5,0
445950,81.5,0
446100,81.5,0
446250,81.5,0
446400,81.5,0
446550,81.5,0
446700,81.5,0
446850,81.5,0
447000,81.4,0
447150,81.4,1
447300,81.4,0
447450,81.4,0
447600,81.4,0
447750,81.4,0
447900,81.4,0
448050,81.4,0
448200,81.4,0
448350,81.4,0
448500,81.4,0
448650,81.4,0
448800,81.4,0
448950,81.4,0
449100,81.4,0
449250,81.4,0
449400,81.4,0
449550,81.3,1
449700,81.3,0
449850,81.3,0
450000,81.3,0
450150,81.3,0
450300,81.3,0
450450,81.3,0
450600,81.3,0
450750,81.3,0
450900,81.3,0
451050,81.2,0
451200,81.2,1
451350,81.2,0
451500,81.2,0
451650,81.2,0
451800,81.2,0
451950,81.1,1
452100,81.1,0
452250,81,0
452400,81,1
452550,81,0
452700,81,0
452850,81,0
453000,81,0
453150,81,0
453300,81,0
453450,81,0
453600,81,0
453750,81,0
453900,81.1,0
454050,81.1,0
454200,81.1,0
454350,81.1,0
454500,81.1,0
454650,81.1,0
454800,81.1,0
454950,81.1,0
455100,81.1,0
455250,81.1,0
455400,81.1,0
455550,81.1,0
455700,81.1,0
455850,81.1,0
456000,81.1,0
456150,81.1,0
456300,81.1,0
456450,81.1,0
456600,81.1,0
456750,81.1,0
456900,81.1,0
457050,81.1,0
457200,81.1,0
457350,81.1,0
457500,81,1
457650,81,0
457800,81,0
457950,81,0
458100,81,0
458250,81,0
458400,81,0
458550,81,0
458700,81,0
458850,81,0
459000,81,0
459150,81,0
459300,81,0
459450,81,0
459600,81,0
459750,81,0
459900,80.9,1
460050,80.9,0
460200,80.8,0
460350,80.8,1
460500,80.8,0
460650,80.8,0
460800,80.8,0
460950,80.7,0
461100,80.7,1
461250,80.7,0
461400,80.7,0
461550,80.7,0
461700,80.7,0
461850,80.6,1
462000,80.6,0
462150,80.5,0
462300,80.5,1
462450,80.5,0
462600,80.5,0
462750,80.5,0
462900,80.5,0
463050,80.5,0
463200,80.5,0
463350,80.4,0
463500,80.4,1
463650,80.4,0
463800,80.4,0
463950,80.4,0
464100,80.4,0
464250,80.4,0
464400,80.4,0
464550,80.4,0
464700,80.4,0
464850,80.4,0
465000,80.4,0
465150,80.4,0
465300,80.4,0
465450,80.4,0
465600,80.4,0
465750,80.3,0
465900,80.3,1
466050,80.3,1
466200,80.3,0
466350,80.3,0
466500,80.3,0
466650,80.3,0
466800,80.3,0
466950,80.3,0
467100,80.3,0
467250,80.3,0
467400,80.4,0
467550,80.4,0
467700,80.4,0
467850,80.4,0
468000,80.4,0
468150,80.4,0
468300,80.4,0
468450,80.4,0
468600,80.4,0
468750,80.4,0
468900,80.5,0
469050,80.5,0
469200,80.5,0
469350,80.5,0
469500,80.5,0
469650,80.5,0
469800,80.5,0
469950,80.5,0
470100,80.5,0
470250,80.5,0
470400,80.5,0
470550,80.5,0
470700,80.5,0
470850,80.5,0
471000,80.6,0
471150,80.6,0
471300,80.6,0
471450,80.6,0
471600,80.6,0
471750,80.6,0
471900,80.6,0
472050,80.6,0
472200,80.6,0
472350,80.6,0
472500,80.6,0
472650,80.6,0
472800,80.6,0
472950,80.6,0
473100,80.6,0
473250,80.6,0
473400,80.6,0
473550,80.6,0
473700,80.6,0
473850,80.6,0
474000,80.6,0
474150,80.6,0
474300,80.6,0
474450,80.6,0
474600,80.6,0
474750,80.6,0
474900,80.6,0
475050,80.6,0
475200,80.6,0
475350,80.6,0
475500,80.6,0
475650,80.6,0
475800,80.5,1
475950,80.5,0
476100,80.5,0
476250,80.5,0
476400,80.5,0
476550,80.5,0
476700,80.5,0
476850,80.5,0
477000,80.5,0
477150,80.5,0
477300,80.5,0
477450,80.5,0
477600,80.5,0
477750,80.4,0
477900,80.4,1
478050,80.4,0
478200,80.4,0
478350,80.4,0
478500,80.4,0
478650,80.4,0
478800,80.4,0
478950,80.3,0
479100,80.3,1
479250,80.3,0
479400,80.3,0
479550,80.3,0
479700,80.3,0
479850,80.3,0
480000,80.3,0
480150,80.3,0
