time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MARCHA,PARO,PWM
1970-1-1-0:14:14,45.9,46.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:15,45.9,46.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:15,45.8,46.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:16,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:16,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:16,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:17,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:17,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:17,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:18,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:18,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:18,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:19,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:19,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:19,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:20,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:20,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:20,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:21,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:21,45.8,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:22,45.7,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:22,45.7,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:22,45.7,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:23,45.7,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:23,45.7,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:23,45.7,46.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:24,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:24,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:24,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:25,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:25,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:26,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:26,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:26,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:27,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:27,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:28,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:28,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:28,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:29,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:29,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:29,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:30,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:30,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:31,45.7,46.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:31,45.7,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:31,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:32,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:32,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:32,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:33,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:33,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:34,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:34,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:34,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:35,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:35,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:35,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:36,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:36,45.6,46.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:37,45.6,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:37,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:37,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:38,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:38,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:38,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:39,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:39,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:39,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:40,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:40,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:41,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:41,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:41,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:42,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:42,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:42,45.5,46.0,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:43,45.5,45.9,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:43,45.5,45.9,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:44,45.5,45.9,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:44,45.5,45.9,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:44,45.5,45.9,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:45,45.5,45.9,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:45,45.5,45.9,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:45,45.5,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:46,45.5,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:46,45.5,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:47,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:47,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:47,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:48,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:48,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:48,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:49,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:49,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:50,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:50,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:50,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:51,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:51,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:51,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:52,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:52,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:53,45.4,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:53,45.3,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:53,45.3,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:54,45.3,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:54,45.3,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:54,45.3,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:55,45.3,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:55,45.3,45.8,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:56,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:56,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:56,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:57,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:57,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:57,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:58,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:58,45.3,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:59,45.2,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:59,45.2,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:14:59,45.2,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:0,45.2,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:0,45.2,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:1,45.2,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:1,45.2,45.7,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:1,45.2,45.6,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:2,45.2,45.6,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:2,45.2,45.6,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:2,45.2,45.6,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:3,45.2,45.6,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:3,45.2,45.6,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:4,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:4,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:4,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:5,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:5,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:5,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:6,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:6,45.2,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:7,45.1,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:7,45.1,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:7,45.1,45.5,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:8,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:8,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:8,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:9,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:9,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:10,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:10,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:10,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:11,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:11,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:11,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:12,45.1,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:12,45.0,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:13,45.0,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:13,45.0,45.4,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:13,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:14,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:14,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:14,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:15,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:15,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:16,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:16,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:16,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:17,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:17,45.0,45.3,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:17,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:18,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:18,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:19,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:19,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:19,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:20,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:20,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:20,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:21,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:21,45.0,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:22,44.9,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:22,44.9,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:22,44.9,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:23,44.9,45.2,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:23,44.9,45.1,0.014,3.42e-4,TRUE,FALSE,0.0
1970-1-1-0:15:23,44.9,45.1,0.014,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:24,44.9,45.1,0.014,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:24,44.9,45.1,0.014,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:25,44.9,45.1,0.014,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:25,44.9,45.1,0.014,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:25,44.9,45.1,0.014,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:26,44.9,45.1,0.862771,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:26,44.9,45.1,1.264217,3.42e-4,TRUE,TRUE,0.0
1970-1-1-0:15:26,44.9,45.1,1.447735,0.0922862,TRUE,TRUE,0.0
1970-1-1-0:15:27,44.9,45.1,1.596844,0.954263,TRUE,TRUE,0.0
1970-1-1-0:15:27,44.9,45.0,1.631253,1.276068,TRUE,TRUE,0.0
1970-1-1-0:15:27,44.9,45.0,1.665663,1.482943,TRUE,TRUE,0.0
1970-1-1-0:15:28,44.9,45.0,1.677133,1.574887,TRUE,TRUE,0.0
1970-1-1-0:15:28,44.8,45.0,1.688603,1.574887,TRUE,TRUE,0.0
1970-1-1-0:15:28,44.8,45.0,1.654193,1.597873,TRUE,TRUE,0.0
1970-1-1-0:15:29,44.8,45.0,1.654193,1.58638,TRUE,TRUE,0.0
1970-1-1-0:15:29,44.8,45.0,1.677133,1.540408,TRUE,TRUE,0.0
1970-1-1-0:15:30,44.8,45.0,1.688603,1.563394,TRUE,TRUE,0.0
1970-1-1-0:15:30,44.8,45.0,1.711542,1.58638,TRUE,TRUE,0.0
1970-1-1-0:15:30,44.8,45.0,1.665663,1.609366,TRUE,TRUE,0.0
1970-1-1-0:15:31,44.8,45.0,1.688603,1.643845,TRUE,TRUE,0.0
1970-1-1-0:15:31,44.8,45.0,1.711542,1.666831,TRUE,TRUE,0.0
1970-1-1-0:15:32,44.8,45.0,1.723012,1.666831,TRUE,TRUE,0.0
1970-1-1-0:15:32,44.8,45.0,1.711542,1.70131,TRUE,TRUE,0.0
1970-1-1-0:15:32,44.8,45.0,1.711542,1.735789,TRUE,TRUE,0.0
1970-1-1-0:15:33,44.8,45.0,1.723012,1.724296,TRUE,TRUE,0.0
1970-1-1-0:15:33,44.8,45.0,1.745952,1.735789,TRUE,TRUE,0.0
1970-1-1-0:15:33,44.8,45.0,1.768892,1.747282,TRUE,TRUE,0.0
1970-1-1-0:15:34,44.7,45.0,1.757422,1.804748,TRUE,TRUE,0.0
1970-1-1-0:15:34,44.7,45.0,1.768892,1.804748,TRUE,TRUE,0.0
1970-1-1-0:15:35,44.7,45.0,1.780362,1.804748,TRUE,TRUE,0.0
1970-1-1-0:15:35,44.7,45.0,1.791832,1.781762,TRUE,TRUE,0.0
1970-1-1-0:15:35,44.7,45.0,1.791832,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:36,44.7,45.0,1.780362,1.781762,TRUE,TRUE,0.0
1970-1-1-0:15:36,44.7,45.0,1.768892,1.793254,TRUE,TRUE,0.0
1970-1-1-0:15:36,44.7,45.0,1.780362,1.793254,TRUE,TRUE,0.0
1970-1-1-0:15:37,44.7,45.0,1.768892,1.816241,TRUE,TRUE,0.0
1970-1-1-0:15:37,44.7,45.0,1.757422,1.781762,TRUE,TRUE,0.0
1970-1-1-0:15:37,44.7,45.0,1.745952,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:38,44.7,45.0,1.734482,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:38,44.7,45.0,1.734482,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:39,44.7,45.0,1.711542,1.758775,TRUE,TRUE,0.0
1970-1-1-0:15:39,44.7,45.0,1.723012,1.747282,TRUE,TRUE,0.0
1970-1-1-0:15:39,44.7,45.0,1.711542,1.735789,TRUE,TRUE,0.0
1970-1-1-0:15:40,44.7,45.0,1.711542,1.724296,TRUE,TRUE,0.0
1970-1-1-0:15:40,44.7,45.0,1.734482,1.724296,TRUE,TRUE,0.0
1970-1-1-0:15:40,44.7,45.0,1.757422,1.747282,TRUE,TRUE,0.0
1970-1-1-0:15:41,44.7,45.0,1.745952,1.747282,TRUE,TRUE,0.0
1970-1-1-0:15:41,44.7,45.0,1.745952,1.735789,TRUE,TRUE,0.0
1970-1-1-0:15:42,44.7,45.0,1.734482,1.747282,TRUE,TRUE,0.0
1970-1-1-0:15:42,44.7,44.9,1.734482,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:42,44.7,44.9,1.768892,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:43,44.6,44.9,1.826241,1.758775,TRUE,TRUE,0.0
1970-1-1-0:15:43,44.6,44.9,1.872121,1.747282,TRUE,TRUE,0.0
1970-1-1-0:15:43,44.6,44.9,1.860651,1.758775,TRUE,TRUE,0.0
1970-1-1-0:15:44,44.6,44.9,1.837711,1.793254,TRUE,TRUE,0.0
1970-1-1-0:15:44,44.6,44.9,1.826241,1.85072,TRUE,TRUE,0.0
1970-1-1-0:15:45,44.6,44.9,1.814771,1.908185,TRUE,TRUE,0.0
1970-1-1-0:15:45,44.6,44.9,1.803301,1.919678,TRUE,TRUE,0.0
1970-1-1-0:15:45,44.6,44.9,1.803301,1.919678,TRUE,TRUE,0.0
1970-1-1-0:15:46,44.6,44.9,1.791832,1.862213,TRUE,TRUE,0.0
1970-1-1-0:15:46,44.6,44.8,1.780362,1.804748,TRUE,TRUE,0.0
1970-1-1-0:15:47,44.6,44.8,1.780362,1.827734,TRUE,TRUE,0.0
1970-1-1-0:15:47,44.6,44.8,1.791832,1.827734,TRUE,TRUE,0.0
1970-1-1-0:15:47,44.6,44.8,1.803301,1.793254,TRUE,TRUE,0.0
1970-1-1-0:15:48,44.6,44.8,1.803301,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:48,44.6,44.8,1.803301,1.770268,TRUE,TRUE,0.0
1970-1-1-0:15:48,44.6,44.8,1.826241,1.804748,TRUE,TRUE,0.0
1970-1-1-0:15:49,44.5,44.8,1.837711,1.896692,TRUE,TRUE,0.0
1970-1-1-0:15:49,44.5,44.8,1.826241,1.931171,TRUE,TRUE,0.0
1970-1-1-0:15:50,44.5,44.8,1.826241,1.931171,TRUE,TRUE,0.0
1970-1-1-0:15:50,44.5,44.7,1.803301,1.919678,TRUE,TRUE,0.0
1970-1-1-0:15:50,44.5,44.7,1.791832,1.919678,TRUE,TRUE,0.0
1970-1-1-0:15:51,44.5,44.7,1.780362,1.908185,TRUE,TRUE,0.0
1970-1-1-0:15:51,44.5,44.7,1.791832,1.896692,TRUE,TRUE,0.0
1970-1-1-0:15:51,44.5,44.7,1.791832,1.896692,TRUE,TRUE,0.0
1970-1-1-0:15:52,44.5,44.7,1.803301,1.885199,TRUE,TRUE,0.0
1970-1-1-0:15:52,44.5,44.7,1.814771,1.931171,TRUE,TRUE,0.0
1970-1-1-0:15:53,44.5,44.7,1.826241,1.988636,TRUE,TRUE,0.0
1970-1-1-0:15:53,44.5,44.7,1.860651,1.977143,TRUE,TRUE,0.0
1970-1-1-0:15:53,44.5,44.7,1.90653,1.931171,TRUE,TRUE,0.0
1970-1-1-0:15:54,44.5,44.7,1.895061,1.896692,TRUE,TRUE,0.0
1970-1-1-0:15:54,44.5,44.7,1.872121,1.885199,TRUE,TRUE,0.0
1970-1-1-0:15:54,44.5,44.7,1.849181,1.885199,TRUE,TRUE,0.0
1970-1-1-0:15:55,44.5,44.7,1.837711,1.862213,TRUE,TRUE,0.0
1970-1-1-0:15:55,44.5,44.7,1.849181,1.839227,TRUE,TRUE,0.0
1970-1-1-0:15:55,44.5,44.7,1.872121,1.816241,TRUE,TRUE,0.0
1970-1-1-0:15:56,44.5,44.7,1.94094,1.804748,TRUE,TRUE,0.0
1970-1-1-0:15:56,44.5,44.7,1.98682,1.804748,TRUE,TRUE,0.0
