time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MARCHA,PARO,PWM
1970-1-1-0:15:57,44.5,44.7,2.055639,1.816241,TRUE,TRUE,0.0
1970-1-1-0:15:57,44.5,44.7,2.055639,1.827734,TRUE,TRUE,0.0
1970-1-1-0:15:57,44.5,44.7,2.044169,1.804748,TRUE,TRUE,0.0
1970-1-1-0:15:58,44.5,44.7,2.044169,1.793254,TRUE,TRUE,0.0
1970-1-1-0:15:58,44.5,44.7,2.032699,1.793254,TRUE,TRUE,0.0
1970-1-1-0:15:58,44.5,44.7,2.032699,1.781762,TRUE,TRUE,0.0
1970-1-1-0:15:59,44.5,44.7,2.032699,1.793254,TRUE,TRUE,0.0
1970-1-1-0:15:59,44.4,44.7,2.032699,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:0,44.4,44.7,2.044169,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:0,44.4,44.7,2.067109,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:0,44.4,44.7,2.067109,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:1,44.4,44.7,2.055639,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:1,44.4,44.7,2.021229,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:2,44.4,44.7,1.95241,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:2,44.4,44.7,1.92947,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:2,44.4,44.7,1.849181,1.770268,TRUE,TRUE,0.0
1970-1-1-0:16:3,44.4,44.7,1.814771,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:3,44.4,44.6,1.826241,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:3,44.4,44.6,1.860651,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:4,44.4,44.6,1.918,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:4,44.4,44.6,1.97535,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:4,44.4,44.6,2.124458,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:5,44.4,44.6,2.181808,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:5,44.4,44.6,2.158868,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:6,44.3,44.6,2.021229,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:6,44.3,44.6,1.837711,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:6,44.3,44.6,1.826241,1.724296,TRUE,TRUE,0.0
1970-1-1-0:16:7,44.3,44.6,1.883591,1.689817,TRUE,TRUE,0.0
1970-1-1-0:16:7,44.3,44.6,1.860651,1.70131,TRUE,TRUE,0.0
1970-1-1-0:16:7,44.3,44.6,1.780362,1.724296,TRUE,TRUE,0.0
1970-1-1-0:16:8,44.3,44.6,1.723012,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:8,44.3,44.6,1.700073,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:9,44.3,44.6,1.700073,1.712803,TRUE,TRUE,0.0
1970-1-1-0:16:9,44.3,44.6,1.700073,1.678324,TRUE,TRUE,0.0
1970-1-1-0:16:9,44.3,44.6,1.745952,1.666831,TRUE,TRUE,0.0
1970-1-1-0:16:10,44.3,44.6,1.768892,1.678324,TRUE,TRUE,0.0
1970-1-1-0:16:10,44.3,44.5,1.757422,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:11,44.3,44.5,1.745952,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:11,44.3,44.6,1.768892,1.770268,TRUE,TRUE,0.0
1970-1-1-0:16:11,44.2,44.6,1.768892,1.724296,TRUE,TRUE,0.0
1970-1-1-0:16:12,44.2,44.5,1.745952,1.689817,TRUE,TRUE,0.0
1970-1-1-0:16:12,44.2,44.5,1.757422,1.724296,TRUE,TRUE,0.0
1970-1-1-0:16:12,44.2,44.5,1.700073,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:13,44.2,44.5,1.677133,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:13,44.2,44.5,1.631253,1.724296,TRUE,TRUE,0.0
1970-1-1-0:16:13,44.2,44.5,1.608313,1.712803,TRUE,TRUE,0.0
1970-1-1-0:16:14,44.2,44.5,1.585374,1.678324,TRUE,TRUE,0.0
1970-1-1-0:16:14,44.2,44.5,1.585374,1.666831,TRUE,FALSE,0.0
1970-1-1-0:16:15,44.2,44.5,1.573904,1.655338,TRUE,FALSE,0.0
1970-1-1-0:16:15,44.2,44.5,1.585374,1.655338,TRUE,FALSE,0.0
1970-1-1-0:16:15,44.2,44.5,1.585374,1.655338,TRUE,FALSE,0.0
1970-1-1-0:16:16,44.2,44.5,1.585374,1.655338,TRUE,FALSE,0.0
1970-1-1-0:16:16,44.2,44.5,1.596844,1.655338,TRUE,FALSE,0.0
1970-1-1-0:16:17,44.2,44.5,1.585374,1.655338,TRUE,TRUE,0.0
1970-1-1-0:16:17,44.2,44.5,1.573904,1.643845,TRUE,TRUE,0.0
1970-1-1-0:16:17,44.2,44.5,1.585374,1.689817,TRUE,TRUE,0.0
1970-1-1-0:16:18,44.2,44.5,1.596844,1.712803,TRUE,TRUE,0.0
1970-1-1-0:16:18,44.2,44.5,1.665663,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:18,44.2,44.5,1.700073,1.70131,TRUE,TRUE,0.0
1970-1-1-0:16:19,44.2,44.5,1.745952,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:19,44.2,44.5,1.734482,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:20,44.2,44.5,1.734482,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:20,44.2,44.5,1.768892,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:20,44.2,44.5,1.803301,1.70131,TRUE,TRUE,0.0
1970-1-1-0:16:21,44.2,44.5,1.768892,1.678324,TRUE,TRUE,0.0
1970-1-1-0:16:21,44.2,44.5,1.723012,1.678324,TRUE,TRUE,0.0
1970-1-1-0:16:21,44.2,44.4,1.711542,1.70131,TRUE,TRUE,0.0
1970-1-1-0:16:22,44.1,44.4,1.688603,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:22,44.1,44.4,1.700073,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:23,44.1,44.4,1.723012,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:23,44.1,44.4,1.768892,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:23,44.1,44.4,1.860651,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:24,44.1,44.3,1.849181,1.712803,TRUE,TRUE,0.0
1970-1-1-0:16:24,44.1,44.3,1.791832,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:24,44.1,44.3,1.734482,1.724296,TRUE,TRUE,0.0
1970-1-1-0:16:25,44.1,44.3,1.711542,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:25,44.1,44.3,1.98682,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:26,44.1,44.3,2.124458,1.827734,TRUE,TRUE,0.0
1970-1-1-0:16:26,44.1,44.3,2.124458,1.827734,TRUE,TRUE,0.0
1970-1-1-0:16:26,44.1,44.3,2.044169,1.827734,TRUE,TRUE,0.0
1970-1-1-0:16:27,44.1,44.3,1.97535,1.827734,TRUE,TRUE,0.0
1970-1-1-0:16:27,44.1,44.3,1.918,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:27,44.1,44.3,1.872121,1.770268,TRUE,TRUE,0.0
1970-1-1-0:16:28,44.1,44.3,1.849181,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:28,44.0,44.3,1.791832,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:29,44.0,44.3,1.780362,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:29,44.0,44.3,1.780362,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:29,44.0,44.3,1.803301,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:30,44.0,44.3,1.849181,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:30,44.0,44.3,1.872121,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:30,44.0,44.2,1.92947,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:31,44.0,44.2,2.044169,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:31,44.0,44.2,2.101518,1.827734,TRUE,TRUE,0.0
1970-1-1-0:16:32,44.0,44.2,2.124458,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:32,44.0,44.2,2.101518,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:32,44.0,44.2,2.067109,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:33,44.0,44.2,1.98682,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:33,44.0,44.2,1.90653,1.839227,TRUE,TRUE,0.0
1970-1-1-0:16:33,44.0,44.2,1.872121,1.873706,TRUE,TRUE,0.0
1970-1-1-0:16:34,44.0,44.2,1.860651,1.873706,TRUE,TRUE,0.0
1970-1-1-0:16:34,44.0,44.2,1.895061,1.896692,TRUE,TRUE,0.0
1970-1-1-0:16:34,44.0,44.2,1.90653,1.919678,TRUE,TRUE,0.0
1970-1-1-0:16:35,44.0,44.2,1.90653,1.954157,TRUE,TRUE,0.0
1970-1-1-0:16:35,44.0,44.2,1.895061,1.977143,TRUE,TRUE,0.0
1970-1-1-0:16:35,44.0,44.2,1.860651,2.000129,TRUE,TRUE,0.0
1970-1-1-0:16:36,44.0,44.2,1.837711,1.954157,TRUE,TRUE,0.0
1970-1-1-0:16:36,44.0,44.2,1.814771,1.908185,TRUE,TRUE,0.0
1970-1-1-0:16:37,44.0,44.2,1.791832,1.896692,TRUE,TRUE,0.0
1970-1-1-0:16:37,43.9,44.2,1.780362,1.896692,TRUE,TRUE,0.0
1970-1-1-0:16:37,43.9,44.2,1.791832,1.885199,TRUE,TRUE,0.0
1970-1-1-0:16:38,43.9,44.2,1.814771,1.885199,TRUE,TRUE,0.0
1970-1-1-0:16:38,43.9,44.2,1.837711,1.885199,TRUE,TRUE,0.0
1970-1-1-0:16:38,43.9,44.2,1.849181,1.862213,TRUE,TRUE,0.0
1970-1-1-0:16:39,43.9,44.2,1.860651,1.85072,TRUE,TRUE,0.0
1970-1-1-0:16:39,43.9,44.2,1.895061,1.873706,TRUE,TRUE,0.0
1970-1-1-0:16:39,43.9,44.2,1.90653,1.885199,TRUE,TRUE,0.0
1970-1-1-0:16:40,43.9,44.1,1.92947,1.85072,TRUE,TRUE,0.0
1970-1-1-0:16:40,43.9,44.1,1.883591,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:41,43.9,44.1,1.826241,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:41,43.9,44.1,1.791832,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:41,43.9,44.1,1.814771,1.839227,TRUE,TRUE,0.0
1970-1-1-0:16:42,43.9,44.1,1.814771,1.873706,TRUE,TRUE,0.0
1970-1-1-0:16:42,43.9,44.1,1.837711,1.885199,TRUE,TRUE,0.0
1970-1-1-0:16:42,43.9,44.1,1.860651,1.862213,TRUE,TRUE,0.0
1970-1-1-0:16:43,43.9,44.1,1.872121,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:43,43.9,44.1,1.895061,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:44,43.9,44.1,1.849181,1.770268,TRUE,TRUE,0.0
1970-1-1-0:16:44,43.9,44.1,1.780362,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:44,43.8,44.1,1.745952,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:45,43.8,44.1,1.745952,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:45,43.8,44.1,1.745952,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:45,43.8,44.1,1.711542,1.747282,TRUE,TRUE,0.0
1970-1-1-0:16:46,43.8,44.1,1.711542,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:46,43.8,44.1,1.688603,1.770268,TRUE,TRUE,0.0
1970-1-1-0:16:47,43.8,44.1,1.711542,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:47,43.8,44.1,1.734482,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:47,43.8,44.1,1.745952,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:48,43.8,44.1,1.757422,1.816241,TRUE,TRUE,0.0
1970-1-1-0:16:48,43.8,44.0,1.768892,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:48,43.8,44.0,1.768892,1.793254,TRUE,TRUE,0.0
1970-1-1-0:16:49,43.8,44.1,1.768892,1.770268,TRUE,TRUE,0.0
1970-1-1-0:16:49,43.8,44.1,1.757422,1.804748,TRUE,TRUE,0.0
1970-1-1-0:16:49,43.8,44.1,1.768892,1.781762,TRUE,TRUE,0.0
1970-1-1-0:16:50,43.7,44.1,1.768892,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:50,43.7,44.0,1.757422,1.735789,TRUE,TRUE,0.0
1970-1-1-0:16:51,43.7,44.0,1.757422,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:51,43.7,44.0,1.734482,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:51,43.7,44.0,1.723012,1.758775,TRUE,TRUE,0.0
1970-1-1-0:16:52,43.7,44.0,1.734482,1.724296,TRUE,TRUE,0.0
1970-1-1-0:16:52,43.7,44.0,1.734482,1.678324,TRUE,TRUE,0.0
1970-1-1-0:16:52,43.7,44.0,1.711542,1.666831,TRUE,TRUE,0.0
1970-1-1-0:16:53,43.7,44.0,1.700073,1.643845,TRUE,TRUE,0.0
1970-1-1-0:16:53,43.7,44.0,1.711542,1.632352,TRUE,TRUE,0.0
1970-1-1-0:16:54,43.7,44.0,1.677133,1.620859,TRUE,TRUE,0.0
1970-1-1-0:16:54,43.7,44.0,1.665663,1.620859,TRUE,TRUE,0.0
1970-1-1-0:16:54,43.7,44.0,1.642723,1.58638,TRUE,TRUE,0.0
1970-1-1-0:16:55,43.7,44.0,1.631253,1.58638,TRUE,TRUE,0.0
1970-1-1-0:16:55,43.7,44.0,1.596844,1.620859,TRUE,TRUE,0.0
1970-1-1-0:16:55,43.7,44.0,1.562434,1.620859,TRUE,TRUE,0.0
1970-1-1-0:16:56,43.7,44.0,1.573904,1.620859,TRUE,TRUE,0.0
1970-1-1-0:16:56,43.7,44.0,1.596844,1.609366,TRUE,TRUE,0.0
1970-1-1-0:16:57,43.7,44.0,1.608313,1.597873,TRUE,TRUE,0.0
1970-1-1-0:16:57,43.6,44.0,1.631253,1.58638,TRUE,TRUE,0.0
1970-1-1-0:16:57,43.6,43.9,1.631253,1.574887,TRUE,TRUE,0.0
1970-1-1-0:16:58,43.6,43.9,1.631253,1.574887,TRUE,TRUE,0.0
1970-1-1-0:16:58,43.6,43.9,1.631253,1.574887,TRUE,TRUE,0.0
1970-1-1-0:16:59,43.6,43.9,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:16:59,43.6,43.9,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:16:59,43.6,43.9,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:0,43.6,43.9,1.619783,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:0,43.6,43.9,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:1,43.6,43.8,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:1,43.6,43.8,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:1,43.6,43.8,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:2,43.6,43.8,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:2,43.6,43.8,1.631253,1.574887,TRUE,FALSE,0.0
1970-1-1-0:17:2,43.6,43.8,1.631253,1.563394,TRUE,FALSE,0.0
1970-1-1-0:17:3,43.5,43.8,1.631253,1.563394,TRUE,FALSE,0.0
1970-1-1-0:17:3,43.5,43.7,1.631253,1.58638,TRUE,FALSE,0.0
1970-1-1-0:17:4,43.5,43.7,1.631253,1.58638,TRUE,FALSE,0.0
1970-1-1-0:17:4,43.5,43.7,1.631253,1.574887,TRUE,TRUE,0.0
1970-1-1-0:17:4,43.5,43.7,1.631253,1.574887,TRUE,TRUE,0.0
1970-1-1-0:17:5,43.5,43.7,1.631253,1.574887,TRUE,TRUE,0.0
1970-1-1-0:17:5,43.5,43.7,1.631253,1.574887,TRUE,TRUE,0.0
1970-1-1-0:17:5,43.5,43.7,1.619783,1.58638,TRUE,TRUE,0.0
1970-1-1-0:17:6,43.5,43.7,1.619783,1.58638,TRUE,TRUE,0.0
1970-1-1-0:17:6,43.5,43.7,1.654193,1.597873,TRUE,TRUE,0.0
1970-1-1-0:17:7,43.5,43.7,1.677133,1.620859,TRUE,TRUE,0.0
1970-1-1-0:17:7,43.5,43.7,1.723012,1.666831,TRUE,TRUE,0.0
1970-1-1-0:17:7,43.5,43.7,1.723012,1.712803,TRUE,TRUE,0.0
1970-1-1-0:17:8,43.5,43.7,1.768892,1.724296,TRUE,TRUE,0.0
1970-1-1-0:17:8,43.5,43.7,1.768892,1.758775,TRUE,TRUE,0.0
1970-1-1-0:17:8,43.5,43.7,1.780362,1.781762,TRUE,TRUE,0.0
1970-1-1-0:17:9,43.5,43.7,1.757422,1.804748,TRUE,TRUE,0.0
1970-1-1-0:17:9,43.5,43.7,1.745952,1.804748,TRUE,TRUE,0.0
1970-1-1-0:17:9,43.5,43.7,1.734482,1.781762,TRUE,TRUE,0.0
1970-1-1-0:17:10,43.5,43.7,1.734482,1.747282,TRUE,TRUE,0.0
1970-1-1-0:17:10,43.5,43.7,1.745952,1.724296,TRUE,TRUE,0.0
1970-1-1-0:17:11,43.5,43.7,1.768892,1.747282,TRUE,TRUE,0.0
1970-1-1-0:17:11,43.5,43.7,1.745952,1.747282,TRUE,TRUE,0.0
1970-1-1-0:17:11,43.5,43.7,1.814771,1.747282,TRUE,TRUE,0.0
1970-1-1-0:17:12,43.5,43.6,1.860651,1.781762,TRUE,TRUE,0.0
1970-1-1-0:17:12,43.4,43.6,1.837711,1.85072,TRUE,TRUE,0.0
1970-1-1-0:17:12,43.4,43.6,1.837711,1.862213,TRUE,TRUE,0.0
1970-1-1-0:17:13,43.4,43.6,1.803301,1.804748,TRUE,TRUE,0.0
1970-1-1-0:17:13,43.4,43.6,1.814771,1.804748,TRUE,TRUE,0.0
1970-1-1-0:17:14,43.4,43.6,1.849181,1.804748,TRUE,TRUE,0.0
1970-1-1-0:17:14,43.4,43.6,1.872121,1.804748,TRUE,TRUE,0.0
1970-1-1-0:17:14,43.4,43.6,1.895061,1.85072,TRUE,TRUE,0.0
1970-1-1-0:17:15,43.4,43.6,1.895061,1.839227,TRUE,TRUE,0.0
1970-1-1-0:17:15,43.4,43.6,1.860651,1.85072,TRUE,TRUE,0.0
1970-1-1-0:17:15,43.4,43.6,1.849181,1.85072,TRUE,TRUE,0.0
1970-1-1-0:17:16,43.4,43.6,1.849181,1.85072,TRUE,TRUE,0.0
1970-1-1-0:17:16,43.4,43.6,1.826241,1.908185,TRUE,TRUE,0.0
1970-1-1-0:17:17,43.4,43.5,1.849181,1.919678,TRUE,TRUE,0.0
1970-1-1-0:17:17,43.4,43.5,1.872121,1.896692,TRUE,TRUE,0.0
1970-1-1-0:17:17,43.4,43.5,1.92947,1.839227,TRUE,TRUE,0.0
1970-1-1-0:17:18,43.4,43.5,1.92947,1.827734,TRUE,TRUE,0.0
1970-1-1-0:17:18,43.4,43.5,1.90653,1.816241,TRUE,TRUE,0.0
1970-1-1-0:17:18,43.4,43.5,1.895061,1.804748,TRUE,TRUE,0.0
1970-1-1-0:17:19,43.4,43.5,1.90653,1.793254,TRUE,TRUE,0.0
1970-1-1-0:17:19,43.4,43.5,1.883591,1.827734,TRUE,TRUE,0.0
1970-1-1-0:17:20,43.3,43.5,1.860651,1.908185,TRUE,TRUE,0.0
1970-1-1-0:17:20,43.3,43.5,1.837711,1.942664,TRUE,TRUE,0.0
1970-1-1-0:17:20,43.3,43.5,1.803301,1.988636,TRUE,TRUE,0.0
1970-1-1-0:17:21,43.3,43.5,1.780362,1.988636,TRUE,TRUE,0.0
1970-1-1-0:17:21,43.3,43.5,1.803301,1.862213,TRUE,TRUE,0.0
1970-1-1-0:17:22,43.3,43.5,1.814771,1.885199,TRUE,TRUE,0.0
1970-1-1-0:17:22,43.3,43.5,1.791832,1.919678,TRUE,TRUE,0.0
1970-1-1-0:17:22,43.3,43.5,1.768892,1.977143,TRUE,TRUE,0.0
1970-1-1-0:17:23,43.3,43.5,1.723012,2.126552,TRUE,TRUE,0.0
1970-1-1-0:17:23,43.3,43.5,1.757422,1.896692,TRUE,TRUE,0.0
1970-1-1-0:17:23,43.3,43.5,1.757422,1.816241,TRUE,TRUE,0.0
1970-1-1-0:17:24,43.3,43.5,1.711542,1.793254,TRUE,TRUE,0.0
1970-1-1-0:17:24,43.3,43.5,1.780362,1.735789,TRUE,TRUE,0.0
1970-1-1-0:17:25,43.3,43.5,1.837711,1.724296,TRUE,TRUE,0.0
1970-1-1-0:17:25,43.3,43.5,1.757422,1.758775,TRUE,TRUE,0.0
1970-1-1-0:17:25,43.3,43.5,1.780362,1.735789,TRUE,TRUE,0.0
1970-1-1-0:17:26,43.3,43.5,1.745952,1.735789,TRUE,TRUE,0.0
1970-1-1-0:17:26,43.2,43.4,1.734482,1.758775,TRUE,TRUE,0.0
1970-1-1-0:17:26,43.2,43.4,1.700073,1.770268,TRUE,TRUE,0.0
1970-1-1-0:17:27,43.2,43.4,1.642723,1.758775,TRUE,TRUE,0.0
1970-1-1-0:17:27,43.2,43.5,1.619783,1.735789,TRUE,TRUE,0.0
1970-1-1-0:17:28,43.2,43.5,1.608313,1.712803,TRUE,TRUE,0.0
1970-1-1-0:17:28,43.2,43.5,1.585374,1.735789,TRUE,TRUE,0.0
1970-1-1-0:17:28,43.2,43.5,1.596844,1.758775,TRUE,TRUE,0.0
1970-1-1-0:17:29,43.2,43.5,1.596844,1.781762,TRUE,TRUE,0.0
1970-1-1-0:17:29,43.2,43.5,1.596844,1.793254,TRUE,TRUE,0.0
1970-1-1-0:17:29,43.2,43.5,1.596844,1.793254,TRUE,TRUE,0.0
1970-1-1-0:17:30,43.2,43.5,1.596844,1.793254,TRUE,TRUE,0.0
1970-1-1-0:17:30,43.2,43.5,1.596844,1.793254,TRUE,FALSE,0.0
1970-1-1-0:17:31,43.2,43.5,1.596844,1.793254,TRUE,FALSE,0.0
1970-1-1-0:17:31,43.2,43.4,1.596844,1.793254,TRUE,FALSE,0.0
1970-1-1-0:17:31,43.2,43.4,1.608313,1.793254,TRUE,FALSE,0.0
