time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MARCHA,PARO,RPM EXTR,RPM TRAC2015-4-8-8:51:52,27.0,27.3,0.208988,3.42e-4,TRUE,TRUE,0.0,0.0
2015-4-8-8:51:53,27.0,27.3,0.117229,3.42e-4,TRUE,TRUE,0.0,0.0
2015-4-8-8:51:54,27.0,27.3,0.243398,3.42e-4,TRUE,TRUE,0.0,0.0
2015-4-8-8:51:56,27.0,27.3,0.140169,3.42e-4,TRUE,TRUE,0.0,0.0
2015-4-8-8:51:57,27.0,27.3,0.0942892,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:51:59,27.0,27.3,0.220458,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:0,27.0,27.3,0.243398,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:1,27.0,27.3,0.140169,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:3,27.0,27.3,0.208988,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:4,27.0,27.3,0.0828193,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:6,27.0,27.3,0.117229,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:7,27.0,27.3,0.277807,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:8,27.0,27.3,0.128699,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:10,27.0,27.3,0.266337,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:11,27.0,27.3,0.140169,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:13,27.0,27.3,0.140169,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:14,27.0,27.4,0.186048,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:15,27.0,27.4,0.197518,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:17,27.0,27.4,0.254867,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:18,27.0,27.4,0.128699,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:20,27.0,27.4,0.197518,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:21,27.0,27.3,0.0713494,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:22,27.0,27.4,0.220458,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:24,27.0,27.4,0.289277,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:25,27.0,27.4,0.174578,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:27,27.0,27.4,0.0598795,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:28,27.0,27.4,0.128699,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:29,27.0,27.4,0.243398,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:31,27.0,27.4,0.0942892,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:32,27.0,27.4,0.289277,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:34,27.0,27.4,0.105759,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:35,27.0,27.4,0.0942892,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:36,27.0,27.4,0.243398,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:38,27.0,27.4,0.220458,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:39,27.0,27.4,0.117229,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:41,27.0,27.4,0.151639,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:42,27.0,27.4,0.117229,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:43,27.0,27.4,0.323687,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:45,27.0,27.4,0.128699,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:46,27.0,27.4,0.105759,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:48,27.0,27.4,0.197518,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:49,27.0,27.4,0.0828193,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:50,27.0,27.4,0.0828193,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:52,27.0,27.4,0.0828193,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:53,27.0,27.4,0.231928,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:55,27.0,27.4,0.174578,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:56,27.0,27.4,0.128699,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:57,27.0,27.4,0.0713494,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:52:59,27.0,27.4,0.220458,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:0,27.0,27.4,0.186048,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:2,27.0,27.4,0.140169,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:3,27.0,27.4,0.105759,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:4,27.0,27.4,0.128699,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:6,27.0,27.4,0.163108,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:7,27.0,27.4,0.0828193,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:9,27.0,27.4,0.151639,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:10,27.0,27.4,0.197518,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:11,27.0,27.4,0.140169,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:13,27.0,27.4,0.0369398,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:14,27.0,27.4,0.197518,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:16,27.0,27.4,0.151639,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:17,27.0,27.4,0.0484096,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:18,27.0,27.4,0.151639,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:20,27.0,27.4,0.014,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:21,27.0,27.4,0.151639,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:23,27.0,27.4,0.174578,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:24,27.0,27.4,0.0713494,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:25,27.0,27.4,0.0713494,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:27,27.0,27.4,0.0828193,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:28,27.0,27.4,0.0942892,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:30,27.0,27.4,0.243398,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:31,27.0,27.4,0.117229,3.42e-4,TRUE,TRUE,0.0,2.219072
2015-4-8-8:53:32,27.0,27.4,0.300747,3.42e-4,TRUE,TRUE,0.0,2.219072
