time,PARO,S por vuelta de ex
2015-21-7-11:49:14,FALSE,T#29s
2015-21-7-11:49:16,FALSE,T#29s
2015-21-7-11:49:17,FALSE,T#29s
2015-21-7-11:49:18,FALSE,T#29s
2015-21-7-11:49:20,FALSE,T#29s
2015-21-7-11:49:21,FALSE,T#29s
2015-21-7-11:49:23,FALSE,T#29s
2015-21-7-11:49:24,FALSE,T#29s
2015-21-7-11:49:25,FALSE,T#29s
2015-21-7-11:49:27,FALSE,T#29s
2015-21-7-11:49:28,FALSE,T#29s
2015-21-7-11:49:30,FALSE,T#29s
2015-21-7-11:49:31,FALSE,T#29s
2015-21-7-11:49:32,FALSE,T#29s
2015-21-7-11:49:34,FALSE,T#29s
2015-21-7-11:49:35,FALSE,T#29s
2015-21-7-11:49:37,FALSE,T#29s
2015-21-7-11:49:38,FALSE,T#29s
2015-21-7-11:49:39,FALSE,T#29s
2015-21-7-11:49:41,FALSE,T#30s
2015-21-7-11:49:42,FALSE,T#30s
2015-21-7-11:49:44,FALSE,T#30s
2015-21-7-11:49:45,FALSE,T#30s
2015-21-7-11:49:46,FALSE,T#30s
2015-21-7-11:49:48,FALSE,T#30s
2015-21-7-11:49:49,FALSE,T#30s
2015-21-7-11:49:51,FALSE,T#30s
2015-21-7-11:49:52,FALSE,T#30s
2015-21-7-11:49:53,FALSE,T#30s
2015-21-7-11:49:55,FALSE,T#30s
2015-21-7-11:49:56,FALSE,T#30s
2015-21-7-11:49:58,FALSE,T#30s
2015-21-7-11:49:59,FALSE,T#30s
2015-21-7-11:50:0,FALSE,T#30s
2015-21-7-11:50:2,FALSE,T#30s
2015-21-7-11:50:3,FALSE,T#30s
2015-21-7-11:50:5,FALSE,T#30s
2015-21-7-11:50:6,FALSE,T#30s
2015-21-7-11:50:7,FALSE,T#30s
2015-21-7-11:50:9,FALSE,T#30s
2015-21-7-11:50:10,FALSE,T#30s
2015-21-7-11:50:12,FALSE,T#30s
2015-21-7-11:50:13,FALSE,T#30s
2015-21-7-11:50:14,FALSE,T#30s
2015-21-7-11:50:16,FALSE,T#30s
2015-21-7-11:50:17,FALSE,T#30s
2015-21-7-11:50:19,FALSE,T#30s
2015-21-7-11:50:20,FALSE,T#30s
2015-21-7-11:50:21,FALSE,T#30s
2015-21-7-11:50:23,FALSE,T#30s
2015-21-7-11:50:24,FALSE,T#30s
2015-21-7-11:50:26,FALSE,T#30s
2015-21-7-11:50:27,FALSE,T#30s
2015-21-7-11:50:28,FALSE,T#30s
2015-21-7-11:50:30,FALSE,T#30s
2015-21-7-11:50:31,FALSE,T#30s
2015-21-7-11:50:33,FALSE,T#30s
2015-21-7-11:50:34,FALSE,T#30s
2015-21-7-11:50:35,FALSE,T#30s
2015-21-7-11:50:37,FALSE,T#30s
2015-21-7-11:50:38,FALSE,T#30s
2015-21-7-11:50:40,FALSE,T#30s
2015-21-7-11:50:41,FALSE,T#30s
2015-21-7-11:50:42,FALSE,T#30s
2015-21-7-11:50:44,FALSE,T#30s
2015-21-7-11:50:45,FALSE,T#30s
2015-21-7-11:50:47,FALSE,T#30s
2015-21-7-11:50:48,FALSE,T#30s
2015-21-7-11:50:49,FALSE,T#30s
2015-21-7-11:50:51,FALSE,T#30s
2015-21-7-11:50:52,FALSE,T#30s
2015-21-7-11:50:54,FALSE,T#30s
2015-21-7-11:50:55,FALSE,T#30s
2015-21-7-11:50:56,FALSE,T#30s
2015-21-7-11:50:58,FALSE,T#30s
2015-21-7-11:50:59,FALSE,T#30s
2015-21-7-11:51:1,FALSE,T#30s
2015-21-7-11:51:2,FALSE,T#30s
2015-21-7-11:51:3,FALSE,T#30s
2015-21-7-11:51:5,FALSE,T#30s
2015-21-7-11:51:6,FALSE,T#30s
2015-21-7-11:51:8,FALSE,T#30s
2015-21-7-11:51:9,FALSE,T#30s
2015-21-7-11:51:10,FALSE,T#29s200ms
2015-21-7-11:51:12,FALSE,T#29s200ms
2015-21-7-11:51:13,FALSE,T#29s200ms
2015-21-7-11:51:15,FALSE,T#29s200ms
2015-21-7-11:51:16,FALSE,T#29s200ms
2015-21-7-11:51:17,FALSE,T#29s200ms
2015-21-7-11:51:19,FALSE,T#29s200ms
2015-21-7-11:51:20,FALSE,T#29s200ms
2015-21-7-11:51:22,FALSE,T#29s200ms
2015-21-7-11:51:23,FALSE,T#29s200ms
2015-21-7-11:51:24,FALSE,T#29s200ms
2015-21-7-11:51:26,FALSE,T#29s200ms
2015-21-7-11:51:27,FALSE,T#29s200ms
2015-21-7-11:51:29,FALSE,T#29s200ms
2015-21-7-11:51:30,FALSE,T#29s200ms
2015-21-7-11:51:31,FALSE,T#29s200ms
2015-21-7-11:51:33,FALSE,T#29s200ms
2015-21-7-11:51:34,FALSE,T#29s200ms
2015-21-7-11:51:36,FALSE,T#29s200ms
2015-21-7-11:51:37,FALSE,T#29s200ms
2015-21-7-11:51:38,FALSE,T#29s200ms
2015-21-7-11:51:40,FALSE,T#30s
2015-21-7-11:51:41,FALSE,T#30s
2015-21-7-11:51:43,FALSE,T#30s
2015-21-7-11:51:44,FALSE,T#30s
2015-21-7-11:51:45,FALSE,T#30s
2015-21-7-11:51:47,FALSE,T#30s
2015-21-7-11:51:48,FALSE,T#30s
2015-21-7-11:51:50,FALSE,T#30s
2015-21-7-11:51:51,FALSE,T#30s
2015-21-7-11:51:52,FALSE,T#30s
2015-21-7-11:51:54,FALSE,T#30s
2015-21-7-11:51:55,FALSE,T#30s
2015-21-7-11:51:57,FALSE,T#30s
2015-21-7-11:51:58,FALSE,T#30s
2015-21-7-11:51:59,FALSE,T#30s
2015-21-7-11:52:1,FALSE,T#30s
2015-21-7-11:52:2,FALSE,T#30s
2015-21-7-11:52:4,FALSE,T#30s
2015-21-7-11:52:5,FALSE,T#30s
2015-21-7-11:52:6,FALSE,T#30s
2015-21-7-11:52:8,FALSE,T#30s
2015-21-7-11:52:9,FALSE,T#30s
2015-21-7-11:52:11,FALSE,T#30s1ms
2015-21-7-11:52:12,FALSE,T#30s1ms
2015-21-7-11:52:13,FALSE,T#30s1ms
2015-21-7-11:52:15,FALSE,T#30s1ms
2015-21-7-11:52:16,FALSE,T#30s1ms
2015-21-7-11:52:18,FALSE,T#30s1ms
2015-21-7-11:52:19,FALSE,T#30s1ms
2015-21-7-11:52:20,FALSE,T#30s1ms
2015-21-7-11:52:22,FALSE,T#30s1ms
2015-21-7-11:52:23,FALSE,T#30s1ms
2015-21-7-11:52:25,FALSE,T#30s1ms
2015-21-7-11:52:26,FALSE,T#30s1ms
2015-21-7-11:52:27,FALSE,T#30s1ms
2015-21-7-11:52:29,FALSE,T#30s1ms
2015-21-7-11:52:30,FALSE,T#30s1ms
2015-21-7-11:52:32,FALSE,T#30s1ms
2015-21-7-11:52:33,FALSE,T#30s1ms
2015-21-7-11:52:34,FALSE,T#30s1ms
2015-21-7-11:52:36,FALSE,T#30s1ms
2015-21-7-11:52:37,FALSE,T#30s1ms
2015-21-7-11:52:39,FALSE,T#30s1ms
2015-21-7-11:52:40,FALSE,T#29s999ms
2015-21-7-11:52:41,FALSE,T#29s999ms
2015-21-7-11:52:43,FALSE,T#29s999ms
2015-21-7-11:52:44,FALSE,T#29s999ms
2015-21-7-11:52:46,FALSE,T#29s999ms
2015-21-7-11:52:47,FALSE,T#29s999ms
2015-21-7-11:52:48,FALSE,T#29s999ms
2015-21-7-11:52:50,FALSE,T#29s999ms
2015-21-7-11:52:51,FALSE,T#29s999ms
2015-21-7-11:52:53,FALSE,T#29s999ms
2015-21-7-11:52:54,FALSE,T#29s999ms
2015-21-7-11:52:55,FALSE,T#29s999ms
2015-21-7-11:52:57,FALSE,T#29s999ms
2015-21-7-11:52:58,FALSE,T#29s999ms
2015-21-7-11:53:0,FALSE,T#29s999ms
2015-21-7-11:53:1,FALSE,T#29s999ms
2015-21-7-11:53:2,FALSE,T#29s999ms
2015-21-7-11:53:4,FALSE,T#29s999ms
2015-21-7-11:53:5,FALSE,T#29s999ms
2015-21-7-11:53:7,FALSE,T#29s999ms
2015-21-7-11:53:8,FALSE,T#29s999ms
2015-21-7-11:53:9,FALSE,T#29s999ms
2015-21-7-11:53:11,FALSE,T#30s
2015-21-7-11:53:12,FALSE,T#30s
2015-21-7-11:53:14,FALSE,T#30s
2015-21-7-11:53:15,FALSE,T#30s
2015-21-7-11:53:16,FALSE,T#30s
2015-21-7-11:53:18,FALSE,T#30s
2015-21-7-11:53:19,FALSE,T#30s
2015-21-7-11:53:21,FALSE,T#30s
2015-21-7-11:53:22,FALSE,T#30s
2015-21-7-11:53:23,FALSE,T#30s
2015-21-7-11:53:25,FALSE,T#30s
2015-21-7-11:53:26,FALSE,T#30s
2015-21-7-11:53:28,FALSE,T#30s
2015-21-7-11:53:29,FALSE,T#30s
2015-21-7-11:53:30,FALSE,T#30s
2015-21-7-11:53:32,FALSE,T#30s
2015-21-7-11:53:33,FALSE,T#30s
2015-21-7-11:53:35,FALSE,T#30s
2015-21-7-11:53:36,FALSE,T#30s
2015-21-7-11:53:37,FALSE,T#30s
2015-21-7-11:53:39,FALSE,T#30s
2015-21-7-11:53:40,FALSE,T#30s
2015-21-7-11:53:42,FALSE,T#30s
2015-21-7-11:53:43,FALSE,T#30s
2015-21-7-11:53:44,FALSE,T#30s
2015-21-7-11:53:46,FALSE,T#30s
2015-21-7-11:53:47,FALSE,T#30s
2015-21-7-11:53:49,FALSE,T#30s
2015-21-7-11:53:50,FALSE,T#30s
2015-21-7-11:53:51,FALSE,T#30s
2015-21-7-11:53:53,FALSE,T#30s
2015-21-7-11:53:54,FALSE,T#30s
2015-21-7-11:53:56,FALSE,T#30s
2015-21-7-11:53:57,FALSE,T#30s
2015-21-7-11:53:58,FALSE,T#30s
2015-21-7-11:54:0,FALSE,T#30s
2015-21-7-11:54:1,FALSE,T#30s
2015-21-7-11:54:3,FALSE,T#30s
2015-21-7-11:54:4,FALSE,T#30s
2015-21-7-11:54:5,FALSE,T#30s
2015-21-7-11:54:7,FALSE,T#30s
2015-21-7-11:54:8,FALSE,T#30s
2015-21-7-11:54:10,FALSE,T#30s
2015-21-7-11:54:11,FALSE,T#30s
2015-21-7-11:54:12,FALSE,T#30s
2015-21-7-11:54:14,FALSE,T#30s
2015-21-7-11:54:15,FALSE,T#30s
2015-21-7-11:54:17,FALSE,T#30s
2015-21-7-11:54:18,FALSE,T#30s
2015-21-7-11:54:19,FALSE,T#30s
2015-21-7-11:54:21,FALSE,T#30s
2015-21-7-11:54:22,FALSE,T#30s
2015-21-7-11:54:24,FALSE,T#30s
2015-21-7-11:54:25,FALSE,T#30s
2015-21-7-11:54:26,FALSE,T#30s
2015-21-7-11:54:28,FALSE,T#30s
2015-21-7-11:54:29,FALSE,T#30s
2015-21-7-11:54:31,FALSE,T#30s
2015-21-7-11:54:32,FALSE,T#30s
2015-21-7-11:54:33,FALSE,T#30s
2015-21-7-11:54:35,FALSE,T#30s
2015-21-7-11:54:36,FALSE,T#30s
2015-21-7-11:54:38,FALSE,T#30s
2015-21-7-11:54:39,FALSE,T#29s
2015-21-7-11:54:40,FALSE,T#29s
2015-21-7-11:54:42,FALSE,T#29s
2015-21-7-11:54:43,FALSE,T#29s
2015-21-7-11:54:45,FALSE,T#29s
2015-21-7-11:54:46,FALSE,T#29s
2015-21-7-11:54:47,FALSE,T#29s
2015-21-7-11:54:49,FALSE,T#29s
2015-21-7-11:54:50,FALSE,T#29s
2015-21-7-11:54:52,FALSE,T#29s
2015-21-7-11:54:53,FALSE,T#29s
2015-21-7-11:54:54,FALSE,T#29s
2015-21-7-11:54:56,FALSE,T#29s
2015-21-7-11:54:57,FALSE,T#29s
2015-21-7-11:54:59,FALSE,T#29s
2015-21-7-11:55:0,FALSE,T#29s
2015-21-7-11:55:1,FALSE,T#29s
2015-21-7-11:55:3,FALSE,T#29s
2015-21-7-11:55:4,FALSE,T#29s
2015-21-7-11:55:6,FALSE,T#29s
2015-21-7-11:55:7,FALSE,T#29s
2015-21-7-11:55:8,FALSE,T#29s
2015-21-7-11:55:10,FALSE,T#30s
2015-21-7-11:55:11,FALSE,T#30s
2015-21-7-11:55:13,FALSE,T#30s
2015-21-7-11:55:14,FALSE,T#30s
2015-21-7-11:55:15,FALSE,T#30s
2015-21-7-11:55:17,FALSE,T#30s
2015-21-7-11:55:18,FALSE,T#30s
2015-21-7-11:55:20,FALSE,T#30s
2015-21-7-11:55:21,FALSE,T#30s
2015-21-7-11:55:22,FALSE,T#30s
2015-21-7-11:55:24,FALSE,T#30s
2015-21-7-11:55:25,FALSE,T#30s
2015-21-7-11:55:27,FALSE,T#30s
2015-21-7-11:55:28,FALSE,T#30s
2015-21-7-11:55:29,FALSE,T#30s
2015-21-7-11:55:31,FALSE,T#30s
2015-21-7-11:55:32,FALSE,T#30s
2015-21-7-11:55:34,FALSE,T#30s
2015-21-7-11:55:35,FALSE,T#30s
2015-21-7-11:55:36,FALSE,T#30s
2015-21-7-11:55:38,FALSE,T#30s
2015-21-7-11:55:39,FALSE,T#30s
2015-21-7-11:55:41,FALSE,T#30s
2015-21-7-11:55:42,FALSE,T#30s
2015-21-7-11:55:43,FALSE,T#30s
2015-21-7-11:55:45,FALSE,T#30s
2015-21-7-11:55:46,FALSE,T#30s
2015-21-7-11:55:48,FALSE,T#30s
2015-21-7-11:55:49,FALSE,T#30s
2015-21-7-11:55:50,FALSE,T#30s
2015-21-7-11:55:52,FALSE,T#30s
2015-21-7-11:55:53,FALSE,T#30s
2015-21-7-11:55:55,FALSE,T#30s
2015-21-7-11:55:56,FALSE,T#30s
2015-21-7-11:55:57,FALSE,T#30s
2015-21-7-11:55:59,FALSE,T#30s
2015-21-7-11:56:0,FALSE,T#30s
2015-21-7-11:56:2,FALSE,T#30s
2015-21-7-11:56:3,FALSE,T#30s
2015-21-7-11:56:4,FALSE,T#30s
2015-21-7-11:56:6,FALSE,T#30s
2015-21-7-11:56:7,FALSE,T#30s
2015-21-7-11:56:9,FALSE,T#30s
2015-21-7-11:56:10,FALSE,T#30s
2015-21-7-11:56:11,FALSE,T#30s
2015-21-7-11:56:13,FALSE,T#30s
2015-21-7-11:56:14,FALSE,T#30s
2015-21-7-11:56:16,FALSE,T#30s
2015-21-7-11:56:17,FALSE,T#30s
2015-21-7-11:56:18,FALSE,T#30s
2015-21-7-11:56:20,FALSE,T#30s
2015-21-7-11:56:21,FALSE,T#30s
2015-21-7-11:56:23,FALSE,T#30s
2015-21-7-11:56:24,FALSE,T#30s
2015-21-7-11:56:25,FALSE,T#30s
2015-21-7-11:56:27,FALSE,T#30s
2015-21-7-11:56:28,FALSE,T#30s
2015-21-7-11:56:30,FALSE,T#30s
2015-21-7-11:56:31,FALSE,T#30s
2015-21-7-11:56:32,FALSE,T#30s
2015-21-7-11:56:34,FALSE,T#30s
2015-21-7-11:56:35,FALSE,T#30s
2015-21-7-11:56:37,FALSE,T#30s
2015-21-7-11:56:38,FALSE,T#30s
2015-21-7-11:56:39,FALSE,T#30s
2015-21-7-11:56:41,FALSE,T#30s
2015-21-7-11:56:42,FALSE,T#30s
2015-21-7-11:56:44,FALSE,T#30s
2015-21-7-11:56:45,FALSE,T#30s
2015-21-7-11:56:46,FALSE,T#30s
2015-21-7-11:56:48,FALSE,T#30s
2015-21-7-11:56:49,FALSE,T#30s
2015-21-7-11:56:51,FALSE,T#30s
2015-21-7-11:56:52,FALSE,T#30s
2015-21-7-11:56:53,FALSE,T#30s
2015-21-7-11:56:55,FALSE,T#30s
2015-21-7-11:56:56,FALSE,T#30s
2015-21-7-11:56:58,FALSE,T#30s
2015-21-7-11:56:59,FALSE,T#30s
2015-21-7-11:57:0,FALSE,T#30s
2015-21-7-11:57:2,FALSE,T#30s
2015-21-7-11:57:3,FALSE,T#30s
2015-21-7-11:57:5,FALSE,T#30s
2015-21-7-11:57:6,FALSE,T#30s
2015-21-7-11:57:7,FALSE,T#30s
2015-21-7-11:57:9,FALSE,T#30s
2015-21-7-11:57:10,FALSE,T#30s
2015-21-7-11:57:12,FALSE,T#30s
2015-21-7-11:57:13,FALSE,T#30s
2015-21-7-11:57:14,FALSE,T#30s
2015-21-7-11:57:16,FALSE,T#30s
2015-21-7-11:57:17,FALSE,T#30s
2015-21-7-11:57:19,FALSE,T#30s
2015-21-7-11:57:20,FALSE,T#30s
2015-21-7-11:57:21,FALSE,T#30s
2015-21-7-11:57:23,FALSE,T#30s
2015-21-7-11:57:24,FALSE,T#30s
2015-21-7-11:57:26,FALSE,T#30s
2015-21-7-11:57:27,FALSE,T#30s
2015-21-7-11:57:28,FALSE,T#30s
2015-21-7-11:57:30,FALSE,T#30s
2015-21-7-11:57:31,FALSE,T#30s
2015-21-7-11:57:33,FALSE,T#30s
2015-21-7-11:57:34,FALSE,T#30s
2015-21-7-11:57:35,FALSE,T#30s
2015-21-7-11:57:37,FALSE,T#30s
2015-21-7-11:57:38,FALSE,T#29s
2015-21-7-11:57:40,FALSE,T#29s
2015-21-7-11:57:41,FALSE,T#29s
2015-21-7-11:57:42,FALSE,T#29s
2015-21-7-11:57:44,FALSE,T#29s
2015-21-7-11:57:45,FALSE,T#29s
2015-21-7-11:57:47,FALSE,T#29s
2015-21-7-11:57:48,FALSE,T#29s
2015-21-7-11:57:49,FALSE,T#29s
2015-21-7-11:57:51,FALSE,T#29s
2015-21-7-11:57:52,FALSE,T#29s
2015-21-7-11:57:54,FALSE,T#29s
2015-21-7-11:57:55,FALSE,T#29s
2015-21-7-11:57:56,FALSE,T#29s
2015-21-7-11:57:58,FALSE,T#29s
2015-21-7-11:57:59,FALSE,T#29s
2015-21-7-11:58:1,FALSE,T#29s
2015-21-7-11:58:2,FALSE,T#29s
2015-21-7-11:58:3,FALSE,T#29s
2015-21-7-11:58:5,FALSE,T#29s
2015-21-7-11:58:6,FALSE,T#29s
2015-21-7-11:58:8,FALSE,T#30s
2015-21-7-11:58:9,FALSE,T#30s
2015-21-7-11:58:10,FALSE,T#30s
2015-21-7-11:58:12,FALSE,T#30s
2015-21-7-11:58:13,FALSE,T#30s
2015-21-7-11:58:15,FALSE,T#30s
2015-21-7-11:58:16,FALSE,T#30s
2015-21-7-11:58:17,FALSE,T#30s
2015-21-7-11:58:19,FALSE,T#30s
2015-21-7-11:58:20,FALSE,T#30s
2015-21-7-11:58:22,FALSE,T#30s
2015-21-7-11:58:23,FALSE,T#30s
2015-21-7-11:58:24,FALSE,T#30s
2015-21-7-11:58:26,FALSE,T#30s
2015-21-7-11:58:27,FALSE,T#30s
2015-21-7-11:58:29,FALSE,T#30s
2015-21-7-11:58:30,FALSE,T#30s
2015-21-7-11:58:31,FALSE,T#30s
2015-21-7-11:58:33,FALSE,T#30s
2015-21-7-11:58:34,FALSE,T#30s
2015-21-7-11:58:36,FALSE,T#30s
2015-21-7-11:58:37,FALSE,T#30s
2015-21-7-11:58:38,FALSE,T#30s1ms
2015-21-7-11:58:40,FALSE,T#30s1ms
2015-21-7-11:58:41,FALSE,T#30s1ms
2015-21-7-11:58:43,FALSE,T#30s1ms
2015-21-7-11:58:44,FALSE,T#30s1ms
2015-21-7-11:58:45,FALSE,T#30s1ms
2015-21-7-11:58:47,FALSE,T#30s1ms
2015-21-7-11:58:48,FALSE,T#30s1ms
2015-21-7-11:58:50,FALSE,T#30s1ms
2015-21-7-11:58:51,FALSE,T#30s1ms
2015-21-7-11:58:52,FALSE,T#30s1ms
2015-21-7-11:58:54,FALSE,T#30s1ms
2015-21-7-11:58:55,FALSE,T#30s1ms
2015-21-7-11:58:57,FALSE,T#30s1ms
2015-21-7-11:58:58,FALSE,T#30s1ms
2015-21-7-11:58:59,FALSE,T#30s1ms
2015-21-7-11:59:1,FALSE,T#30s1ms
2015-21-7-11:59:2,FALSE,T#30s1ms
2015-21-7-11:59:4,FALSE,T#30s1ms
2015-21-7-11:59:5,FALSE,T#30s1ms
2015-21-7-11:59:6,FALSE,T#30s1ms
2015-21-7-11:59:8,FALSE,T#29s
2015-21-7-11:59:9,FALSE,T#29s
2015-21-7-11:59:11,FALSE,T#29s
2015-21-7-11:59:12,FALSE,T#29s
2015-21-7-11:59:13,FALSE,T#29s
2015-21-7-11:59:15,FALSE,T#29s
2015-21-7-11:59:16,FALSE,T#29s
2015-21-7-11:59:18,FALSE,T#29s
2015-21-7-11:59:19,FALSE,T#29s
2015-21-7-11:59:20,FALSE,T#29s
2015-21-7-11:59:22,FALSE,T#29s
2015-21-7-11:59:23,FALSE,T#29s
2015-21-7-11:59:25,FALSE,T#29s
2015-21-7-11:59:26,FALSE,T#29s
2015-21-7-11:59:27,FALSE,T#29s
2015-21-7-11:59:29,FALSE,T#29s
2015-21-7-11:59:30,FALSE,T#29s
2015-21-7-11:59:32,FALSE,T#29s
2015-21-7-11:59:33,FALSE,T#29s
2015-21-7-11:59:34,FALSE,T#29s
2015-21-7-11:59:36,FALSE,T#29s
2015-21-7-11:59:37,FALSE,T#30s
2015-21-7-11:59:39,FALSE,T#30s
2015-21-7-11:59:40,FALSE,T#30s
2015-21-7-11:59:41,FALSE,T#30s
2015-21-7-11:59:43,FALSE,T#30s
2015-21-7-11:59:44,FALSE,T#30s
2015-21-7-11:59:46,FALSE,T#30s
2015-21-7-11:59:47,FALSE,T#30s
2015-21-7-11:59:48,FALSE,T#30s
2015-21-7-11:59:50,FALSE,T#30s
2015-21-7-11:59:51,FALSE,T#30s
2015-21-7-11:59:53,FALSE,T#30s
2015-21-7-11:59:54,FALSE,T#30s
2015-21-7-11:59:55,FALSE,T#30s
2015-21-7-11:59:57,FALSE,T#30s
2015-21-7-11:59:58,FALSE,T#30s
2015-21-7-12:0:0,FALSE,T#30s
2015-21-7-12:0:1,FALSE,T#30s
2015-21-7-12:0:2,FALSE,T#30s
2015-21-7-12:0:4,FALSE,T#30s
2015-21-7-12:0:5,FALSE,T#30s
2015-21-7-12:0:7,FALSE,T#30s
2015-21-7-12:0:8,FALSE,T#30s
2015-21-7-12:0:9,FALSE,T#30s
2015-21-7-12:0:11,FALSE,T#30s
2015-21-7-12:0:12,FALSE,T#30s
2015-21-7-12:0:14,FALSE,T#30s
2015-21-7-12:0:15,FALSE,T#30s
2015-21-7-12:0:16,FALSE,T#30s
2015-21-7-12:0:18,FALSE,T#30s
2015-21-7-12:0:19,FALSE,T#30s
2015-21-7-12:0:21,FALSE,T#30s
2015-21-7-12:0:22,FALSE,T#30s
2015-21-7-12:0:23,FALSE,T#30s
2015-21-7-12:0:25,FALSE,T#30s
2015-21-7-12:0:26,FALSE,T#30s
2015-21-7-12:0:28,FALSE,T#30s
2015-21-7-12:0:29,FALSE,T#30s
2015-21-7-12:0:30,FALSE,T#30s
2015-21-7-12:0:32,FALSE,T#30s
2015-21-7-12:0:33,FALSE,T#30s
2015-21-7-12:0:35,FALSE,T#30s
2015-21-7-12:0:36,FALSE,T#30s
2015-21-7-12:0:37,FALSE,T#30s1ms
2015-21-7-12:0:39,FALSE,T#30s1ms
2015-21-7-12:0:40,FALSE,T#30s1ms
2015-21-7-12:0:42,FALSE,T#30s1ms
2015-21-7-12:0:43,FALSE,T#30s1ms
2015-21-7-12:0:44,FALSE,T#30s1ms
2015-21-7-12:0:46,FALSE,T#30s1ms
2015-21-7-12:0:47,FALSE,T#30s1ms
2015-21-7-12:0:49,FALSE,T#30s1ms
2015-21-7-12:0:50,FALSE,T#30s1ms
2015-21-7-12:0:51,FALSE,T#30s1ms
2015-21-7-12:0:53,FALSE,T#30s1ms
2015-21-7-12:0:54,FALSE,T#30s1ms
2015-21-7-12:0:56,FALSE,T#30s1ms
2015-21-7-12:0:57,FALSE,T#30s1ms
2015-21-7-12:0:58,FALSE,T#30s1ms
2015-21-7-12:1:0,FALSE,T#30s1ms
2015-21-7-12:1:1,FALSE,T#30s1ms
2015-21-7-12:1:3,FALSE,T#30s1ms
2015-21-7-12:1:4,FALSE,T#30s1ms
2015-21-7-12:1:5,FALSE,T#30s1ms
2015-21-7-12:1:7,FALSE,T#29s999ms
2015-21-7-12:1:8,FALSE,T#29s999ms
2015-21-7-12:1:10,FALSE,T#29s999ms
2015-21-7-12:1:11,FALSE,T#29s999ms
2015-21-7-12:1:12,FALSE,T#29s999ms
2015-21-7-12:1:14,FALSE,T#29s999ms
2015-21-7-12:1:15,FALSE,T#29s999ms
2015-21-7-12:1:17,FALSE,T#29s999ms
2015-21-7-12:1:18,FALSE,T#29s999ms
2015-21-7-12:1:19,FALSE,T#29s999ms
2015-21-7-12:1:21,FALSE,T#29s999ms
2015-21-7-12:1:22,FALSE,T#29s999ms
2015-21-7-12:1:24,FALSE,T#29s999ms
2015-21-7-12:1:25,FALSE,T#29s999ms
2015-21-7-12:1:26,FALSE,T#29s999ms
2015-21-7-12:1:28,FALSE,T#29s999ms
2015-21-7-12:1:29,FALSE,T#29s999ms
2015-21-7-12:1:31,FALSE,T#29s999ms
2015-21-7-12:1:32,FALSE,T#29s999ms
2015-21-7-12:1:33,FALSE,T#29s999ms
2015-21-7-12:1:35,FALSE,T#29s999ms
2015-21-7-12:1:36,FALSE,T#29s999ms
2015-21-7-12:1:38,FALSE,T#30s1ms
2015-21-7-12:1:39,FALSE,T#30s1ms
2015-21-7-12:1:40,FALSE,T#30s1ms
2015-21-7-12:1:42,FALSE,T#30s1ms
2015-21-7-12:1:43,FALSE,T#30s1ms
2015-21-7-12:1:45,FALSE,T#30s1ms
2015-21-7-12:1:46,FALSE,T#30s1ms
2015-21-7-12:1:47,FALSE,T#30s1ms
2015-21-7-12:1:49,FALSE,T#30s1ms
2015-21-7-12:1:50,FALSE,T#30s1ms
2015-21-7-12:1:52,FALSE,T#30s1ms
2015-21-7-12:1:53,FALSE,T#30s1ms
2015-21-7-12:1:54,FALSE,T#30s1ms
2015-21-7-12:1:56,FALSE,T#30s1ms
2015-21-7-12:1:57,FALSE,T#30s1ms
2015-21-7-12:1:59,FALSE,T#30s1ms
2015-21-7-12:2:0,FALSE,T#30s1ms
2015-21-7-12:2:1,FALSE,T#30s1ms
2015-21-7-12:2:3,FALSE,T#30s1ms
2015-21-7-12:2:4,FALSE,T#30s1ms
2015-21-7-12:2:6,FALSE,T#30s1ms
2015-21-7-12:2:7,FALSE,T#29s999ms
2015-21-7-12:2:8,FALSE,T#29s999ms
2015-21-7-12:2:10,FALSE,T#29s999ms
2015-21-7-12:2:11,FALSE,T#29s999ms
2015-21-7-12:2:13,FALSE,T#29s999ms
2015-21-7-12:2:14,FALSE,T#29s999ms
2015-21-7-12:2:15,FALSE,T#29s999ms
2015-21-7-12:2:17,FALSE,T#29s999ms
2015-21-7-12:2:18,FALSE,T#29s999ms
2015-21-7-12:2:20,FALSE,T#29s999ms
2015-21-7-12:2:21,FALSE,T#29s999ms
2015-21-7-12:2:22,FALSE,T#29s999ms
2015-21-7-12:2:24,FALSE,T#29s999ms
2015-21-7-12:2:25,FALSE,T#29s999ms
2015-21-7-12:2:27,FALSE,T#29s999ms
2015-21-7-12:2:28,FALSE,T#29s999ms
2015-21-7-12:2:29,FALSE,T#29s999ms
2015-21-7-12:2:31,FALSE,T#29s999ms
2015-21-7-12:2:32,FALSE,T#29s999ms
2015-21-7-12:2:34,FALSE,T#29s999ms
2015-21-7-12:2:35,FALSE,T#29s999ms
2015-21-7-12:2:36,FALSE,T#29s999ms
2015-21-7-12:2:38,FALSE,T#30s
2015-21-7-12:2:39,FALSE,T#30s
2015-21-7-12:2:41,FALSE,T#30s
2015-21-7-12:2:42,FALSE,T#30s
2015-21-7-12:2:43,FALSE,T#30s
2015-21-7-12:2:45,FALSE,T#30s
2015-21-7-12:2:46,FALSE,T#30s
2015-21-7-12:2:48,FALSE,T#30s
2015-21-7-12:2:49,FALSE,T#30s
2015-21-7-12:2:50,FALSE,T#30s
2015-21-7-12:2:52,FALSE,T#30s
