time,PARO,S por vuelta de ex
2015-21-7-12:2:53,FALSE,T#30s
2015-21-7-12:2:55,FALSE,T#30s
2015-21-7-12:2:56,FALSE,T#30s
2015-21-7-12:2:57,FALSE,T#30s
2015-21-7-12:2:59,FALSE,T#30s
2015-21-7-12:3:0,FALSE,T#30s
2015-21-7-12:3:2,FALSE,T#30s
2015-21-7-12:3:3,FALSE,T#30s
2015-21-7-12:3:4,FALSE,T#30s
2015-21-7-12:3:6,FALSE,T#29s
2015-21-7-12:3:7,FALSE,T#29s
2015-21-7-12:3:9,FALSE,T#29s
2015-21-7-12:3:10,FALSE,T#29s
2015-21-7-12:3:11,FALSE,T#29s
2015-21-7-12:3:13,FALSE,T#29s
2015-21-7-12:3:14,FALSE,T#29s
2015-21-7-12:3:16,FALSE,T#29s
2015-21-7-12:3:17,FALSE,T#29s
2015-21-7-12:3:18,FALSE,T#29s
2015-21-7-12:3:20,FALSE,T#29s
2015-21-7-12:3:21,FALSE,T#29s
2015-21-7-12:3:23,FALSE,T#29s
2015-21-7-12:3:24,FALSE,T#29s
2015-21-7-12:3:25,FALSE,T#29s
2015-21-7-12:3:27,FALSE,T#29s
2015-21-7-12:3:28,FALSE,T#29s
2015-21-7-12:3:30,FALSE,T#29s
2015-21-7-12:3:31,FALSE,T#29s
2015-21-7-12:3:32,FALSE,T#29s
2015-21-7-12:3:34,FALSE,T#29s
2015-21-7-12:3:35,FALSE,T#29s
2015-21-7-12:3:37,FALSE,T#30s
2015-21-7-12:3:38,FALSE,T#30s
2015-21-7-12:3:39,FALSE,T#30s
2015-21-7-12:3:41,FALSE,T#30s
2015-21-7-12:3:42,FALSE,T#30s
2015-21-7-12:3:44,FALSE,T#30s
2015-21-7-12:3:45,FALSE,T#30s
2015-21-7-12:3:46,FALSE,T#30s
2015-21-7-12:3:48,FALSE,T#30s
2015-21-7-12:3:49,FALSE,T#30s
2015-21-7-12:3:51,FALSE,T#30s
2015-21-7-12:3:52,FALSE,T#30s
2015-21-7-12:3:53,FALSE,T#30s
2015-21-7-12:3:55,FALSE,T#30s
2015-21-7-12:3:56,FALSE,T#30s
2015-21-7-12:3:58,FALSE,T#30s
2015-21-7-12:3:59,FALSE,T#30s
2015-21-7-12:4:0,FALSE,T#30s
2015-21-7-12:4:2,FALSE,T#30s
2015-21-7-12:4:3,FALSE,T#30s
2015-21-7-12:4:5,FALSE,T#30s
2015-21-7-12:4:6,FALSE,T#30s
2015-21-7-12:4:7,FALSE,T#30s
2015-21-7-12:4:9,FALSE,T#30s
2015-21-7-12:4:10,FALSE,T#30s
2015-21-7-12:4:12,FALSE,T#30s
2015-21-7-12:4:13,FALSE,T#30s
2015-21-7-12:4:14,FALSE,T#30s
2015-21-7-12:4:16,FALSE,T#30s
2015-21-7-12:4:17,FALSE,T#30s
2015-21-7-12:4:19,FALSE,T#30s
2015-21-7-12:4:20,FALSE,T#30s
2015-21-7-12:4:21,FALSE,T#30s
2015-21-7-12:4:23,FALSE,T#30s
2015-21-7-12:4:24,FALSE,T#30s
2015-21-7-12:4:26,FALSE,T#30s
2015-21-7-12:4:27,FALSE,T#30s
2015-21-7-12:4:28,FALSE,T#30s
2015-21-7-12:4:30,FALSE,T#30s
2015-21-7-12:4:31,FALSE,T#30s
2015-21-7-12:4:33,FALSE,T#30s
2015-21-7-12:4:34,FALSE,T#30s
2015-21-7-12:4:35,FALSE,T#30s
2015-21-7-12:4:37,FALSE,T#30s
2015-21-7-12:4:38,FALSE,T#30s
2015-21-7-12:4:40,FALSE,T#30s
2015-21-7-12:4:41,FALSE,T#30s
2015-21-7-12:4:42,FALSE,T#30s
2015-21-7-12:4:44,FALSE,T#30s
2015-21-7-12:4:45,FALSE,T#30s
2015-21-7-12:4:47,FALSE,T#30s
2015-21-7-12:4:48,FALSE,T#30s
2015-21-7-12:4:49,FALSE,T#30s
2015-21-7-12:4:51,FALSE,T#30s
2015-21-7-12:4:52,FALSE,T#30s
2015-21-7-12:4:54,FALSE,T#30s
2015-21-7-12:4:55,FALSE,T#30s
2015-21-7-12:4:56,FALSE,T#30s
2015-21-7-12:4:58,FALSE,T#30s
2015-21-7-12:4:59,FALSE,T#30s
2015-21-7-12:5:1,FALSE,T#30s
2015-21-7-12:5:2,FALSE,T#30s
2015-21-7-12:5:3,FALSE,T#30s
2015-21-7-12:5:5,FALSE,T#30s
2015-21-7-12:5:6,FALSE,T#30s
2015-21-7-12:5:8,FALSE,T#30s
2015-21-7-12:5:9,FALSE,T#30s
2015-21-7-12:5:10,FALSE,T#30s
2015-21-7-12:5:12,FALSE,T#30s
2015-21-7-12:5:13,FALSE,T#30s
2015-21-7-12:5:15,FALSE,T#30s
2015-21-7-12:5:16,FALSE,T#30s
2015-21-7-12:5:17,FALSE,T#30s
2015-21-7-12:5:19,FALSE,T#30s
2015-21-7-12:5:20,FALSE,T#30s
2015-21-7-12:5:22,FALSE,T#30s
2015-21-7-12:5:23,FALSE,T#30s
2015-21-7-12:5:24,FALSE,T#30s
2015-21-7-12:5:26,FALSE,T#30s
2015-21-7-12:5:27,FALSE,T#30s
2015-21-7-12:5:29,FALSE,T#30s
2015-21-7-12:5:30,FALSE,T#30s
2015-21-7-12:5:31,FALSE,T#30s
2015-21-7-12:5:33,FALSE,T#30s
2015-21-7-12:5:34,FALSE,T#30s
2015-21-7-12:5:36,FALSE,T#30s
2015-21-7-12:5:37,FALSE,T#30s
2015-21-7-12:5:38,FALSE,T#30s
2015-21-7-12:5:40,FALSE,T#30s
2015-21-7-12:5:41,FALSE,T#30s
2015-21-7-12:5:43,FALSE,T#30s
2015-21-7-12:5:44,FALSE,T#30s
2015-21-7-12:5:45,FALSE,T#30s
2015-21-7-12:5:47,FALSE,T#30s
2015-21-7-12:5:48,FALSE,T#30s
2015-21-7-12:5:50,FALSE,T#30s
2015-21-7-12:5:51,FALSE,T#30s
2015-21-7-12:5:52,FALSE,T#30s
2015-21-7-12:5:54,FALSE,T#30s
2015-21-7-12:5:55,FALSE,T#30s
2015-21-7-12:5:57,FALSE,T#30s
2015-21-7-12:5:58,FALSE,T#30s
2015-21-7-12:5:59,FALSE,T#30s
2015-21-7-12:6:1,FALSE,T#30s
2015-21-7-12:6:2,FALSE,T#30s
2015-21-7-12:6:4,FALSE,T#30s
2015-21-7-12:6:5,FALSE,T#30s
2015-21-7-12:6:6,FALSE,T#30s1ms
2015-21-7-12:6:8,FALSE,T#30s1ms
2015-21-7-12:6:9,FALSE,T#30s1ms
2015-21-7-12:6:11,FALSE,T#30s1ms
2015-21-7-12:6:12,FALSE,T#30s1ms
2015-21-7-12:6:13,FALSE,T#30s1ms
2015-21-7-12:6:15,FALSE,T#30s1ms
2015-21-7-12:6:16,FALSE,T#30s1ms
2015-21-7-12:6:18,FALSE,T#30s1ms
2015-21-7-12:6:19,FALSE,T#30s1ms
2015-21-7-12:6:20,FALSE,T#30s1ms
2015-21-7-12:6:22,FALSE,T#30s1ms
2015-21-7-12:6:23,FALSE,T#30s1ms
2015-21-7-12:6:25,FALSE,T#30s1ms
2015-21-7-12:6:26,FALSE,T#30s1ms
2015-21-7-12:6:27,FALSE,T#30s1ms
2015-21-7-12:6:29,FALSE,T#30s1ms
2015-21-7-12:6:30,FALSE,T#30s1ms
2015-21-7-12:6:32,FALSE,T#30s1ms
2015-21-7-12:6:33,FALSE,T#30s1ms
2015-21-7-12:6:34,FALSE,T#30s1ms
2015-21-7-12:6:36,FALSE,T#29s999ms
2015-21-7-12:6:37,FALSE,T#29s999ms
2015-21-7-12:6:39,FALSE,T#29s999ms
2015-21-7-12:6:40,FALSE,T#29s999ms
2015-21-7-12:6:41,FALSE,T#29s999ms
2015-21-7-12:6:43,FALSE,T#29s999ms
2015-21-7-12:6:44,FALSE,T#29s999ms
2015-21-7-12:6:46,FALSE,T#29s999ms
2015-21-7-12:6:47,FALSE,T#29s999ms
2015-21-7-12:6:48,FALSE,T#29s999ms
2015-21-7-12:6:50,FALSE,T#29s999ms
2015-21-7-12:6:51,FALSE,T#29s999ms
2015-21-7-12:6:53,FALSE,T#29s999ms
2015-21-7-12:6:54,FALSE,T#29s999ms
2015-21-7-12:6:55,FALSE,T#29s999ms
2015-21-7-12:6:57,FALSE,T#29s999ms
2015-21-7-12:6:58,FALSE,T#29s999ms
2015-21-7-12:7:0,FALSE,T#29s999ms
2015-21-7-12:7:1,FALSE,T#29s999ms
2015-21-7-12:7:2,FALSE,T#29s999ms
2015-21-7-12:7:4,FALSE,T#29s999ms
2015-21-7-12:7:5,FALSE,T#29s999ms
2015-21-7-12:7:7,FALSE,T#30s
2015-21-7-12:7:8,FALSE,T#30s
2015-21-7-12:7:9,FALSE,T#30s
2015-21-7-12:7:11,FALSE,T#30s
2015-21-7-12:7:12,FALSE,T#30s
2015-21-7-12:7:14,FALSE,T#30s
2015-21-7-12:7:15,FALSE,T#30s
2015-21-7-12:7:16,FALSE,T#30s
2015-21-7-12:7:18,FALSE,T#30s
2015-21-7-12:7:19,FALSE,T#30s
2015-21-7-12:7:21,FALSE,T#30s
2015-21-7-12:7:22,FALSE,T#30s
2015-21-7-12:7:23,FALSE,T#30s
2015-21-7-12:7:25,FALSE,T#30s
2015-21-7-12:7:26,FALSE,T#30s
2015-21-7-12:7:28,FALSE,T#30s
2015-21-7-12:7:29,FALSE,T#30s
2015-21-7-12:7:30,FALSE,T#30s
2015-21-7-12:7:32,FALSE,T#30s
2015-21-7-12:7:33,FALSE,T#30s
2015-21-7-12:7:35,FALSE,T#30s
2015-21-7-12:7:36,FALSE,T#30s
2015-21-7-12:7:37,FALSE,T#30s
2015-21-7-12:7:39,FALSE,T#30s
2015-21-7-12:7:40,FALSE,T#30s
2015-21-7-12:7:42,FALSE,T#30s
2015-21-7-12:7:43,FALSE,T#30s
2015-21-7-12:7:44,FALSE,T#30s
2015-21-7-12:7:46,FALSE,T#30s
2015-21-7-12:7:47,FALSE,T#30s
2015-21-7-12:7:49,FALSE,T#30s
2015-21-7-12:7:50,FALSE,T#30s
2015-21-7-12:7:51,FALSE,T#30s
2015-21-7-12:7:53,FALSE,T#30s
2015-21-7-12:7:54,FALSE,T#30s
2015-21-7-12:7:56,FALSE,T#30s
2015-21-7-12:7:57,FALSE,T#30s
2015-21-7-12:7:58,FALSE,T#30s
2015-21-7-12:8:0,FALSE,T#30s
2015-21-7-12:8:1,FALSE,T#30s
2015-21-7-12:8:3,FALSE,T#30s
2015-21-7-12:8:4,FALSE,T#30s
2015-21-7-12:8:5,FALSE,T#30s
2015-21-7-12:8:7,FALSE,T#30s
2015-21-7-12:8:8,FALSE,T#30s
2015-21-7-12:8:10,FALSE,T#30s
2015-21-7-12:8:11,FALSE,T#30s
2015-21-7-12:8:12,FALSE,T#30s
2015-21-7-12:8:14,FALSE,T#30s
2015-21-7-12:8:15,FALSE,T#30s
2015-21-7-12:8:17,FALSE,T#30s
2015-21-7-12:8:18,FALSE,T#30s
2015-21-7-12:8:19,FALSE,T#30s
2015-21-7-12:8:21,FALSE,T#30s
2015-21-7-12:8:22,FALSE,T#30s
2015-21-7-12:8:24,FALSE,T#30s
2015-21-7-12:8:25,FALSE,T#30s
2015-21-7-12:8:26,FALSE,T#30s
2015-21-7-12:8:28,FALSE,T#30s
2015-21-7-12:8:29,FALSE,T#30s
2015-21-7-12:8:31,FALSE,T#30s
2015-21-7-12:8:32,FALSE,T#30s
2015-21-7-12:8:33,FALSE,T#30s
2015-21-7-12:8:35,FALSE,T#30s
2015-21-7-12:8:36,FALSE,T#30s
2015-21-7-12:8:38,FALSE,T#30s
2015-21-7-12:8:39,FALSE,T#30s
2015-21-7-12:8:40,FALSE,T#30s
2015-21-7-12:8:42,FALSE,T#30s
2015-21-7-12:8:43,FALSE,T#30s
2015-21-7-12:8:45,FALSE,T#30s
2015-21-7-12:8:46,FALSE,T#30s
2015-21-7-12:8:47,FALSE,T#30s
2015-21-7-12:8:49,FALSE,T#30s
2015-21-7-12:8:50,FALSE,T#30s
2015-21-7-12:8:52,FALSE,T#30s
2015-21-7-12:8:53,FALSE,T#30s
2015-21-7-12:8:54,FALSE,T#30s
2015-21-7-12:8:56,FALSE,T#30s
2015-21-7-12:8:57,FALSE,T#30s
2015-21-7-12:8:59,FALSE,T#30s
2015-21-7-12:9:0,FALSE,T#30s
2015-21-7-12:9:1,FALSE,T#30s
2015-21-7-12:9:3,FALSE,T#30s
2015-21-7-12:9:4,FALSE,T#30s
2015-21-7-12:9:6,FALSE,T#30s1ms
2015-21-7-12:9:7,FALSE,T#30s1ms
2015-21-7-12:9:8,FALSE,T#30s1ms
2015-21-7-12:9:10,FALSE,T#30s1ms
2015-21-7-12:9:11,FALSE,T#30s1ms
2015-21-7-12:9:13,FALSE,T#30s1ms
2015-21-7-12:9:14,FALSE,T#30s1ms
2015-21-7-12:9:15,FALSE,T#30s1ms
2015-21-7-12:9:17,FALSE,T#30s1ms
2015-21-7-12:9:18,FALSE,T#30s1ms
2015-21-7-12:9:20,FALSE,T#30s1ms
2015-21-7-12:9:21,FALSE,T#30s1ms
2015-21-7-12:9:22,FALSE,T#30s1ms
2015-21-7-12:9:24,FALSE,T#30s1ms
2015-21-7-12:9:25,FALSE,T#30s1ms
2015-21-7-12:9:27,FALSE,T#30s1ms
2015-21-7-12:9:28,FALSE,T#30s1ms
2015-21-7-12:9:29,FALSE,T#30s1ms
2015-21-7-12:9:31,FALSE,T#30s1ms
2015-21-7-12:9:32,FALSE,T#30s1ms
2015-21-7-12:9:34,FALSE,T#30s1ms
2015-21-7-12:9:35,FALSE,T#30s1ms
2015-21-7-12:9:36,FALSE,T#30s200ms
2015-21-7-12:9:38,FALSE,T#30s200ms
2015-21-7-12:9:39,FALSE,T#30s200ms
2015-21-7-12:9:41,FALSE,T#30s200ms
2015-21-7-12:9:42,FALSE,T#30s200ms
2015-21-7-12:9:43,FALSE,T#30s200ms
2015-21-7-12:9:45,FALSE,T#30s200ms
2015-21-7-12:9:46,FALSE,T#30s200ms
2015-21-7-12:9:48,FALSE,T#30s200ms
2015-21-7-12:9:49,FALSE,T#30s200ms
2015-21-7-12:9:50,FALSE,T#30s200ms
2015-21-7-12:9:52,FALSE,T#30s200ms
2015-21-7-12:9:53,FALSE,T#30s200ms
2015-21-7-12:9:55,FALSE,T#30s200ms
2015-21-7-12:9:56,FALSE,T#30s200ms
2015-21-7-12:9:57,FALSE,T#30s200ms
2015-21-7-12:9:59,FALSE,T#30s200ms
2015-21-7-12:10:0,FALSE,T#30s200ms
2015-21-7-12:10:2,FALSE,T#30s200ms
2015-21-7-12:10:3,FALSE,T#30s200ms
2015-21-7-12:10:4,FALSE,T#30s200ms
2015-21-7-12:10:6,FALSE,T#30s1ms
2015-21-7-12:10:7,FALSE,T#30s1ms
2015-21-7-12:10:9,FALSE,T#30s1ms
2015-21-7-12:10:10,FALSE,T#30s1ms
2015-21-7-12:10:11,FALSE,T#30s1ms
2015-21-7-12:10:13,FALSE,T#30s1ms
2015-21-7-12:10:14,FALSE,T#30s1ms
2015-21-7-12:10:16,FALSE,T#30s1ms
2015-21-7-12:10:17,FALSE,T#30s1ms
2015-21-7-12:10:18,FALSE,T#30s1ms
2015-21-7-12:10:20,FALSE,T#30s1ms
2015-21-7-12:10:21,FALSE,T#30s1ms
2015-21-7-12:10:23,FALSE,T#30s1ms
2015-21-7-12:10:24,FALSE,T#30s1ms
2015-21-7-12:10:25,FALSE,T#30s1ms
2015-21-7-12:10:27,FALSE,T#30s1ms
2015-21-7-12:10:28,FALSE,T#30s1ms
2015-21-7-12:10:30,FALSE,T#30s1ms
2015-21-7-12:10:31,FALSE,T#30s1ms
2015-21-7-12:10:32,FALSE,T#30s1ms
2015-21-7-12:10:34,FALSE,T#30s1ms
2015-21-7-12:10:35,FALSE,T#30s1ms
2015-21-7-12:10:37,FALSE,T#30s1ms
2015-21-7-12:10:38,FALSE,T#30s1ms
2015-21-7-12:10:39,FALSE,T#30s1ms
2015-21-7-12:10:41,FALSE,T#30s1ms
2015-21-7-12:10:42,FALSE,T#30s1ms
2015-21-7-12:10:44,FALSE,T#30s1ms
2015-21-7-12:10:45,FALSE,T#30s1ms
2015-21-7-12:10:46,FALSE,T#30s1ms
2015-21-7-12:10:48,FALSE,T#30s1ms
2015-21-7-12:10:49,FALSE,T#30s1ms
2015-21-7-12:10:51,FALSE,T#30s1ms
2015-21-7-12:10:52,FALSE,T#30s1ms
2015-21-7-12:10:53,FALSE,T#30s1ms
2015-21-7-12:10:55,FALSE,T#30s1ms
2015-21-7-12:10:56,FALSE,T#30s1ms
2015-21-7-12:10:58,FALSE,T#30s1ms
2015-21-7-12:10:59,FALSE,T#30s1ms
2015-21-7-12:11:0,FALSE,T#30s1ms
2015-21-7-12:11:2,FALSE,T#30s1ms
2015-21-7-12:11:3,FALSE,T#30s1ms
2015-21-7-12:11:5,FALSE,T#30s1ms
2015-21-7-12:11:6,FALSE,T#28s999ms
2015-21-7-12:11:7,FALSE,T#28s999ms
2015-21-7-12:11:9,FALSE,T#28s999ms
2015-21-7-12:11:10,FALSE,T#28s999ms
2015-21-7-12:11:12,FALSE,T#28s999ms
2015-21-7-12:11:13,FALSE,T#28s999ms
2015-21-7-12:11:14,FALSE,T#28s999ms
2015-21-7-12:11:16,FALSE,T#28s999ms
2015-21-7-12:11:17,FALSE,T#28s999ms
2015-21-7-12:11:19,FALSE,T#28s999ms
2015-21-7-12:11:20,FALSE,T#28s999ms
2015-21-7-12:11:21,FALSE,T#28s999ms
2015-21-7-12:11:23,FALSE,T#28s999ms
2015-21-7-12:11:24,FALSE,T#28s999ms
2015-21-7-12:11:26,FALSE,T#28s999ms
2015-21-7-12:11:27,FALSE,T#28s999ms
2015-21-7-12:11:28,FALSE,T#28s999ms
2015-21-7-12:11:30,FALSE,T#28s999ms
2015-21-7-12:11:31,FALSE,T#28s999ms
2015-21-7-12:11:33,FALSE,T#28s999ms
2015-21-7-12:11:34,FALSE,T#28s999ms
2015-21-7-12:11:35,FALSE,T#30s
2015-21-7-12:11:37,FALSE,T#30s
2015-21-7-12:11:38,FALSE,T#30s
2015-21-7-12:11:40,FALSE,T#30s
2015-21-7-12:11:41,FALSE,T#30s
2015-21-7-12:11:42,FALSE,T#30s
2015-21-7-12:11:44,FALSE,T#30s
2015-21-7-12:11:45,FALSE,T#30s
2015-21-7-12:11:47,FALSE,T#30s
2015-21-7-12:11:48,FALSE,T#30s
2015-21-7-12:11:49,FALSE,T#30s
2015-21-7-12:11:51,FALSE,T#30s
2015-21-7-12:11:52,FALSE,T#30s
2015-21-7-12:11:54,FALSE,T#30s
2015-21-7-12:11:55,FALSE,T#30s
2015-21-7-12:11:56,FALSE,T#30s
2015-21-7-12:11:58,FALSE,T#30s
2015-21-7-12:11:59,FALSE,T#30s
2015-21-7-12:12:1,FALSE,T#30s
2015-21-7-12:12:2,FALSE,T#30s
2015-21-7-12:12:3,FALSE,T#30s
2015-21-7-12:12:5,FALSE,T#30s1ms
2015-21-7-12:12:6,FALSE,T#30s1ms
2015-21-7-12:12:8,FALSE,T#30s1ms
2015-21-7-12:12:9,FALSE,T#30s1ms
2015-21-7-12:12:10,FALSE,T#30s1ms
2015-21-7-12:12:12,FALSE,T#30s1ms
2015-21-7-12:12:13,FALSE,T#30s1ms
2015-21-7-12:12:15,FALSE,T#30s1ms
2015-21-7-12:12:16,FALSE,T#30s1ms
2015-21-7-12:12:17,FALSE,T#30s1ms
2015-21-7-12:12:19,FALSE,T#30s1ms
2015-21-7-12:12:20,FALSE,T#30s1ms
2015-21-7-12:12:22,FALSE,T#30s1ms
2015-21-7-12:12:23,FALSE,T#30s1ms
2015-21-7-12:12:24,FALSE,T#30s1ms
2015-21-7-12:12:26,FALSE,T#30s1ms
2015-21-7-12:12:27,FALSE,T#30s1ms
2015-21-7-12:12:29,FALSE,T#30s1ms
2015-21-7-12:12:30,FALSE,T#30s1ms
2015-21-7-12:12:31,FALSE,T#30s1ms
2015-21-7-12:12:33,FALSE,T#30s1ms
2015-21-7-12:12:34,FALSE,T#30s1ms
2015-21-7-12:12:36,FALSE,T#30s1ms
2015-21-7-12:12:37,FALSE,T#30s1ms
2015-21-7-12:12:38,FALSE,T#30s1ms
2015-21-7-12:12:40,FALSE,T#30s1ms
2015-21-7-12:12:41,FALSE,T#30s1ms
2015-21-7-12:12:43,FALSE,T#30s1ms
2015-21-7-12:12:44,FALSE,T#30s1ms
2015-21-7-12:12:45,FALSE,T#30s1ms
2015-21-7-12:12:47,FALSE,T#30s1ms
2015-21-7-12:12:48,FALSE,T#30s1ms
2015-21-7-12:12:50,FALSE,T#30s1ms
2015-21-7-12:12:51,FALSE,T#30s1ms
2015-21-7-12:12:52,FALSE,T#30s1ms
2015-21-7-12:12:54,FALSE,T#30s1ms
2015-21-7-12:12:55,FALSE,T#30s1ms
2015-21-7-12:12:57,FALSE,T#30s1ms
2015-21-7-12:12:58,FALSE,T#30s1ms
2015-21-7-12:12:59,FALSE,T#30s1ms
2015-21-7-12:13:1,FALSE,T#30s1ms
2015-21-7-12:13:2,FALSE,T#30s1ms
2015-21-7-12:13:4,FALSE,T#30s1ms
2015-21-7-12:13:5,FALSE,T#29s999ms
2015-21-7-12:13:6,FALSE,T#29s999ms
2015-21-7-12:13:8,FALSE,T#29s999ms
2015-21-7-12:13:9,FALSE,T#29s999ms
2015-21-7-12:13:11,FALSE,T#29s999ms
2015-21-7-12:13:12,FALSE,T#29s999ms
2015-21-7-12:13:13,FALSE,T#29s999ms
2015-21-7-12:13:15,FALSE,T#29s999ms
2015-21-7-12:13:16,FALSE,T#29s999ms
2015-21-7-12:13:18,FALSE,T#29s999ms
2015-21-7-12:13:19,FALSE,T#29s999ms
2015-21-7-12:13:20,FALSE,T#29s999ms
2015-21-7-12:13:22,FALSE,T#29s999ms
2015-21-7-12:13:23,FALSE,T#29s999ms
2015-21-7-12:13:25,FALSE,T#29s999ms
2015-21-7-12:13:26,FALSE,T#29s999ms
2015-21-7-12:13:27,FALSE,T#29s999ms
2015-21-7-12:13:29,FALSE,T#29s999ms
2015-21-7-12:13:30,FALSE,T#29s999ms
2015-21-7-12:13:32,FALSE,T#29s999ms
2015-21-7-12:13:33,FALSE,T#29s999ms
2015-21-7-12:13:34,FALSE,T#29s999ms
2015-21-7-12:13:36,FALSE,T#30s1ms
2015-21-7-12:13:37,FALSE,T#30s1ms
2015-21-7-12:13:39,FALSE,T#30s1ms
2015-21-7-12:13:40,FALSE,T#30s1ms
2015-21-7-12:13:41,FALSE,T#30s1ms
2015-21-7-12:13:43,FALSE,T#30s1ms
2015-21-7-12:13:44,FALSE,T#30s1ms
2015-21-7-12:13:46,FALSE,T#30s1ms
2015-21-7-12:13:47,FALSE,T#30s1ms
2015-21-7-12:13:48,FALSE,T#30s1ms
2015-21-7-12:13:50,FALSE,T#30s1ms
2015-21-7-12:13:51,FALSE,T#30s1ms
2015-21-7-12:13:53,FALSE,T#30s1ms
2015-21-7-12:13:54,FALSE,T#30s1ms
2015-21-7-12:13:55,FALSE,T#30s1ms
2015-21-7-12:13:57,FALSE,T#30s1ms
2015-21-7-12:13:58,FALSE,T#30s1ms
2015-21-7-12:14:0,FALSE,T#30s1ms
2015-21-7-12:14:1,FALSE,T#30s1ms
2015-21-7-12:14:2,FALSE,T#30s1ms
2015-21-7-12:14:4,FALSE,T#30s1ms
2015-21-7-12:14:5,FALSE,T#29s999ms
2015-21-7-12:14:7,FALSE,T#29s999ms
2015-21-7-12:14:8,FALSE,T#29s999ms
2015-21-7-12:14:9,FALSE,T#29s999ms
2015-21-7-12:14:11,FALSE,T#29s999ms
2015-21-7-12:14:12,FALSE,T#29s999ms
2015-21-7-12:14:14,FALSE,T#29s999ms
2015-21-7-12:14:15,FALSE,T#29s999ms
2015-21-7-12:14:16,FALSE,T#29s999ms
2015-21-7-12:14:18,FALSE,T#29s999ms
2015-21-7-12:14:19,FALSE,T#29s999ms
2015-21-7-12:14:21,FALSE,T#29s999ms
2015-21-7-12:14:22,FALSE,T#29s999ms
2015-21-7-12:14:23,FALSE,T#29s999ms
2015-21-7-12:14:25,FALSE,T#29s999ms
2015-21-7-12:14:26,FALSE,T#29s999ms
2015-21-7-12:14:28,FALSE,T#29s999ms
2015-21-7-12:14:29,FALSE,T#29s999ms
2015-21-7-12:14:30,FALSE,T#29s999ms
2015-21-7-12:14:32,FALSE,T#29s999ms
2015-21-7-12:14:33,FALSE,T#29s999ms
2015-21-7-12:14:35,FALSE,T#29s1ms
2015-21-7-12:14:36,FALSE,T#29s1ms
2015-21-7-12:14:37,FALSE,T#29s1ms
2015-21-7-12:14:39,FALSE,T#29s1ms
2015-21-7-12:14:40,FALSE,T#29s1ms
2015-21-7-12:14:42,FALSE,T#29s1ms
2015-21-7-12:14:43,FALSE,T#29s1ms
2015-21-7-12:14:44,FALSE,T#29s1ms
2015-21-7-12:14:46,FALSE,T#29s1ms
2015-21-7-12:14:47,FALSE,T#29s1ms
2015-21-7-12:14:49,FALSE,T#29s1ms
2015-21-7-12:14:50,FALSE,T#29s1ms
2015-21-7-12:14:51,FALSE,T#29s1ms
2015-21-7-12:14:53,FALSE,T#29s1ms
2015-21-7-12:14:54,FALSE,T#29s1ms
2015-21-7-12:14:56,FALSE,T#29s1ms
2015-21-7-12:14:57,FALSE,T#29s1ms
2015-21-7-12:14:58,FALSE,T#29s1ms
2015-21-7-12:15:0,FALSE,T#29s1ms
2015-21-7-12:15:1,FALSE,T#29s1ms
2015-21-7-12:15:3,FALSE,T#29s1ms
2015-21-7-12:15:4,FALSE,T#29s999ms
2015-21-7-12:15:5,FALSE,T#29s999ms
2015-21-7-12:15:7,FALSE,T#29s999ms
2015-21-7-12:15:8,FALSE,T#29s999ms
2015-21-7-12:15:10,FALSE,T#29s999ms
2015-21-7-12:15:11,FALSE,T#29s999ms
2015-21-7-12:15:12,FALSE,T#29s999ms
2015-21-7-12:15:14,FALSE,T#29s999ms
2015-21-7-12:15:15,FALSE,T#29s999ms
2015-21-7-12:15:17,FALSE,T#29s999ms
2015-21-7-12:15:18,FALSE,T#29s999ms
2015-21-7-12:15:19,FALSE,T#29s999ms
2015-21-7-12:15:21,FALSE,T#29s999ms
2015-21-7-12:15:22,FALSE,T#29s999ms
2015-21-7-12:15:24,FALSE,T#29s999ms
2015-21-7-12:15:25,FALSE,T#29s999ms
2015-21-7-12:15:26,FALSE,T#29s999ms
2015-21-7-12:15:28,FALSE,T#29s999ms
2015-21-7-12:15:29,FALSE,T#29s999ms
2015-21-7-12:15:31,FALSE,T#29s999ms
2015-21-7-12:15:32,FALSE,T#29s999ms
2015-21-7-12:15:33,FALSE,T#29s999ms
2015-21-7-12:15:35,FALSE,T#30s
2015-21-7-12:15:36,FALSE,T#30s
2015-21-7-12:15:38,FALSE,T#30s
2015-21-7-12:15:39,FALSE,T#30s
2015-21-7-12:15:40,FALSE,T#30s
2015-21-7-12:15:42,FALSE,T#30s
2015-21-7-12:15:43,FALSE,T#30s
2015-21-7-12:15:45,FALSE,T#30s
2015-21-7-12:15:46,FALSE,T#30s
2015-21-7-12:15:47,FALSE,T#30s
2015-21-7-12:15:49,FALSE,T#30s
2015-21-7-12:15:50,FALSE,T#30s
2015-21-7-12:15:52,FALSE,T#30s
2015-21-7-12:15:53,FALSE,T#30s
2015-21-7-12:15:54,FALSE,T#30s
2015-21-7-12:15:56,FALSE,T#30s
2015-21-7-12:15:57,FALSE,T#30s
2015-21-7-12:15:59,FALSE,T#30s
2015-21-7-12:16:0,FALSE,T#30s
2015-21-7-12:16:1,FALSE,T#30s
2015-21-7-12:16:3,FALSE,T#30s
2015-21-7-12:16:4,FALSE,T#30s
2015-21-7-12:16:6,FALSE,T#30s
2015-21-7-12:16:7,FALSE,T#30s
