time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MARCHA,PARO,VELOCIDAD
2015-14-7-7:41:5,56.3,134.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:6,56.3,134.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:8,56.3,135.0,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:9,56.3,135.0,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:10,56.4,135.0,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:12,56.3,134.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:13,56.3,134.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:15,56.3,134.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:16,56.3,134.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:17,56.3,135.0,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:19,56.3,135.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:20,56.3,135.4,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:22,56.3,135.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:23,56.3,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:24,56.3,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:26,56.3,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:27,56.3,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:29,56.4,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:30,56.4,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:31,56.4,135.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:33,56.4,135.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:34,56.5,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:36,56.5,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:37,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:38,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:40,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:41,56.6,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:43,56.6,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:44,56.6,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:45,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:47,56.5,135.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:48,56.5,135.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:50,56.5,135.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:51,56.5,135.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:52,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:54,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:55,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:57,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:58,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:41:59,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:1,56.7,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:2,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:4,56.6,135.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:5,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:6,56.6,135.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:8,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:9,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:11,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:12,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:13,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:15,56.5,135.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:16,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:18,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:19,56.5,135.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:20,56.5,135.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:22,56.5,135.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:23,56.5,135.4,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:25,56.5,135.4,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:26,56.5,135.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:27,56.5,135.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:29,56.6,135.2,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:30,56.6,135.1,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:32,56.6,134.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:33,56.6,134.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:34,56.7,134.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:36,56.7,134.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:37,56.7,134.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:39,56.7,134.1,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:40,56.7,134.0,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:41,56.7,134.0,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:43,56.8,133.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:44,56.8,133.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:46,56.8,133.9,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:47,56.8,133.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:48,56.8,133.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:50,56.9,133.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:51,56.9,133.8,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:53,56.9,133.7,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:54,56.9,133.6,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:55,56.9,133.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:57,56.9,133.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:42:58,56.9,133.5,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:0,57.0,133.4,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:1,57.0,133.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:2,56.9,133.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:4,56.9,133.2,1.229807,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:5,56.9,133.3,1.298627,0.793361,TRUE,TRUE,0.7
2015-14-7-7:43:7,56.9,133.4,1.218338,1.184124,TRUE,TRUE,0.7
2015-14-7-7:43:8,56.9,133.4,1.126578,1.20711,TRUE,TRUE,0.7
2015-14-7-7:43:9,56.9,133.5,1.206868,1.253082,TRUE,TRUE,0.7
2015-14-7-7:43:11,57.0,133.7,1.206868,1.264575,TRUE,TRUE,0.7
2015-14-7-7:43:12,57.0,133.7,1.149518,1.218603,TRUE,TRUE,0.7
2015-14-7-7:43:14,57.0,133.8,1.057759,1.115166,TRUE,TRUE,0.7
2015-14-7-7:43:15,57.0,133.9,1.034819,1.195617,TRUE,TRUE,0.7
2015-14-7-7:43:16,57.0,133.9,1.02335,1.20711,TRUE,TRUE,0.7
2015-14-7-7:43:18,57.0,134.0,1.034819,1.20711,TRUE,TRUE,0.7
2015-14-7-7:43:19,57.0,134.0,1.046289,1.20711,TRUE,TRUE,0.7
2015-14-7-7:43:21,57.0,134.1,1.103639,1.184124,TRUE,TRUE,0.7
2015-14-7-7:43:22,57.0,134.2,1.160988,1.126659,TRUE,TRUE,0.7
2015-14-7-7:43:23,57.1,134.3,1.080699,1.057701,TRUE,TRUE,0.7
2015-14-7-7:43:25,57.1,134.4,1.149518,1.09218,TRUE,TRUE,0.7
2015-14-7-7:43:26,57.1,134.4,0.231928,1.034715,TRUE,TRUE,0.7
2015-14-7-7:43:28,57.1,134.5,0.117229,1.138152,TRUE,TRUE,0.7
2015-14-7-7:43:29,57.1,134.6,0.0713494,1.000236,TRUE,TRUE,0.7
2015-14-7-7:43:30,57.1,134.6,0.702193,0.18423,TRUE,TRUE,0.7
2015-14-7-7:43:32,57.1,134.7,0.725133,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:33,57.2,134.9,1.00041,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:35,57.2,135.1,1.103639,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:36,57.2,135.2,1.355976,0.896798,TRUE,TRUE,0.7
2015-14-7-7:43:37,57.2,135.3,1.126578,0.988742,TRUE,TRUE,0.7
2015-14-7-7:43:39,57.2,135.3,1.206868,0.758882,TRUE,TRUE,0.7
2015-14-7-7:43:40,57.1,135.2,1.780362,0.701417,TRUE,TRUE,0.7
2015-14-7-7:43:42,57.1,135.2,0.0598795,1.069194,TRUE,TRUE,0.7
2015-14-7-7:43:43,57.0,135.3,0.014,1.115166,TRUE,TRUE,0.7
2015-14-7-7:43:44,57.0,135.3,0.014,1.034715,TRUE,TRUE,0.7
2015-14-7-7:43:46,57.0,135.3,0.014,0.253189,TRUE,TRUE,0.7
2015-14-7-7:43:47,57.0,135.2,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:49,57.0,135.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:50,57.0,135.2,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:51,57.0,135.2,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:53,57.0,135.2,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:54,57.0,135.2,0.300747,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:56,57.0,135.1,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:57,57.0,135.1,0.117229,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:43:58,57.0,135.0,0.174578,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:0,57.0,135.0,0.151639,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:1,57.0,135.1,0.381036,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:3,57.0,135.2,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:4,56.9,135.2,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:5,56.9,135.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:7,56.9,135.3,0.014,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:8,56.9,135.5,0.828362,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:10,56.9,135.6,1.057759,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:11,57.0,135.6,1.241277,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:12,57.0,135.5,1.206868,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:14,57.0,135.5,1.160988,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:15,57.0,135.5,1.115109,0.954263,TRUE,TRUE,0.7
2015-14-7-7:44:17,57.0,135.6,1.195398,1.218603,TRUE,TRUE,0.7
2015-14-7-7:44:18,57.1,135.6,1.229807,1.230096,TRUE,TRUE,0.7
2015-14-7-7:44:19,57.1,135.6,1.413326,1.264575,TRUE,TRUE,0.7
2015-14-7-7:44:21,57.0,135.7,1.459205,1.138152,TRUE,TRUE,0.7
2015-14-7-7:44:22,57.1,135.7,1.138048,1.138152,TRUE,TRUE,0.7
2015-14-7-7:44:24,57.0,135.6,1.080699,1.126659,TRUE,TRUE,0.7
2015-14-7-7:44:25,57.0,135.6,1.183928,1.310547,TRUE,TRUE,0.7
2015-14-7-7:44:26,57.0,135.6,1.287157,1.448464,TRUE,TRUE,0.7
2015-14-7-7:44:28,57.0,135.6,1.218338,1.103673,TRUE,TRUE,0.7
2015-14-7-7:44:29,57.1,135.6,1.080699,1.057701,TRUE,TRUE,0.7
2015-14-7-7:44:31,57.1,135.6,1.069229,1.161138,TRUE,TRUE,0.7
2015-14-7-7:44:32,57.1,135.6,1.172458,1.241589,TRUE,TRUE,0.7
2015-14-7-7:44:33,57.1,135.6,1.149518,1.161138,TRUE,TRUE,0.7
2015-14-7-7:44:35,57.1,135.6,1.01188,1.057701,TRUE,TRUE,0.7
2015-14-7-7:44:36,57.1,135.6,1.02335,1.034715,TRUE,TRUE,0.7
2015-14-7-7:44:38,57.2,135.6,1.046289,1.034715,TRUE,TRUE,0.7
2015-14-7-7:44:39,57.1,135.4,1.01188,0.988742,TRUE,TRUE,0.7
2015-14-7-7:44:40,57.2,135.3,1.057759,0.850826,TRUE,TRUE,0.7
2015-14-7-7:44:42,57.2,135.1,1.115109,0.977249,TRUE,TRUE,0.7
2015-14-7-7:44:43,57.2,135.1,0.518675,1.011729,TRUE,TRUE,0.7
2015-14-7-7:44:45,57.2,135.0,0.014,1.011729,TRUE,TRUE,0.7
2015-14-7-7:44:46,57.2,134.8,1.080699,1.034715,TRUE,TRUE,0.7
2015-14-7-7:44:47,57.2,134.7,1.642723,1.09218,TRUE,TRUE,0.7
2015-14-7-7:44:49,57.2,134.7,1.677133,0.356626,TRUE,TRUE,0.7
2015-14-7-7:44:50,57.2,134.6,1.619783,3.42e-4,TRUE,TRUE,0.7
2015-14-7-7:44:52,57.2,134.5,1.310097,1.20711,TRUE,TRUE,0.7
2015-14-7-7:44:53,57.2,134.2,1.115109,1.632352,TRUE,TRUE,0.7
2015-14-7-7:44:54,57.2,134.1,1.160988,1.643845,TRUE,TRUE,0.7
2015-14-7-7:44:56,57.2,134.0,1.298627,1.597873,TRUE,TRUE,0.7
2015-14-7-7:44:57,57.2,134.0,1.149518,1.299054,TRUE,TRUE,0.7
2015-14-7-7:44:59,57.3,134.1,0.839831,1.103673,TRUE,TRUE,0.7
2015-14-7-7:45:0,57.2,134.1,1.115109,1.103673,TRUE,TRUE,0.7
2015-14-7-7:45:1,57.3,134.1,1.355976,1.276068,TRUE,TRUE,0.7
2015-14-7-7:45:3,57.3,134.2,1.436265,1.161138,TRUE,TRUE,0.7
2015-14-7-7:45:4,57.3,134.0,1.745952,0.965756,TRUE,TRUE,0.7
2015-14-7-7:45:6,57.3,134.0,1.688603,1.069194,TRUE,TRUE,0.7
2015-14-7-7:45:7,57.3,134.0,1.872121,1.32204,TRUE,TRUE,0.7
2015-14-7-7:45:8,57.3,133.9,1.654193,1.425478,TRUE,TRUE,0.7
2015-14-7-7:45:10,57.3,133.9,1.493615,1.70131,TRUE,TRUE,0.7
2015-14-7-7:45:11,57.4,133.8,1.252747,1.678324,TRUE,TRUE,0.7
2015-14-7-7:45:13,57.4,133.8,1.057759,1.862213,TRUE,TRUE,0.7
2015-14-7-7:45:14,57.4,133.8,1.00041,1.689817,TRUE,TRUE,0.7
2015-14-7-7:45:15,57.4,133.8,1.057759,1.517422,TRUE,TRUE,0.7
2015-14-7-7:45:17,57.4,133.8,1.424795,1.287561,TRUE,TRUE,0.7
2015-14-7-7:45:18,57.4,133.8,1.172458,1.103673,TRUE,TRUE,0.7
2015-14-7-7:45:20,57.4,133.8,1.138048,1.034715,TRUE,TRUE,0.7
2015-14-7-7:45:21,57.4,133.9,1.310097,1.069194,TRUE,TRUE,0.7
2015-14-7-7:45:22,57.5,133.9,1.470675,1.425478,TRUE,TRUE,0.7
2015-14-7-7:45:24,57.4,133.8,1.413326,1.20711,TRUE,TRUE,0.7
2015-14-7-7:45:25,57.4,133.7,1.172458,1.161138,TRUE,TRUE,0.7
2015-14-7-7:45:27,57.4,133.9,1.172458,1.333533,TRUE,TRUE,0.7
2015-14-7-7:45:28,57.4,133.9,1.298627,1.47145,TRUE,TRUE,0.7
2015-14-7-7:45:29,57.5,134.0,1.447735,1.379506,TRUE,TRUE,0.7
2015-14-7-7:45:31,57.5,134.2,1.447735,1.149645,TRUE,TRUE,0.7
2015-14-7-7:45:32,57.5,134.4,1.424795,1.172631,TRUE,TRUE,0.7
2015-14-7-7:45:34,57.5,134.4,1.436265,1.287561,TRUE,TRUE,0.7
2015-14-7-7:45:35,57.4,134.5,1.459205,1.436971,TRUE,TRUE,0.7
2015-14-7-7:45:36,57.5,134.7,1.459205,1.436971,TRUE,TRUE,0.7
2015-14-7-7:45:38,57.5,134.7,1.482145,1.402492,TRUE,TRUE,0.7
2015-14-7-7:45:39,57.5,134.8,1.505085,1.413985,TRUE,TRUE,0.7
2015-14-7-7:45:41,57.5,134.8,1.413326,1.402492,TRUE,TRUE,0.7
2015-14-7-7:45:42,57.5,134.8,1.436265,1.402492,TRUE,TRUE,0.7
2015-14-7-7:45:43,57.5,134.9,1.333036,1.436971,TRUE,TRUE,0.7
2015-14-7-7:45:45,57.5,134.9,1.355976,1.448464,TRUE,TRUE,0.7
2015-14-7-7:45:46,57.5,134.9,1.482145,1.368012,TRUE,TRUE,0.7
2015-14-7-7:45:48,57.5,134.9,1.424795,1.379506,TRUE,TRUE,0.7
2015-14-7-7:45:49,57.5,135.0,1.275687,1.299054,TRUE,TRUE,0.7
2015-14-7-7:45:50,57.5,135.1,1.115109,1.345026,TRUE,TRUE,0.7
2015-14-7-7:45:52,57.5,135.3,1.275687,1.47145,TRUE,TRUE,0.7
2015-14-7-7:45:53,57.5,135.3,1.470675,1.390998,TRUE,TRUE,0.7
2015-14-7-7:45:55,57.5,135.3,1.459205,1.218603,TRUE,TRUE,0.7
2015-14-7-7:45:56,57.6,135.2,1.344506,1.138152,TRUE,TRUE,0.7
2015-14-7-7:45:57,57.6,135.3,1.333036,1.310547,TRUE,TRUE,0.7
2015-14-7-7:45:59,57.6,135.4,1.390386,1.47145,TRUE,TRUE,0.7
2015-14-7-7:46:0,57.6,135.5,1.459205,1.482943,TRUE,TRUE,0.7
2015-14-7-7:46:2,57.6,135.6,1.424795,1.356519,TRUE,TRUE,0.7
2015-14-7-7:46:3,57.6,135.6,1.459205,1.32204,TRUE,TRUE,0.7
2015-14-7-7:46:4,57.6,135.7,1.459205,1.379506,TRUE,TRUE,0.7
2015-14-7-7:46:6,57.7,135.8,1.447735,1.459957,TRUE,TRUE,0.7
2015-14-7-7:46:7,57.7,135.8,1.355976,1.436971,TRUE,TRUE,0.7
2015-14-7-7:46:9,57.7,135.9,1.424795,1.413985,TRUE,TRUE,0.7
2015-14-7-7:46:10,57.7,135.9,1.424795,1.436971,TRUE,TRUE,0.7
2015-14-7-7:46:11,57.7,136.0,1.333036,1.425478,TRUE,TRUE,0.7
2015-14-7-7:46:13,57.7,136.0,1.264217,1.345026,TRUE,TRUE,0.7
2015-14-7-7:46:14,57.7,136.0,1.344506,1.47145,TRUE,TRUE,0.7
2015-14-7-7:46:16,57.7,136.0,1.390386,1.425478,TRUE,FALSE,0.7
2015-14-7-7:46:17,57.7,135.8,1.355976,1.345026,TRUE,FALSE,0.7
2015-14-7-7:46:18,57.7,135.7,1.310097,1.32204,TRUE,FALSE,0.7
2015-14-7-7:46:20,57.7,135.6,1.321566,1.264575,TRUE,FALSE,0.7
2015-14-7-7:46:21,57.7,135.5,1.367446,1.241589,TRUE,FALSE,0.7
2015-14-7-7:46:23,57.7,135.5,1.401856,1.390998,TRUE,FALSE,0.7
2015-14-7-7:46:24,57.8,135.4,1.505085,1.345026,TRUE,FALSE,0.7
2015-14-7-7:46:25,57.8,135.3,1.528024,1.333533,TRUE,FALSE,0.7
2015-14-7-7:46:27,57.8,135.3,1.436265,1.390998,TRUE,FALSE,0.7
2015-14-7-7:46:28,57.9,135.3,1.390386,1.390998,TRUE,FALSE,0.7
2015-14-7-7:46:30,57.9,135.2,1.333036,1.482943,TRUE,FALSE,0.7
2015-14-7-7:46:31,58.0,135.1,1.470675,1.528915,TRUE,FALSE,0.7
2015-14-7-7:46:32,58.0,134.9,1.654193,1.459957,TRUE,FALSE,0.7
2015-14-7-7:46:34,58.0,134.7,1.780362,1.413985,TRUE,FALSE,0.7
2015-14-7-7:46:35,58.0,134.7,1.94094,1.345026,TRUE,FALSE,0.7
2015-14-7-7:46:37,58.0,134.6,1.745952,1.448464,TRUE,FALSE,0.7
2015-14-7-7:46:38,58.0,134.5,1.516554,1.666831,TRUE,FALSE,0.7
2015-14-7-7:46:39,58.0,134.4,1.424795,1.770268,TRUE,FALSE,0.7
2015-14-7-7:46:41,58.0,134.3,1.436265,1.896692,TRUE,FALSE,0.7
2015-14-7-7:46:42,58.0,134.1,1.390386,1.873706,TRUE,FALSE,0.7
2015-14-7-7:46:44,58.0,134.1,1.264217,1.632352,TRUE,FALSE,0.7
2015-14-7-7:46:45,58.0,134.0,1.149518,1.459957,TRUE,FALSE,0.7
2015-14-7-7:46:46,58.0,134.0,1.241277,1.436971,TRUE,FALSE,0.7
2015-14-7-7:46:48,58.0,134.0,1.264217,1.390998,TRUE,FALSE,5.0
2015-14-7-7:46:49,58.0,134.2,1.172458,1.276068,TRUE,FALSE,5.0
2015-14-7-7:46:51,58.0,134.3,1.115109,1.138152,TRUE,FALSE,5.0
2015-14-7-7:46:52,58.0,134.5,1.413326,1.253082,TRUE,FALSE,5.0
2015-14-7-7:46:53,58.0,134.6,1.493615,1.126659,TRUE,FALSE,5.0
2015-14-7-7:46:55,58.0,134.7,1.596844,1.402492,TRUE,FALSE,5.0
2015-14-7-7:46:56,58.0,134.9,1.413326,1.459957,TRUE,FALSE,5.0
2015-14-7-7:46:58,58.0,135.0,1.298627,1.574887,TRUE,FALSE,5.0
2015-14-7-7:46:59,58.0,134.9,1.367446,1.448464,TRUE,FALSE,5.0
2015-14-7-7:47:0,58.0,134.8,1.252747,1.264575,TRUE,FALSE,5.0
2015-14-7-7:47:2,58.0,134.8,1.275687,1.356519,TRUE,FALSE,5.0
2015-14-7-7:47:3,58.0,134.8,1.206868,1.230096,TRUE,FALSE,5.0
2015-14-7-7:47:5,58.0,134.9,1.252747,1.241589,TRUE,FALSE,5.0
2015-14-7-7:47:6,58.0,134.9,1.585374,1.195617,TRUE,FALSE,5.0
2015-14-7-7:47:7,58.0,134.9,1.860651,1.20711,TRUE,FALSE,5.0
2015-14-7-7:47:9,58.0,134.9,1.264217,1.505929,TRUE,FALSE,5.0
2015-14-7-7:47:10,58.1,134.9,1.310097,1.655338,TRUE,FALSE,5.0
2015-14-7-7:47:12,58.1,135.0,1.333036,1.287561,TRUE,FALSE,5.0
2015-14-7-7:47:13,58.1,135.0,1.333036,1.276068,TRUE,FALSE,5.0
2015-14-7-7:47:14,58.1,135.0,1.298627,1.299054,TRUE,FALSE,5.0
2015-14-7-7:47:16,58.1,135.1,1.642723,1.32204,TRUE,FALSE,5.0
2015-14-7-7:47:17,58.1,135.3,1.688603,1.299054,TRUE,FALSE,5.0
2015-14-7-7:47:19,58.1,135.3,1.390386,1.609366,TRUE,FALSE,5.0
2015-14-7-7:47:20,58.1,135.4,1.516554,1.747282,TRUE,FALSE,5.0
2015-14-7-7:47:21,58.1,135.6,1.700073,1.482943,TRUE,FALSE,5.0
2015-14-7-7:47:23,58.2,135.6,1.298627,1.310547,TRUE,FALSE,5.0
2015-14-7-7:47:24,58.1,135.6,1.057759,1.505929,TRUE,FALSE,5.0
2015-14-7-7:47:26,58.1,135.6,0.98894,1.32204,TRUE,FALSE,5.0
2015-14-7-7:47:27,58.1,135.6,1.264217,1.103673,TRUE,FALSE,5.0
2015-14-7-7:47:28,58.1,135.5,1.619783,0.965756,TRUE,FALSE,5.0
2015-14-7-7:47:30,58.1,135.4,1.872121,1.080687,TRUE,FALSE,5.0
2015-14-7-7:47:31,58.2,135.3,1.814771,1.574887,TRUE,FALSE,5.0
2015-14-7-7:47:33,58.2,135.3,1.355976,1.896692,TRUE,FALSE,5.0
2015-14-7-7:47:34,58.2,135.2,1.172458,1.781762,TRUE,FALSE,5.0
2015-14-7-7:47:35,58.2,135.1,1.057759,1.356519,TRUE,FALSE,5.0
2015-14-7-7:47:37,58.2,135.1,1.195398,1.20711,TRUE,FALSE,5.0
2015-14-7-7:47:38,58.2,135.0,2.778241,1.034715,TRUE,FALSE,5.0
2015-14-7-7:47:40,58.2,135.0,1.665663,1.046208,TRUE,FALSE,5.0
2015-14-7-7:47:41,58.2,135.0,1.550964,1.161138,TRUE,FALSE,5.0
2015-14-7-7:47:42,58.2,135.0,1.516554,1.345026,TRUE,FALSE,5.0
2015-14-7-7:47:44,58.3,135.0,1.470675,1.47145,TRUE,FALSE,5.0
2015-14-7-7:47:45,58.3,134.9,1.470675,1.459957,TRUE,FALSE,5.0
2015-14-7-7:47:47,58.3,134.9,1.470675,1.459957,TRUE,FALSE,5.0
2015-14-7-7:47:48,58.3,134.9,1.470675,1.459957,TRUE,FALSE,5.0
2015-14-7-7:47:49,58.3,134.9,1.470675,1.459957,TRUE,FALSE,5.0
2015-14-7-7:47:51,58.3,134.9,1.459205,1.459957,TRUE,FALSE,0.75
2015-14-7-7:47:52,58.2,134.9,1.493615,1.436971,TRUE,FALSE,0.75
2015-14-7-7:47:54,58.3,135.0,0.702193,1.482943,TRUE,FALSE,0.75
2015-14-7-7:47:55,58.3,135.0,0.266337,0.0348211,TRUE,FALSE,0.75
2015-14-7-7:47:56,58.3,135.0,1.780362,3.42e-4,TRUE,FALSE,0.75
2015-14-7-7:47:58,58.3,135.0,1.596844,3.42e-4,TRUE,FALSE,0.75
2015-14-7-7:47:59,58.3,135.0,1.298627,1.459957,TRUE,FALSE,0.75
2015-14-7-7:48:1,58.3,135.0,1.126578,1.885199,TRUE,FALSE,0.75
2015-14-7-7:48:2,58.3,134.9,1.02335,1.919678,TRUE,FALSE,0.75
2015-14-7-7:48:3,58.3,134.9,0.98894,1.574887,TRUE,FALSE,0.75
2015-14-7-7:48:5,58.4,134.8,1.057759,1.287561,TRUE,FALSE,0.75
2015-14-7-7:48:6,58.4,134.8,1.046289,1.126659,TRUE,FALSE,0.75
2015-14-7-7:48:8,58.4,134.7,1.126578,1.023222,TRUE,FALSE,0.75
2015-14-7-7:48:9,58.4,134.7,1.275687,0.758882,TRUE,FALSE,0.75
2015-14-7-7:48:10,58.4,134.6,1.241277,1.011729,TRUE,FALSE,0.75
2015-14-7-7:48:12,58.4,134.6,1.183928,1.011729,TRUE,FALSE,0.75
2015-14-7-7:48:13,58.4,134.7,1.172458,1.069194,TRUE,FALSE,0.75
