time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MARCHA,PARO,VELOCIDAD
2015-13-7-16:6:19,61.7,134.8,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:20,61.7,134.7,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:21,61.7,134.6,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:23,61.7,134.5,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:24,61.7,134.5,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:26,61.7,134.5,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:27,61.7,134.5,1.218338,0.781868,TRUE,TRUE,0.75
2015-13-7-16:6:29,61.8,134.4,1.264217,1.230096,TRUE,TRUE,0.75
2015-13-7-16:6:30,61.8,134.2,1.401856,1.103673,TRUE,TRUE,0.75
2015-13-7-16:6:31,61.8,134,1.401856,1.057701,TRUE,TRUE,0.75
2015-13-7-16:6:33,61.8,134,1.344506,1.287561,TRUE,TRUE,0.75
2015-13-7-16:6:34,61.8,133.9,1.287157,1.482943,TRUE,TRUE,0.75
2015-13-7-16:6:36,61.8,133.9,1.241277,1.494436,TRUE,TRUE,0.75
2015-13-7-16:6:37,61.9,134,1.183928,1.413985,TRUE,TRUE,0.75
2015-13-7-16:6:38,61.8,134,1.092169,1.287561,TRUE,TRUE,0.75
2015-13-7-16:6:40,61.9,134,1.034819,1.161138,TRUE,TRUE,0.75
2015-13-7-16:6:41,61.9,134,1.057759,1.080687,TRUE,TRUE,0.75
2015-13-7-16:6:43,61.9,134,1.034819,1.011729,TRUE,TRUE,0.75
2015-13-7-16:6:44,61.9,133.7,1.057759,0.965756,TRUE,TRUE,0.75
2015-13-7-16:6:46,61.9,133.6,1.115109,0.540514,TRUE,TRUE,0.75
2015-13-7-16:6:47,61.9,133.2,1.149518,0.0463141,TRUE,TRUE,0.75
2015-13-7-16:6:48,61.9,132.9,1.080699,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:50,61.9,132.6,1.034819,0.000342,TRUE,TRUE,0.75
2015-13-7-16:6:51,62,132.6,1.103639,0.816347,TRUE,TRUE,0.75
2015-13-7-16:6:53,62,132.3,1.092169,1.046208,TRUE,TRUE,0.75
2015-13-7-16:6:54,62,132.1,1.149518,1.080687,TRUE,TRUE,0.75
2015-13-7-16:6:55,62,132,1.241277,1.103673,TRUE,TRUE,0.75
2015-13-7-16:6:57,62,131.9,1.321566,1.09218,TRUE,TRUE,0.75
2015-13-7-16:6:58,62,131.8,1.310097,1.034715,TRUE,TRUE,0.75
2015-13-7-16:7:0,62,131.7,1.310097,1.000236,TRUE,TRUE,0.75
2015-13-7-16:7:1,62,131.6,1.378916,1.126659,TRUE,TRUE,0.75
2015-13-7-16:7:2,62,131.6,1.608313,1.195617,TRUE,TRUE,0.75
2015-13-7-16:7:4,62,131.5,1.918,1.195617,TRUE,TRUE,0.75
2015-13-7-16:7:5,62,131.5,1.493615,1.184124,TRUE,TRUE,0.75
2015-13-7-16:7:7,62.1,131.5,1.654193,1.241589,TRUE,TRUE,0.75
2015-13-7-16:7:8,62.1,131.3,1.711542,1.482943,TRUE,TRUE,0.75
2015-13-7-16:7:9,62,131.2,1.654193,1.597873,TRUE,TRUE,0.75
2015-13-7-16:7:11,62,131.1,1.539494,1.563394,TRUE,TRUE,0.75
2015-13-7-16:7:12,62,131,1.482145,1.678324,TRUE,TRUE,0.75
2015-13-7-16:7:14,62,130.9,1.390386,1.632352,TRUE,TRUE,0.75
2015-13-7-16:7:15,62,130.9,1.333036,1.655338,TRUE,TRUE,0.75
2015-13-7-16:7:16,62,130.9,1.298627,1.620859,TRUE,TRUE,0.75
2015-13-7-16:7:18,62,130.9,1.241277,1.528915,TRUE,TRUE,0.75
2015-13-7-16:7:19,62,130.7,1.241277,1.413985,TRUE,TRUE,0.75
2015-13-7-16:7:21,62,130.7,1.206868,1.345026,TRUE,TRUE,0.75
2015-13-7-16:7:22,62,130.5,1.241277,1.253082,TRUE,TRUE,0.75
2015-13-7-16:7:23,62,130.4,1.275687,1.195617,TRUE,TRUE,0.75
2015-13-7-16:7:25,62,130.2,1.287157,1.20711,TRUE,TRUE,0.75
2015-13-7-16:7:26,62,130.2,1.264217,1.126659,TRUE,TRUE,0.75
2015-13-7-16:7:28,62,130.1,1.229807,1.126659,TRUE,TRUE,0.75
2015-13-7-16:7:29,62,130.1,1.241277,1.149645,TRUE,TRUE,0.75
2015-13-7-16:7:30,62,130.2,1.390386,1.161138,TRUE,TRUE,0.75
2015-13-7-16:7:32,62,130.2,1.608313,1.172631,TRUE,TRUE,0.75
2015-13-7-16:7:33,62,130.2,1.677133,1.161138,TRUE,TRUE,0.75
2015-13-7-16:7:35,62,130,1.757422,1.184124,TRUE,TRUE,0.75
2015-13-7-16:7:36,62,129.9,1.734482,1.32204,TRUE,TRUE,0.75
2015-13-7-16:7:37,62,129.8,1.654193,1.494436,TRUE,TRUE,0.75
2015-13-7-16:7:39,62.1,129.7,1.619783,1.643845,TRUE,TRUE,0.75
2015-13-7-16:7:40,62.1,129.7,1.596844,1.747282,TRUE,TRUE,0.75
2015-13-7-16:7:42,62.1,129.6,1.585374,1.735789,TRUE,TRUE,0.75
2015-13-7-16:7:43,62.1,129.6,1.516554,1.643845,TRUE,TRUE,0.75
2015-13-7-16:7:44,62.1,129.5,1.367446,1.58638,TRUE,TRUE,0.75
2015-13-7-16:7:46,62.1,129.4,1.252747,1.551901,TRUE,TRUE,0.75
2015-13-7-16:7:47,62.2,129.4,1.206868,1.482943,TRUE,TRUE,0.75
2015-13-7-16:7:49,62.2,129.4,1.206868,1.459957,TRUE,TRUE,0.75
2015-13-7-16:7:50,62.2,129.5,1.355976,1.345026,TRUE,TRUE,0.75
2015-13-7-16:7:51,62.2,129.6,1.539494,1.241589,TRUE,TRUE,0.75
2015-13-7-16:7:53,62.3,129.8,1.723012,1.20711,TRUE,TRUE,0.75
2015-13-7-16:7:54,62.3,129.9,1.780362,1.195617,TRUE,TRUE,0.75
2015-13-7-16:7:56,62.3,130.1,1.745952,1.32204,TRUE,TRUE,0.75
2015-13-7-16:7:57,62.3,130.4,1.723012,1.448464,TRUE,TRUE,0.75
2015-13-7-16:7:58,62.3,130.6,1.654193,1.574887,TRUE,TRUE,0.75
2015-13-7-16:8:0,62.3,130.7,1.550964,1.620859,TRUE,TRUE,0.75
2015-13-7-16:8:1,62.3,130.7,1.516554,1.563394,TRUE,TRUE,0.75
2015-13-7-16:8:3,62.3,130.8,1.539494,1.551901,TRUE,TRUE,0.75
2015-13-7-16:8:4,62.3,130.8,1.619783,1.505929,TRUE,TRUE,0.75
2015-13-7-16:8:5,62.3,130.7,1.562434,1.425478,TRUE,TRUE,0.75
2015-13-7-16:8:7,62.2,130.8,1.447735,1.413985,TRUE,TRUE,0.75
2015-13-7-16:8:8,62.2,130.9,1.654193,1.459957,TRUE,TRUE,0.75
2015-13-7-16:8:10,62.2,131,1.677133,1.551901,TRUE,TRUE,0.75
2015-13-7-16:8:11,62.2,130.9,1.596844,1.563394,TRUE,TRUE,0.75
2015-13-7-16:8:13,62.1,130.9,1.665663,1.459957,TRUE,TRUE,0.75
2015-13-7-16:8:14,62.1,130.7,1.998289,1.712803,TRUE,TRUE,0.75
2015-13-7-16:8:15,62.1,130.6,2.112988,1.712803,TRUE,TRUE,0.75
2015-13-7-16:8:17,62.1,130.8,2.055639,1.689817,TRUE,TRUE,0.75
2015-13-7-16:8:18,62.1,130.8,1.918,1.816241,TRUE,TRUE,0.75
2015-13-7-16:8:20,62.1,131.1,1.757422,2.184017,TRUE,TRUE,0.75
2015-13-7-16:8:21,62.1,131.2,1.700073,2.161031,TRUE,TRUE,0.75
2015-13-7-16:8:22,62.1,131.4,1.734482,2.046101,TRUE,TRUE,0.75
2015-13-7-16:8:24,62.1,131.5,1.780362,2.000129,TRUE,TRUE,0.75
2015-13-7-16:8:25,62.1,131.7,1.768892,1.885199,TRUE,TRUE,0.75
2015-13-7-16:8:27,62.1,132,1.688603,1.666831,TRUE,TRUE,0.75
2015-13-7-16:8:28,62.1,132.1,1.596844,1.689817,TRUE,TRUE,0.75
2015-13-7-16:8:29,62.1,132.2,1.528024,1.747282,TRUE,TRUE,0.75
2015-13-7-16:8:31,62.2,132.5,1.516554,1.758775,TRUE,TRUE,0.75
2015-13-7-16:8:32,62.2,132.8,1.757422,1.655338,TRUE,TRUE,0.75
2015-13-7-16:8:34,62.2,133.2,1.642723,1.597873,TRUE,TRUE,0.75
2015-13-7-16:8:35,62.2,133.4,1.585374,1.551901,TRUE,TRUE,0.75
2015-13-7-16:8:36,62.2,133.7,1.505085,1.643845,TRUE,TRUE,0.75
2015-13-7-16:8:38,62.2,133.9,0.358096,0.414091,TRUE,TRUE,0.75
2015-13-7-16:8:39,62.1,134,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:41,62.1,134.1,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:42,62.1,134.2,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:43,62.1,134.2,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:45,62.1,134.3,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:46,62.1,134.4,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:48,62.1,134.6,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:49,62.2,135,1.080699,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:50,62.2,135.2,1.803301,1.161138,TRUE,TRUE,0.75
2015-13-7-16:8:52,62.2,135.2,1.849181,1.413985,TRUE,TRUE,0.75
2015-13-7-16:8:53,62.2,135.2,1.723012,1.046208,TRUE,TRUE,0.75
2015-13-7-16:8:55,62.2,135.1,0.140169,0.0578071,TRUE,TRUE,0.75
2015-13-7-16:8:56,62.2,135,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:57,62.2,135,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:8:59,62.2,135,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:0,62.3,134.9,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:2,62.3,134.7,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:3,62.3,134.6,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:4,62.3,134.6,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:6,62.2,134.7,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:7,62.2,134.8,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:9,62.2,134.9,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:10,62.2,135,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:11,62.2,135.1,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:13,62.2,135.2,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:14,62.2,135.2,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:16,62.2,135.3,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:17,62.2,135.3,0.014,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:18,62.2,135.5,1.791832,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:20,62.2,135.6,1.723012,0.000342,TRUE,TRUE,0.75
2015-13-7-16:9:21,62.2,135.6,1.206868,0.885305,TRUE,TRUE,0.75
2015-13-7-16:9:23,62.2,135.7,1.654193,1.390998,TRUE,TRUE,0.75
2015-13-7-16:9:24,62.2,135.8,1.608313,1.448464,TRUE,TRUE,0.75
2015-13-7-16:9:25,62.2,136,1.700073,1.448464,TRUE,TRUE,0.75
2015-13-7-16:9:27,62.2,136,1.550964,1.517422,TRUE,TRUE,0.75
2015-13-7-16:9:28,62.2,135.9,1.459205,1.551901,TRUE,TRUE,0.75
2015-13-7-16:9:30,62.2,135.8,1.436265,1.505929,TRUE,TRUE,0.75
2015-13-7-16:9:31,62.2,135.6,1.378916,1.597873,TRUE,TRUE,0.75
2015-13-7-16:9:32,62.2,135.6,1.333036,1.620859,TRUE,TRUE,0.75
2015-13-7-16:9:34,62.2,135.5,1.241277,1.58638,TRUE,TRUE,0.75
2015-13-7-16:9:35,62.2,135.5,1.310097,1.494436,TRUE,TRUE,0.75
2015-13-7-16:9:37,62.2,135.6,1.172458,1.425478,TRUE,TRUE,0.75
2015-13-7-16:9:38,62.2,135.6,1.138048,1.345026,TRUE,TRUE,0.75
2015-13-7-16:9:39,62.2,135.7,1.115109,1.264575,TRUE,TRUE,0.75
2015-13-7-16:9:41,62.3,135.6,1.115109,1.368012,TRUE,TRUE,0.75
2015-13-7-16:9:42,62.3,135.5,1.160988,1.184124,TRUE,TRUE,0.75
2015-13-7-16:9:44,62.3,135.5,1.160988,1.138152,TRUE,TRUE,0.75
2015-13-7-16:9:45,62.3,135.5,1.459205,1.126659,TRUE,TRUE,0.75
2015-13-7-16:9:46,62.3,135.4,1.080699,1.126659,TRUE,TRUE,0.75
2015-13-7-16:9:48,62.3,135.4,1.183928,1.126659,TRUE,TRUE,0.75
2015-13-7-16:9:49,62.3,135.5,1.401856,1.126659,TRUE,TRUE,0.75
2015-13-7-16:9:51,62.2,135.5,1.849181,1.161138,TRUE,TRUE,0.75
2015-13-7-16:9:52,62.2,135.5,1.780362,1.195617,TRUE,TRUE,0.75
2015-13-7-16:9:54,62.2,135.5,1.688603,1.264575,TRUE,TRUE,0.75
2015-13-7-16:9:55,62.2,135.4,1.665663,1.425478,TRUE,TRUE,0.75
2015-13-7-16:9:56,62.2,135.3,1.711542,1.816241,TRUE,TRUE,0.75
2015-13-7-16:9:58,62.2,135.3,1.700073,1.804748,TRUE,TRUE,0.75
2015-13-7-16:9:59,62.3,135.3,1.654193,1.666831,TRUE,TRUE,0.75
2015-13-7-16:10:1,62.3,135.1,1.665663,1.551901,TRUE,TRUE,0.75
2015-13-7-16:10:2,62.4,135,1.757422,1.505929,TRUE,TRUE,0.75
2015-13-7-16:10:3,62.4,134.7,1.791832,1.632352,TRUE,TRUE,0.75
2015-13-7-16:10:5,62.4,134.4,1.860651,1.793254,TRUE,TRUE,0.75
2015-13-7-16:10:6,62.4,134.1,1.872121,1.816241,TRUE,TRUE,0.75
2015-13-7-16:10:8,62.5,134,1.860651,1.816241,TRUE,TRUE,0.75
2015-13-7-16:10:9,62.5,133.7,1.826241,1.793254,TRUE,TRUE,0.75
2015-13-7-16:10:10,62.5,133.6,1.860651,1.827734,TRUE,TRUE,0.75
2015-13-7-16:10:12,62.5,133.4,1.791832,1.931171,TRUE,TRUE,0.75
2015-13-7-16:10:13,62.5,133.3,1.791832,2.011622,TRUE,TRUE,0.75
2015-13-7-16:10:15,62.5,133.1,1.665663,1.977143,TRUE,TRUE,0.75
2015-13-7-16:10:16,62.5,132.9,1.539494,1.988636,TRUE,TRUE,0.75
2015-13-7-16:10:17,62.6,132.8,1.447735,1.896692,TRUE,TRUE,0.75
2015-13-7-16:10:19,62.6,132.7,1.378916,1.804748,TRUE,TRUE,0.75
2015-13-7-16:10:20,62.6,132.6,1.344506,1.666831,TRUE,TRUE,0.2
2015-13-7-16:10:22,62.6,132.5,1.333036,1.632352,TRUE,TRUE,0.2
2015-13-7-16:10:23,62.6,132.4,1.333036,1.632352,TRUE,TRUE,0.2
2015-13-7-16:10:24,62.6,132.3,1.321566,1.620859,TRUE,TRUE,0.2
2015-13-7-16:10:26,62.6,132.3,1.321566,1.609366,TRUE,TRUE,0.2
2015-13-7-16:10:27,62.7,132.2,1.321566,1.609366,TRUE,TRUE,0.4
2015-13-7-16:10:29,62.7,132.1,1.321566,1.609366,TRUE,TRUE,0.4
2015-13-7-16:10:30,62.7,132,1.321566,1.609366,TRUE,TRUE,0.4
2015-13-7-16:10:31,62.7,132,1.321566,1.609366,TRUE,TRUE,0.4
2015-13-7-16:10:33,62.7,132,1.321566,1.609366,TRUE,TRUE,0.4
2015-13-7-16:10:34,62.7,132,1.321566,1.609366,TRUE,TRUE,0.6
2015-13-7-16:10:36,62.7,132,1.310097,1.58638,TRUE,TRUE,0.6
2015-13-7-16:10:37,62.7,132,1.287157,1.517422,TRUE,TRUE,0.6
2015-13-7-16:10:38,62.7,132,1.298627,1.482943,TRUE,TRUE,0.6
2015-13-7-16:10:40,62.7,132,1.344506,1.482943,TRUE,TRUE,0.6
2015-13-7-16:10:41,62.7,132,1.390386,1.436971,TRUE,TRUE,0.6
2015-13-7-16:10:43,62.7,132,1.516554,1.390998,TRUE,TRUE,0.6
2015-13-7-16:10:44,62.7,132.1,1.849181,1.379506,TRUE,TRUE,0.6
2015-13-7-16:10:45,62.7,132.2,1.92947,1.390998,TRUE,TRUE,0.6
2015-13-7-16:10:47,62.7,132.3,1.90653,1.436971,TRUE,TRUE,0.6
2015-13-7-16:10:48,62.7,132.4,1.895061,1.540408,TRUE,TRUE,0.6
2015-13-7-16:10:50,62.7,132.6,1.860651,1.827734,TRUE,TRUE,0.6
2015-13-7-16:10:51,62.7,132.7,1.826241,2.023115,TRUE,TRUE,0.6
2015-13-7-16:10:52,62.7,132.8,1.837711,2.023115,TRUE,TRUE,0.6
2015-13-7-16:10:54,62.7,133,1.895061,2.023115,TRUE,TRUE,0.6
2015-13-7-16:10:55,62.7,133.2,1.97535,2.011622,TRUE,TRUE,0.6
2015-13-7-16:10:57,62.7,133.5,2.044169,2.000129,TRUE,TRUE,0.6
2015-13-7-16:10:58,62.7,133.5,2.067109,1.96565,TRUE,TRUE,0.6
2015-13-7-16:10:59,62.7,133.6,2.078579,1.908185,TRUE,TRUE,0.6
2015-13-7-16:11:1,62.7,133.7,2.078579,1.885199,TRUE,TRUE,0.6
2015-13-7-16:11:2,62.7,133.9,2.044169,1.85072,TRUE,TRUE,0.6
2015-13-7-16:11:4,62.7,134.2,2.055639,1.862213,TRUE,TRUE,0.6
2015-13-7-16:11:5,62.7,134.5,2.067109,1.885199,TRUE,TRUE,0.6
2015-13-7-16:11:7,62.7,134.7,2.044169,1.896692,TRUE,TRUE,0.6
2015-13-7-16:11:8,62.7,135,2.009759,1.919678,TRUE,TRUE,0.6
2015-13-7-16:11:9,62.6,135.3,1.95241,1.954157,TRUE,TRUE,0.6
2015-13-7-16:11:11,62.6,135.6,1.883591,2.011622,TRUE,TRUE,0.6
2015-13-7-16:11:12,62.6,135.7,1.860651,2.000129,TRUE,TRUE,0.6
2015-13-7-16:11:14,62.6,135.8,1.826241,1.954157,TRUE,TRUE,0.6
2015-13-7-16:11:15,62.6,135.8,1.745952,1.85072,TRUE,TRUE,0.6
2015-13-7-16:11:16,62.6,135.7,1.665663,1.862213,TRUE,TRUE,0.6
2015-13-7-16:11:18,62.6,135.7,1.642723,1.804748,TRUE,TRUE,0.6
2015-13-7-16:11:19,62.6,135.6,1.631253,1.804748,TRUE,TRUE,0.6
2015-13-7-16:11:21,62.6,135.8,1.665663,1.793254,TRUE,TRUE,0.6
2015-13-7-16:11:22,62.6,135.8,0.0942892,0.103779,TRUE,TRUE,0.6
2015-13-7-16:11:23,62.6,135.8,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:25,62.6,135.8,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:26,62.6,135.7,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:28,62.5,135.5,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:29,62.5,135.5,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:31,62.5,135.5,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:32,62.5,135.6,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:33,62.5,135.6,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:35,62.5,135.6,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:36,62.5,135.6,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:38,62.5,135.6,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:39,62.5,135.5,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:40,62.5,135.4,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:42,62.5,135.4,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:43,62.5,135.4,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:45,62.5,135.3,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:46,62.5,135.3,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:47,62.5,135.3,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:49,62.5,135.3,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:50,62.5,135.6,0.014,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:52,62.5,135.7,1.424795,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:53,62.5,136,1.654193,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:54,62.5,136,1.837711,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:56,62.5,136,1.642723,0.000342,TRUE,TRUE,0.6
2015-13-7-16:11:57,62.5,135.9,1.642723,1.563394,TRUE,TRUE,0.6
2015-13-7-16:11:59,62.5,135.9,1.642723,1.528915,TRUE,TRUE,0.6
2015-13-7-16:12:0,62.5,135.8,1.768892,1.540408,TRUE,TRUE,0.6
2015-13-7-16:12:1,62.5,135.7,1.849181,1.563394,TRUE,TRUE,0.6
2015-13-7-16:12:3,62.4,135.6,1.700073,1.597873,TRUE,TRUE,0.6
2015-13-7-16:12:4,62.4,135.6,1.516554,1.632352,TRUE,TRUE,0.6
2015-13-7-16:12:6,62.4,135.4,1.470675,1.666831,TRUE,TRUE,0.6
2015-13-7-16:12:7,62.4,135.4,1.436265,1.735789,TRUE,TRUE,0.6
2015-13-7-16:12:8,62.4,135.2,1.459205,1.827734,TRUE,TRUE,0.6
2015-13-7-16:12:10,62.4,135.1,1.516554,1.724296,TRUE,TRUE,0.6
2015-13-7-16:12:11,62.4,134.8,1.516554,1.609366,TRUE,TRUE,0.6
2015-13-7-16:12:13,62.4,134.7,1.505085,1.413985,TRUE,TRUE,0.6
2015-13-7-16:12:14,62.4,134.6,1.562434,1.333533,TRUE,TRUE,0.6
2015-13-7-16:12:15,62.5,134.5,1.642723,1.413985,TRUE,TRUE,0.6
2015-13-7-16:12:17,62.5,134.4,1.642723,1.459957,TRUE,TRUE,0.6
2015-13-7-16:12:18,62.5,134.2,1.654193,1.47145,TRUE,TRUE,0
2015-13-7-16:12:20,62.5,134.1,1.654193,1.47145,TRUE,TRUE,0
2015-13-7-16:12:21,62.5,134.1,1.654193,1.47145,TRUE,FALSE,0
2015-13-7-16:12:22,62.5,134,1.654193,1.47145,TRUE,FALSE,0
2015-13-7-16:12:24,62.5,133.7,1.654193,1.47145,TRUE,FALSE,0
2015-13-7-16:12:25,62.5,133.5,1.654193,1.47145,TRUE,FALSE,0
2015-13-7-16:12:27,62.5,133.4,1.642723,1.47145,TRUE,FALSE,0
2015-13-7-16:12:28,62.6,133.2,1.642723,1.47145,TRUE,FALSE,0.75
2015-13-7-16:12:29,62.6,133.2,1.608313,1.505929,TRUE,FALSE,0.75
2015-13-7-16:12:31,62.6,133.4,1.562434,1.563394,TRUE,FALSE,0.75
2015-13-7-16:12:32,62.6,133.4,1.539494,1.528915,TRUE,FALSE,0.75
2015-13-7-16:12:34,62.6,133.2,1.516554,1.494436,TRUE,FALSE,0.75
2015-13-7-16:12:35,62.6,133.1,1.459205,1.505929,TRUE,FALSE,0.75
2015-13-7-16:12:36,62.5,133,1.378916,1.517422,TRUE,FALSE,0.75
2015-13-7-16:12:38,62.5,132.9,1.298627,1.551901,TRUE,FALSE,0.75
2015-13-7-16:12:39,62.6,132.9,1.275687,1.620859,TRUE,FALSE,0.75
2015-13-7-16:12:41,62.6,132.8,1.355976,1.563394,TRUE,FALSE,0.75
2015-13-7-16:12:42,62.6,132.8,1.378916,1.494436,TRUE,FALSE,0.75
2015-13-7-16:12:43,62.6,132.9,1.424795,1.390998,TRUE,FALSE,0.75
2015-13-7-16:12:45,62.6,133,1.470675,1.333533,TRUE,FALSE,0.75
2015-13-7-16:12:46,62.6,133,1.493615,1.390998,TRUE,FALSE,0.75
2015-13-7-16:12:48,62.6,133,1.482145,1.402492,TRUE,FALSE,0.75
2015-13-7-16:12:49,62.7,133,1.367446,1.459957,TRUE,FALSE,0.75
2015-13-7-16:12:50,62.6,133.1,1.298627,1.505929,TRUE,FALSE,0.75
2015-13-7-16:12:52,62.6,133.2,1.355976,1.540408,TRUE,FALSE,0.75
2015-13-7-16:12:53,62.6,133.2,1.401856,1.505929,TRUE,FALSE,0.75
2015-13-7-16:12:55,62.6,133.2,1.436265,1.47145,TRUE,FALSE,0.75
2015-13-7-16:12:56,62.6,133.2,1.482145,1.494436,TRUE,FALSE,0.75
2015-13-7-16:12:57,62.6,133.3,1.562434,1.563394,TRUE,FALSE,0.75
2015-13-7-16:12:59,62.6,133.6,1.608313,1.563394,TRUE,FALSE,0.75
2015-13-7-16:13:0,62.6,133.8,1.700073,1.620859,TRUE,FALSE,0.75
2015-13-7-16:13:2,62.6,133.9,1.734482,1.632352,TRUE,FALSE,0.75
