time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MEDIA,MARCHA,PARO,VELOCIDAD,,
2015-14-7-10:2:12,61.4,134.4,1.149518,1.115166,1.132342,TRUE,TRUE,0.75,,
2015-14-7-10:2:14,61.4,134.3,1.172458,1.103673,1.1380655,TRUE,TRUE,0.75,,
2015-14-7-10:2:15,61.4,134.3,1.172458,1.115166,1.143812,TRUE,TRUE,0.75,,
2015-14-7-10:2:16,61.4,134.2,1.206868,1.126659,1.1667635,TRUE,TRUE,0.75,,
2015-14-7-10:2:18,61.4,134.2,1.195398,1.161138,1.178268,TRUE,TRUE,0.75,,
2015-14-7-10:2:19,61.4,134.2,1.160988,1.161138,1.161063,TRUE,TRUE,0.75,,
2015-14-7-10:2:21,61.4,134.2,1.206868,1.149645,1.1782565,TRUE,TRUE,0.75,,
2015-14-7-10:2:22,61.4,134.2,1.126578,1.218603,1.1725905,TRUE,TRUE,0.75,,
2015-14-7-10:2:23,61.4,134.1,1.138048,1.20711,1.172579,TRUE,TRUE,0.75,,
2015-14-7-10:2:25,61.4,134.1,1.126578,1.172631,1.1496045,TRUE,TRUE,0.75,,
2015-14-7-10:2:26,61.4,134.1,1.126578,1.138152,1.132365,TRUE,TRUE,0.75,,
2015-14-7-10:2:28,61.4,134,1.115109,1.138152,1.1266305,TRUE,TRUE,0.75,,
2015-14-7-10:2:29,61.3,134,1.138048,1.115166,1.126607,TRUE,TRUE,0.75,,
2015-14-7-10:2:30,61.3,134,1.160988,1.126659,1.1438235,TRUE,TRUE,0.75,,
2015-14-7-10:2:32,61.4,134,1.172458,1.115166,1.143812,TRUE,TRUE,0.75,,
2015-14-7-10:2:33,61.4,134,1.195398,1.103673,1.1495355,TRUE,TRUE,0.75,,
2015-14-7-10:2:35,61.4,134,1.218338,1.069194,1.143766,TRUE,TRUE,0.75,,
2015-14-7-10:2:36,61.4,134.1,1.252747,1.103673,1.17821,TRUE,TRUE,0.75,,
2015-14-7-10:2:37,61.4,134.1,1.241277,1.138152,1.1897145,TRUE,TRUE,0.75,,
2015-14-7-10:2:39,61.4,134.2,1.264217,1.172631,1.218424,TRUE,TRUE,0.75,,
2015-14-7-10:2:40,61.4,134.3,1.252747,1.218603,1.235675,TRUE,TRUE,0.75,,
2015-14-7-10:2:42,61.4,134.4,1.241277,1.230096,1.2356865,TRUE,TRUE,0.75,,
2015-14-7-10:2:43,61.4,134.5,1.241277,1.218603,1.22994,TRUE,TRUE,0.75,,
2015-14-7-10:2:44,61.4,134.5,1.195398,1.230096,1.212747,TRUE,TRUE,0.75,,
2015-14-7-10:2:46,61.4,134.7,1.092169,1.241589,1.166879,TRUE,TRUE,0.75,,
2015-14-7-10:2:47,61.5,134.7,1.080699,1.20711,1.1439045,TRUE,TRUE,0.75,,
2015-14-7-10:2:49,61.5,134.8,1.172458,1.218603,1.1955305,TRUE,TRUE,0.75,,
2015-14-7-10:2:50,61.5,134.9,1.195398,1.161138,1.178268,TRUE,TRUE,0.75,,
2015-14-7-10:2:51,61.5,134.9,1.241277,1.057701,1.149489,TRUE,TRUE,0.75,,
2015-14-7-10:2:53,61.5,134.9,1.333036,1.046208,1.189622,TRUE,TRUE,0.75,,
2015-14-7-10:2:54,61.5,135,1.355976,1.115166,1.235571,TRUE,TRUE,0.75,,
2015-14-7-10:2:56,61.5,134.9,1.378916,1.161138,1.270027,TRUE,TRUE,0.75,,
2015-14-7-10:2:57,61.5,134.9,1.424795,1.230096,1.3274455,TRUE,TRUE,0.75,,
2015-14-7-10:2:58,61.5,134.9,1.470675,1.333533,1.402104,TRUE,TRUE,0.75,,
2015-14-7-10:3:0,61.5,135,1.550964,1.333533,1.4422485,TRUE,TRUE,0.75,,
2015-14-7-10:3:1,61.5,135.1,1.608313,1.345026,1.4766695,TRUE,TRUE,0.75,,
2015-14-7-10:3:3,61.5,135.2,1.585374,1.402492,1.493933,TRUE,TRUE,0.75,,
2015-14-7-10:3:4,61.5,135.3,1.631253,1.459957,1.545605,TRUE,TRUE,0.75,,
2015-14-7-10:3:5,61.5,135.3,1.619783,1.517422,1.5686025,TRUE,TRUE,0.75,,
2015-14-7-10:3:7,61.5,135.4,1.619783,1.563394,1.5915885,TRUE,TRUE,0.75,,
2015-14-7-10:3:8,61.5,135.6,1.631253,1.540408,1.5858305,TRUE,TRUE,0.75,,
2015-14-7-10:3:10,61.5,135.6,1.608313,1.58638,1.5973465,TRUE,TRUE,0.75,,
2015-14-7-10:3:11,61.5,135.6,1.654193,1.620859,1.637526,TRUE,TRUE,0.75,,
2015-14-7-10:3:12,61.5,135.6,1.757422,1.620859,1.6891405,TRUE,TRUE,0.75,,
2015-14-7-10:3:14,61.5,135.6,1.883591,1.620859,1.752225,TRUE,TRUE,0.75,,
2015-14-7-10:3:15,61.4,135.6,1.998289,1.643845,1.821067,TRUE,TRUE,0.75,,
2015-14-7-10:3:17,61.4,135.7,2.055639,1.666831,1.861235,TRUE,TRUE,0.75,,
2015-14-7-10:3:18,61.4,135.7,1.95241,1.735789,1.8440995,TRUE,TRUE,0.75,,
2015-14-7-10:3:19,61.4,135.8,1.826241,1.862213,1.844227,TRUE,TRUE,0.75,,
2015-14-7-10:3:21,61.4,135.8,1.768892,1.954157,1.8615245,TRUE,TRUE,0.75,,
2015-14-7-10:3:22,61.4,135.8,1.711542,2.023115,1.8673285,TRUE,TRUE,0.75,,
2015-14-7-10:3:24,61.4,135.8,1.723012,1.919678,1.821345,TRUE,TRUE,0.75,,
2015-14-7-10:3:25,61.4,135.8,1.791832,1.804748,1.79829,TRUE,TRUE,0.75,,
2015-14-7-10:3:26,61.5,135.8,1.860651,1.735789,1.79822,TRUE,TRUE,0.75,,
2015-14-7-10:3:28,61.5,135.8,1.895061,1.689817,1.792439,TRUE,TRUE,0.75,,
2015-14-7-10:3:29,61.5,135.8,1.94094,1.712803,1.8268715,TRUE,TRUE,0.75,,
2015-14-7-10:3:31,61.6,135.8,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:32,61.6,135.8,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:33,61.6,135.7,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:35,61.6,135.6,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:36,61.6,135.6,1.95241,1.735789,1.8440995,TRUE,TRUE,0.75,,
2015-14-7-10:3:38,61.6,135.6,1.95241,1.735789,1.8440995,TRUE,TRUE,0.75,,
2015-14-7-10:3:39,61.6,135.6,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:40,61.6,135.6,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:42,61.6,135.6,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:43,61.6,135.5,1.95241,1.735789,1.8440995,TRUE,TRUE,0.75,,
2015-14-7-10:3:45,61.6,135.4,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:46,61.6,135.4,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:47,61.6,135.3,1.95241,1.724296,1.838353,TRUE,TRUE,0.75,,
2015-14-7-10:3:49,61.6,135.4,1.94094,1.724296,1.832618,TRUE,TRUE,0.75,,
2015-14-7-10:3:50,61.6,135.3,1.95241,1.724296,1.838353,TRUE,TRUE,0.75,,
2015-14-7-10:3:52,61.6,135.3,1.94094,1.724296,1.832618,TRUE,TRUE,0.75,,
2015-14-7-10:3:53,61.6,135.2,1.94094,1.724296,1.832618,TRUE,TRUE,0.75,,
2015-14-7-10:3:54,61.6,135.2,1.95241,1.735789,1.8440995,TRUE,TRUE,0.75,,
2015-14-7-10:3:56,61.5,135.2,1.94094,1.735789,1.8383645,TRUE,TRUE,0.75,,
2015-14-7-10:3:57,61.5,135.2,1.94094,1.724296,1.832618,TRUE,TRUE,0.75,,
2015-14-7-10:3:59,61.5,135.2,1.94094,1.724296,1.832618,TRUE,TRUE,0.75,,
2015-14-7-10:4:0,61.5,135.1,1.95241,1.712803,1.8326065,TRUE,TRUE,0.75,,
2015-14-7-10:4:1,61.5,135,1.94094,1.724296,1.832618,TRUE,TRUE,0.75,,
2015-14-7-10:4:3,61.4,135,1.95241,1.735789,1.8440995,TRUE,TRUE,0.75,,
2015-14-7-10:4:4,61.4,134.9,1.95241,1.758775,1.8555925,TRUE,TRUE,0.75,,
2015-14-7-10:4:6,61.4,134.7,1.92947,1.896692,1.913081,TRUE,TRUE,0.75,,
2015-14-7-10:4:7,61.4,134.6,1.92947,1.931171,1.9303205,TRUE,TRUE,0.75,,
2015-14-7-10:4:8,61.4,134.5,1.849181,1.919678,1.8844295,TRUE,TRUE,0.75,,
2015-14-7-10:4:10,61.4,134.5,1.585374,1.896692,1.741033,TRUE,TRUE,0.75,,
2015-14-7-10:4:11,61.4,134.5,1.505085,1.597873,1.551479,TRUE,TRUE,0.75,,
2015-14-7-10:4:13,61.4,134.5,1.333036,1.517422,1.425229,TRUE,TRUE,0.75,,
2015-14-7-10:4:14,61.5,134.4,0.358096,1.149645,0.7538705,TRUE,TRUE,0.75,,
2015-14-7-10:4:15,61.5,134.3,1.505085,0.011835,0.75846,TRUE,TRUE,0.75,,
2015-14-7-10:4:17,61.5,134.3,1.608313,1.609366,1.6088395,TRUE,TRUE,0.75,,
2015-14-7-10:4:18,61.5,134.3,1.619783,1.540408,1.5800955,TRUE,TRUE,0.75,,
2015-14-7-10:4:20,61.6,134.3,1.608313,1.574887,1.5916,TRUE,TRUE,0.75,,
2015-14-7-10:4:21,61.6,134.3,1.585374,1.597873,1.5916235,TRUE,TRUE,0.75,,
2015-14-7-10:4:22,61.6,134.4,1.608313,1.620859,1.614586,TRUE,TRUE,0.75,,
2015-14-7-10:4:24,61.6,134.4,1.654193,1.643845,1.649019,TRUE,TRUE,0.75,,
2015-14-7-10:4:25,61.6,134.5,1.665663,1.632352,1.6490075,TRUE,TRUE,0.75,,
2015-14-7-10:4:27,61.6,134.5,1.665663,1.597873,1.631768,TRUE,TRUE,0.75,,
2015-14-7-10:4:28,61.6,134.5,1.654193,1.609366,1.6317795,TRUE,TRUE,0.75,,
2015-14-7-10:4:29,61.6,134.6,1.573904,1.643845,1.6088745,TRUE,TRUE,0.75,,
2015-14-7-10:4:31,61.6,134.6,1.573904,1.689817,1.6318605,TRUE,TRUE,0.75,,
2015-14-7-10:4:32,61.6,134.7,1.505085,1.666831,1.585958,TRUE,TRUE,0.75,,
2015-14-7-10:4:34,61.6,134.8,1.447735,1.70131,1.5745225,TRUE,TRUE,0.75,,
2015-14-7-10:4:35,61.6,134.8,1.390386,1.574887,1.4826365,TRUE,TRUE,0.75,,
2015-14-7-10:4:36,61.6,134.9,1.401856,1.551901,1.4768785,TRUE,TRUE,0.75,,
2015-14-7-10:4:38,61.6,135,1.367446,1.494436,1.430941,TRUE,TRUE,0.75,,
2015-14-7-10:4:39,61.6,135,1.344506,1.436971,1.3907385,TRUE,TRUE,0.75,,
2015-14-7-10:4:41,61.6,135.1,1.528024,1.402492,1.465258,TRUE,TRUE,0.75,,
2015-14-7-10:4:42,61.6,135.1,1.619783,1.402492,1.5111375,TRUE,TRUE,0.75,,
2015-14-7-10:4:43,61.6,135.1,1.631253,1.390998,1.5111255,TRUE,TRUE,0.75,,
2015-14-7-10:4:45,61.6,135.2,1.700073,1.345026,1.5225495,TRUE,TRUE,0.75,,
2015-14-7-10:4:46,61.6,135.3,1.745952,1.482943,1.6144475,TRUE,TRUE,0.75,,
2015-14-7-10:4:48,61.5,135.3,1.745952,1.620859,1.6834055,TRUE,TRUE,0.75,,
2015-14-7-10:4:49,61.5,135.3,1.768892,1.666831,1.7178615,TRUE,TRUE,0.75,,
2015-14-7-10:4:50,61.5,135.4,1.780362,1.735789,1.7580755,TRUE,TRUE,0.75,,
2015-14-7-10:4:52,61.5,135.5,1.757422,1.758775,1.7580985,TRUE,TRUE,0.75,,
2015-14-7-10:4:53,61.5,135.5,1.711542,1.735789,1.7236655,TRUE,TRUE,0.75,,
2015-14-7-10:4:55,61.6,135.5,1.677133,1.735789,1.706461,TRUE,TRUE,0.75,,
2015-14-7-10:4:56,61.6,135.5,1.688603,1.758775,1.723689,TRUE,TRUE,0.75,,
2015-14-7-10:4:57,61.6,135.6,1.665663,1.724296,1.6949795,TRUE,TRUE,0.75,,
2015-14-7-10:4:59,61.6,135.6,1.677133,1.655338,1.6662355,TRUE,TRUE,0.75,,
2015-14-7-10:5:0,61.6,135.7,1.745952,1.655338,1.700645,TRUE,TRUE,0.75,,
2015-14-7-10:5:2,61.6,135.7,1.814771,1.655338,1.7350545,TRUE,TRUE,0.75,,
2015-14-7-10:5:3,61.6,135.7,1.918,1.666831,1.7924155,TRUE,TRUE,0.75,,
2015-14-7-10:5:4,61.6,135.7,2.067109,1.678324,1.8727165,TRUE,TRUE,0.75,,
2015-14-7-10:5:6,61.6,135.6,2.158868,1.747282,1.953075,TRUE,TRUE,0.75,,
2015-14-7-10:5:7,61.6,135.7,2.250627,1.839227,2.044927,TRUE,TRUE,0.75,,
2015-14-7-10:5:9,61.5,135.7,2.319446,1.908185,2.1138155,TRUE,TRUE,0.75,,
2015-14-7-10:5:10,61.5,135.7,2.353856,1.96565,2.159753,TRUE,TRUE,0.75,,
2015-14-7-10:5:11,61.5,135.6,2.353856,1.977143,2.1654995,TRUE,TRUE,0.75,,
2015-14-7-10:5:13,61.5,135.5,2.353856,1.977143,2.1654995,TRUE,TRUE,0.75,,
2015-14-7-10:5:14,61.4,135.5,2.353856,1.977143,2.1654995,TRUE,TRUE,0.75,,
2015-14-7-10:5:16,61.4,135.4,2.353856,1.977143,2.1654995,TRUE,TRUE,0.75,,
2015-14-7-10:5:17,61.4,135.4,2.353856,1.977143,2.1654995,TRUE,TRUE,0.75,,
2015-14-7-10:5:18,61.4,135.4,2.353856,1.977143,2.1654995,TRUE,TRUE,0.75,,
2015-14-7-10:5:20,61.4,135.3,2.353856,2.000129,2.1769925,TRUE,TRUE,0.75,,
2015-14-7-10:5:21,61.4,135.2,2.365326,2.000129,2.1827275,TRUE,TRUE,0.75,,
2015-14-7-10:5:23,61.4,135.2,2.353856,2.023115,2.1884855,TRUE,TRUE,0.75,,
2015-14-7-10:5:24,61.4,135.1,2.216217,1.827734,2.0219755,TRUE,TRUE,0.75,,
2015-14-7-10:5:25,61.4,135,2.078579,1.712803,1.895691,TRUE,TRUE,0.75,,
2015-14-7-10:5:27,61.4,134.9,1.734482,1.678324,1.706403,TRUE,TRUE,0.75,,
2015-14-7-10:5:28,61.4,134.8,0.0828193,0.0922862,0.08755275,TRUE,TRUE,0.75,,
2015-14-7-10:5:30,61.5,134.9,0.014,0.000342,0.007171,TRUE,TRUE,0.75,,
2015-14-7-10:5:31,61.5,135,0.014,0.000342,0.007171,TRUE,TRUE,0.75,,
2015-14-7-10:5:32,61.5,135,0.014,0.000342,0.007171,TRUE,TRUE,0.75,,
2015-14-7-10:5:34,61.5,135,0.014,0.000342,0.007171,TRUE,TRUE,0.75,,
2015-14-7-10:5:35,61.5,135.1,0.014,0.000342,0.007171,TRUE,TRUE,0.75,,
2015-14-7-10:5:37,61.5,135.1,0.014,0.000342,0.007171,TRUE,TRUE,0.75,,
2015-14-7-10:5:38,61.5,135,0.014,0.000342,0.007171,TRUE,TRUE,0.75,,
2015-14-7-10:5:39,61.5,135,1.390386,0.000342,0.695364,TRUE,TRUE,0.75,,
2015-14-7-10:5:41,61.6,135,2.273566,0.000342,1.136954,TRUE,TRUE,0.75,,
2015-14-7-10:5:42,61.6,135,2.181808,0.000342,1.091075,TRUE,TRUE,0.75,,
2015-14-7-10:5:44,61.6,135,2.067109,0.000342,1.0337255,TRUE,TRUE,0.75,,
2015-14-7-10:5:45,61.6,135,2.032699,1.58638,1.8095395,TRUE,TRUE,0.75,,
2015-14-7-10:5:46,61.5,135,1.92947,2.275962,2.102716,TRUE,TRUE,0.75,,
2015-14-7-10:5:48,61.5,135,1.791832,2.172524,1.982178,TRUE,TRUE,0.75,,
2015-14-7-10:5:49,61.4,135,1.619783,2.092073,1.855928,TRUE,TRUE,0.75,,
2015-14-7-10:5:51,61.4,135,1.505085,2.046101,1.775593,TRUE,TRUE,0.75,,
2015-14-7-10:5:52,61.4,135,1.355976,1.919678,1.637827,TRUE,TRUE,0.75,,
2015-14-7-10:5:53,61.4,135,1.206868,1.758775,1.4828215,TRUE,TRUE,0.75,,
2015-14-7-10:5:55,61.4,135,1.080699,1.70131,1.3910045,TRUE,TRUE,0.75,,
2015-14-7-10:5:56,61.4,135,0.97747,1.517422,1.247446,TRUE,TRUE,0.75,,
2015-14-7-10:5:58,61.4,135,0.335157,1.390998,0.8630775,TRUE,TRUE,0.75,,
2015-14-7-10:5:59,61.4,135,1.01188,1.218603,1.1152415,TRUE,TRUE,0.75,,
2015-14-7-10:6:0,61.4,134.9,1.333036,1.080687,1.2068615,TRUE,TRUE,0.75,,
2015-14-7-10:6:2,61.4,134.8,1.757422,0.586486,1.171954,TRUE,TRUE,0.75,,
2015-14-7-10:6:3,61.4,134.7,1.803301,0.94277,1.3730355,TRUE,TRUE,0.75,,
2015-14-7-10:6:5,61.4,134.5,1.791832,1.057701,1.4247665,TRUE,TRUE,0.75,,
2015-14-7-10:6:6,61.4,134.5,1.734482,1.368012,1.551247,TRUE,TRUE,0.75,,
2015-14-7-10:6:7,61.4,134.5,1.665663,1.793254,1.7294585,TRUE,TRUE,0.75,,
2015-14-7-10:6:9,61.4,134.5,1.596844,1.862213,1.7295285,TRUE,TRUE,0.75,,
2015-14-7-10:6:10,61.4,134.5,1.608313,1.816241,1.712277,TRUE,TRUE,0.75,,
2015-14-7-10:6:12,61.4,134.7,1.642723,1.793254,1.7179885,TRUE,TRUE,0.75,,
2015-14-7-10:6:13,61.3,134.7,1.780362,1.689817,1.7350895,TRUE,TRUE,0.75,,
2015-14-7-10:6:14,61.3,134.9,1.96388,1.620859,1.7923695,TRUE,TRUE,0.75,,
2015-14-7-10:6:16,61.3,135,2.021229,1.609366,1.8152975,TRUE,TRUE,0.75,,
2015-14-7-10:6:17,61.3,135,1.998289,1.655338,1.8268135,TRUE,TRUE,0.75,,
2015-14-7-10:6:19,61.2,135.1,1.95241,1.758775,1.8555925,TRUE,TRUE,0.75,,
2015-14-7-10:6:20,61.2,135.1,1.872121,1.919678,1.8958995,TRUE,TRUE,0.75,,
2015-14-7-10:6:21,61.2,135.2,1.883591,2.011622,1.9476065,TRUE,TRUE,0.75,,
2015-14-7-10:6:23,61.2,135.2,1.860651,1.954157,1.907404,TRUE,TRUE,0.75,,
2015-14-7-10:6:24,61.2,135.3,1.791832,1.931171,1.8615015,TRUE,TRUE,0.75,,
2015-14-7-10:6:26,61.2,135.3,1.734482,1.931171,1.8328265,TRUE,TRUE,0.75,,
2015-14-7-10:6:27,61.2,135.5,1.665663,1.919678,1.7926705,TRUE,TRUE,0.75,,
2015-14-7-10:6:28,61.2,135.7,1.642723,1.885199,1.763961,TRUE,TRUE,0.75,,
2015-14-7-10:6:30,61.2,135.8,1.665663,1.804748,1.7352055,TRUE,TRUE,0.75,,
2015-14-7-10:6:31,61.1,136.1,1.711542,1.758775,1.7351585,TRUE,TRUE,0.75,,
2015-14-7-10:6:33,61.2,136.2,1.814771,1.724296,1.7695335,TRUE,TRUE,0.75,,
2015-14-7-10:6:34,61.2,136.4,1.895061,1.712803,1.803932,TRUE,TRUE,0.75,,
2015-14-7-10:6:35,61.2,136.5,1.90653,1.747282,1.826906,TRUE,TRUE,0.75,,
2015-14-7-10:6:37,61.2,136.6,1.895061,1.770268,1.8326645,TRUE,TRUE,0.75,,
2015-14-7-10:6:38,61.2,136.7,1.883591,1.873706,1.8786485,TRUE,TRUE,0.75,,
2015-14-7-10:6:40,61.2,136.7,1.872121,1.942664,1.9073925,TRUE,TRUE,0.75,,
2015-14-7-10:6:41,61.3,136.8,1.860651,1.954157,1.907404,TRUE,TRUE,0.75,,
2015-14-7-10:6:42,61.3,136.9,1.860651,1.896692,1.8786715,TRUE,TRUE,0.75,,
2015-14-7-10:6:44,61.3,136.9,1.95241,1.896692,1.924551,TRUE,TRUE,0.75,,
2015-14-7-10:6:45,61.3,136.9,1.96388,1.873706,1.918793,TRUE,TRUE,0.75,,
2015-14-7-10:6:47,61.3,136.9,1.96388,1.862213,1.9130465,TRUE,TRUE,0.75,,
2015-14-7-10:6:48,61.3,137,1.998289,1.862213,1.930251,TRUE,TRUE,0.75,,
2015-14-7-10:6:49,61.3,136.9,2.044169,1.931171,1.98767,TRUE,TRUE,0.75,,
2015-14-7-10:6:51,61.3,136.9,2.124458,1.942664,2.033561,TRUE,TRUE,0.75,,
2015-14-7-10:6:52,61.4,137,2.193277,1.919678,2.0564775,TRUE,TRUE,0.75,,
2015-14-7-10:6:54,61.4,137,2.227687,1.96565,2.0966685,TRUE,TRUE,0.75,,
2015-14-7-10:6:55,61.4,137,2.216217,2.023115,2.119666,TRUE,TRUE,0.75,,
2015-14-7-10:6:56,61.4,137.1,2.216217,2.103566,2.1598915,TRUE,TRUE,0.75,,
2015-14-7-10:6:58,61.4,137.1,2.170338,2.207004,2.188671,TRUE,TRUE,0.75,,
2015-14-7-10:6:59,61.4,137.2,2.170338,2.22999,2.200164,TRUE,TRUE,0.75,,
2015-14-7-10:7:1,61.4,137.1,2.112988,2.207004,2.159996,TRUE,TRUE,0.75,,
2015-14-7-10:7:2,61.4,137.1,2.078579,2.207004,2.1427915,TRUE,TRUE,0.75,,
2015-14-7-10:7:3,61.4,137,2.044169,2.184017,2.114093,TRUE,TRUE,0.75,,
2015-14-7-10:7:5,61.4,137,2.009759,2.184017,2.096888,TRUE,TRUE,0.75,,
2015-14-7-10:7:6,61.4,137,1.95241,2.138045,2.0452275,TRUE,TRUE,0.75,,
2015-14-7-10:7:8,61.5,136.9,1.895061,2.115059,2.00506,TRUE,TRUE,0.75,,
2015-14-7-10:7:9,61.5,136.8,1.90653,2.069087,1.9878085,TRUE,TRUE,0.75,,
2015-14-7-10:7:10,61.5,136.7,1.94094,2.023115,1.9820275,TRUE,TRUE,0.75,,
2015-14-7-10:7:12,61.5,136.6,1.95241,1.96565,1.95903,TRUE,TRUE,0.75,,
2015-14-7-10:7:13,61.5,136.6,1.918,1.919678,1.918839,TRUE,TRUE,0.75,,
2015-14-7-10:7:15,61.5,136.6,1.97535,1.908185,1.9417675,TRUE,TRUE,0.75,,
2015-14-7-10:7:16,61.4,136.7,2.032699,1.931171,1.981935,TRUE,TRUE,0.75,,
2015-14-7-10:7:17,61.4,136.6,2.044169,1.919678,1.9819235,TRUE,TRUE,0.75,,
2015-14-7-10:7:19,61.4,136.6,2.032699,1.908185,1.970442,TRUE,TRUE,0.75,,
2015-14-7-10:7:20,61.4,136.6,2.021229,1.942664,1.9819465,TRUE,TRUE,0.75,,
2015-14-7-10:7:22,61.3,136.6,2.067109,2.023115,2.045112,TRUE,TRUE,0.75,,
2015-14-7-10:7:23,61.3,136.5,2.078579,2.023115,2.050847,TRUE,TRUE,0.75,,
2015-14-7-10:7:24,61.3,136.5,2.090049,2.011622,2.0508355,TRUE,TRUE,0.75,,
2015-14-7-10:7:26,61.3,136.4,2.101518,1.988636,2.045077,TRUE,TRUE,0.75,,
2015-14-7-10:7:27,61.3,136.3,2.112988,2.000129,2.0565585,TRUE,TRUE,0.75,,
2015-14-7-10:7:29,61.2,136.2,2.112988,2.023115,2.0680515,TRUE,TRUE,0.75,,
2015-14-7-10:7:30,61.3,136,2.090049,2.046101,2.068075,TRUE,TRUE,0.75,,
2015-14-7-10:7:31,61.2,136,2.021229,2.057594,2.0394115,TRUE,TRUE,0.75,,
2015-14-7-10:7:33,61.2,135.7,1.90653,2.103566,2.005048,TRUE,TRUE,0.75,,
2015-14-7-10:7:34,61.2,135.6,1.826241,2.115059,1.97065,TRUE,TRUE,0.75,,
2015-14-7-10:7:36,61.2,135.5,1.803301,2.092073,1.947687,TRUE,TRUE,0.75,,
2015-14-7-10:7:37,61.2,135.5,1.826241,2.023115,1.924678,TRUE,TRUE,0.75,,
2015-14-7-10:7:38,61.2,135.5,1.814771,1.931171,1.872971,TRUE,TRUE,0.75,,
2015-14-7-10:7:40,61.2,135.5,1.803301,1.839227,1.821264,TRUE,TRUE,0.75,,
2015-14-7-10:7:41,61.2,135.4,1.780362,1.816241,1.7983015,TRUE,TRUE,0.75,,
2015-14-7-10:7:43,61.2,135.3,1.768892,1.839227,1.8040595,TRUE,TRUE,0.75,,
2015-14-7-10:7:44,61.3,135.3,1.745952,1.839227,1.7925895,TRUE,TRUE,0.75,,
2015-14-7-10:7:45,61.3,135.3,1.734482,1.827734,1.781108,TRUE,TRUE,0.75,,
2015-14-7-10:7:47,61.3,135.3,1.745952,1.804748,1.77535,TRUE,TRUE,0.75,,
2015-14-7-10:7:48,61.4,135.3,1.757422,1.781762,1.769592,TRUE,TRUE,0.75,,
2015-14-7-10:7:50,61.4,135.3,1.768892,1.758775,1.7638335,TRUE,TRUE,0.75,,
2015-14-7-10:7:51,61.4,135.3,1.780362,1.770268,1.775315,TRUE,TRUE,0.75,,
2015-14-7-10:7:52,61.4,135.3,1.803301,1.770268,1.7867845,TRUE,TRUE,0.75,,
2015-14-7-10:7:54,61.4,135.4,1.826241,1.770268,1.7982545,TRUE,TRUE,0.75,,
2015-14-7-10:7:55,61.4,135.4,1.837711,1.758775,1.798243,TRUE,TRUE,0.75,,
2015-14-7-10:7:57,61.3,135.4,1.745952,1.758775,1.7523635,TRUE,TRUE,0.75,,
2015-14-7-10:7:58,61.3,135.5,1.642723,1.758775,1.700749,TRUE,TRUE,0.75,,
2015-14-7-10:7:59,61.3,135.4,1.528024,1.804748,1.666386,TRUE,TRUE,0.75,,
2015-14-7-10:8:1,61.2,135.4,1.528024,1.827734,1.677879,TRUE,TRUE,0.75,,
2015-14-7-10:8:2,61.2,135.4,1.642723,1.758775,1.700749,TRUE,TRUE,0.75,,
2015-14-7-10:8:4,61.2,135.3,1.791832,1.643845,1.7178385,TRUE,TRUE,2.5,,
2015-14-7-10:8:5,61.2,135.3,1.92947,1.540408,1.734939,TRUE,TRUE,2.5,,
2015-14-7-10:8:6,61.1,135.3,1.98682,1.563394,1.775107,TRUE,TRUE,2.5,,
2015-14-7-10:8:8,61.1,135.3,1.97535,1.758775,1.8670625,TRUE,TRUE,2.5,,
2015-14-7-10:8:9,61.1,135.3,1.98682,1.942664,1.964742,TRUE,TRUE,2.5,,
2015-14-7-10:8:11,61.1,135.2,2.032699,2.023115,2.027907,TRUE,TRUE,2.5,,
2015-14-7-10:8:12,61.2,135.2,2.044169,1.988636,2.0164025,TRUE,TRUE,2.5,,
2015-14-7-10:8:13,61.2,135.2,2.009759,2.000129,2.004944,TRUE,TRUE,2.5,,
2015-14-7-10:8:15,61.2,135.3,1.96388,2.057594,2.010737,TRUE,TRUE,2.5,,
2015-14-7-10:8:16,61.3,135.3,1.998289,2.092073,2.045181,TRUE,TRUE,2.5,,
2015-14-7-10:8:18,61.3,135.3,2.009759,2.034608,2.0221835,TRUE,TRUE,2.5,,
2015-14-7-10:8:19,61.3,135.3,1.98682,2.000129,1.9934745,TRUE,TRUE,2.5,,
2015-14-7-10:8:20,61.4,135.3,1.97535,1.988636,1.981993,TRUE,TRUE,2.5,,
2015-14-7-10:8:22,61.4,135.4,1.918,1.96565,1.941825,TRUE,TRUE,2.5,,
2015-14-7-10:8:23,61.4,135.4,1.860651,1.954157,1.907404,TRUE,TRUE,2.5,,
2015-14-7-10:8:25,61.4,135.5,1.814771,1.954157,1.884464,TRUE,TRUE,2.5,,
