time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,MARCHA,PARO,RPM EXTR,RPM TRAC
2015-22-7-9:52:30,59,139,1.55,1.46,TRUE,TRUE,2,4.41056
2015-22-7-9:52:32,59,139.1,1.67,1.31,TRUE,TRUE,2,4.41056
2015-22-7-9:52:33,59,139.2,1.61,1.41,TRUE,TRUE,2,4.41056
2015-22-7-9:52:35,59,139.2,1.65,1.49,TRUE,TRUE,2,4.41056
2015-22-7-9:52:36,59,139.3,1.68,1.6,TRUE,TRUE,2,4.41056
2015-22-7-9:52:37,59,139.3,1.65,1.56,TRUE,TRUE,2,4.41056
2015-22-7-9:52:39,59,139.3,1.59,1.66,TRUE,TRUE,2,4.41056
2015-22-7-9:52:40,58.9,139.3,1.56,1.68,TRUE,TRUE,2,4.41056
2015-22-7-9:52:42,59,139.2,1.6,1.68,TRUE,TRUE,2,4.41056
2015-22-7-9:52:43,58.9,139.2,1.54,1.64,TRUE,TRUE,2,4.41056
2015-22-7-9:52:44,58.9,139.2,1.53,1.63,TRUE,TRUE,2,4.41056
2015-22-7-9:52:46,58.9,139.2,1.49,1.64,TRUE,TRUE,2,4.41056
2015-22-7-9:52:47,58.9,139.1,1.48,1.6,TRUE,TRUE,2,4.41056
2015-22-7-9:52:49,58.9,139,1.48,1.59,TRUE,TRUE,2,4.41056
2015-22-7-9:52:50,58.9,139,1.48,1.56,TRUE,TRUE,2,4.41056
2015-22-7-9:52:51,58.8,139,1.51,1.53,TRUE,TRUE,2,4.41056
2015-22-7-9:52:53,58.8,139,1.54,1.54,TRUE,TRUE,2,4.41056
2015-22-7-9:52:54,58.8,139,1.55,1.54,TRUE,TRUE,2,4.41056
2015-22-7-9:52:56,58.8,138.9,1.51,1.57,TRUE,TRUE,2,4.41056
2015-22-7-9:52:57,58.8,138.7,1.49,1.62,TRUE,TRUE,2,4.41056
2015-22-7-9:52:58,58.8,138.7,1.49,1.61,TRUE,TRUE,2,4.41056
2015-22-7-9:53:0,58.8,138.6,1.49,1.57,TRUE,TRUE,2,4.41056
2015-22-7-9:53:1,58.8,138.5,1.51,1.59,TRUE,TRUE,2,4.41056
2015-22-7-9:53:3,58.8,138.3,1.51,1.54,TRUE,TRUE,2,4.41056
2015-22-7-9:53:4,58.8,138.3,1.53,1.52,TRUE,TRUE,2,4.41056
2015-22-7-9:53:5,58.8,138.1,1.53,1.49,TRUE,TRUE,2,4.41056
2015-22-7-9:53:7,58.8,138,1.47,1.49,TRUE,TRUE,2,4.41056
2015-22-7-9:53:8,58.9,138,1.46,1.47,TRUE,TRUE,2,4.41056
2015-22-7-9:53:10,58.9,137.9,1.53,1.45,TRUE,TRUE,2,4.41056
