time,Tmp Husillo,Tmp Nozzle,Diametro X,Diametro Y,RPM TRAC
2015-8-13 8:45:19,64.1,151.4,2.124458,2.115059,3.5
2015-8-13 8:45:21,64.1,151.4,2.112988,2.069087,3.5
2015-8-13 8:45:22,64,151.5,2.112988,2.08058,3.5
2015-8-13 8:45:24,64,151.5,2.055639,2.126552,3.5
2015-8-13 8:45:26,64,151.5,1.97535,2.092073,3.5
2015-8-13 8:45:27,64,151.5,1.780362,2.115059,3.5
2015-8-13 8:45:29,64,151.5,2.296506,2.08058,3.5
2015-8-13 8:45:30,64.1,151.5,2.204747,1.988636,3.5
2015-8-13 8:45:32,64.1,151.5,2.067109,1.816241,3.5
2015-8-13 8:45:34,64.1,151.5,1.860651,2.34492,3.5
2015-8-13 8:45:35,64.1,151.5,1.814771,2.264469,3.5
2015-8-13 8:45:37,64.1,151.5,1.734482,2.115059,2.3875
2015-8-13 8:45:38,64.1,151.4,1.826241,1.988636,2.3875
2015-8-13 8:45:40,64.1,151.4,1.95241,1.873706,1.9425
2015-8-13 8:45:42,64.1,151.4,2.090049,1.827734,1.9425
2015-8-13 8:45:43,64.1,151.3,2.239157,1.804748,3.5
2015-8-13 8:45:45,64.1,151.2,2.307976,1.781762,3.5
2015-8-13 8:45:46,64.1,151.2,2.296506,1.954157,3.5
2015-8-13 8:45:48,64.1,151.1,2.227687,2.184017,3.5
2015-8-13 8:45:50,64.2,151,2.170338,2.275962,3.5
2015-8-13 8:45:51,64.2,151,2.078579,2.264469,3.5
2015-8-13 8:45:53,64.2,150.9,1.98682,2.218497,3.5
2015-8-13 8:45:54,64.2,150.8,1.895061,2.195511,3.5
2015-8-13 8:45:56,64.2,150.7,1.791832,2.126552,3.5
2015-8-13 8:45:58,64.2,150.6,1.768892,2.034608,3.5
2015-8-13 8:45:59,64.2,150.6,1.918,1.942664,3.055
2015-8-13 8:46:1,64.2,150.5,2.101518,1.839227,3.055
2015-8-13 8:46:2,64.2,150.5,2.262097,1.747282,3.5
2015-8-13 8:46:4,64.2,150.4,2.193277,1.816241,3.5
2015-8-13 8:46:6,64.2,150.4,2.170338,2.034608,3.5
2015-8-13 8:46:7,64.2,150.3,2.112988,2.241483,3.5
2015-8-13 8:46:9,64.2,150.3,2.044169,2.241483,3.5
2015-8-13 8:46:10,64.2,150.3,1.95241,2.172524,3.5
2015-8-13 8:46:12,64.2,150.3,1.918,2.126552,3.5
2015-8-13 8:46:14,64.2,150.3,1.94094,2.034608,3.5
2015-8-13 8:46:15,64.2,150.3,1.96388,1.954157,3.5
2015-8-13 8:46:17,64.2,150.4,1.92947,1.919678,3.5
2015-8-13 8:46:18,64.2,150.4,1.92947,1.942664,3.5
2015-8-13 8:46:20,64.2,150.4,1.780362,2.22999,3.5
2015-8-13 8:46:22,64.2,150.5,1.619783,2.22999,2.3875
2015-8-13 8:46:23,64.2,150.5,1.528024,2.149539,2.3875
2015-8-13 8:46:25,64.2,150.5,1.470675,1.942664,1.4975
2015-8-13 8:46:26,64.2,150.6,1.447735,1.839227,1.4975
2015-8-13 8:46:28,64.2,150.6,1.436265,1.758775,1.4975
2015-8-13 8:46:30,64.3,150.6,1.482145,1.747282,1.4975
2015-8-13 8:46:31,64.3,150.6,1.516554,1.58638,1.4975
2015-8-13 8:46:33,64.2,150.7,1.550964,1.517422,1.4975
2015-8-13 8:46:34,64.3,150.7,1.596844,1.540408,1.4975
2015-8-13 8:46:36,64.2,150.7,1.619783,1.448464,1.4975
2015-8-13 8:46:38,64.3,150.7,1.642723,1.425478,2.61
2015-8-13 8:46:39,64.2,150.7,1.619783,1.425478,2.61
2015-8-13 8:46:41,64.2,150.7,1.562434,1.482943,3.5
2015-8-13 8:46:42,64.2,150.7,1.482145,1.551901,3.5
2015-8-13 8:46:44,64.2,150.7,1.447735,1.574887,1.4975
2015-8-13 8:46:46,64.2,150.7,1.459205,1.551901,1.4975
2015-8-13 8:46:47,64.2,150.7,1.470675,1.528915,1.4975
2015-8-13 8:46:49,64.3,150.6,1.528024,1.505929,1.4975
2015-8-13 8:46:50,64.3,150.6,1.539494,1.482943,1.4975
2015-8-13 8:46:52,64.3,150.6,1.573904,1.459957,1.4975
2015-8-13 8:46:54,64.3,150.5,1.608313,1.436971,1.4975
2015-8-13 8:46:55,64.3,150.5,1.631253,1.436971,1.4975
2015-8-13 8:46:57,64.3,150.5,1.665663,1.436971,2.61
2015-8-13 8:46:58,64.3,150.4,1.734482,1.459957,2.61
2015-8-13 8:47:0,64.4,150.3,1.780362,1.505929,3.5
2015-8-13 8:47:2,64.3,150.3,1.849181,1.563394,3.5
2015-8-13 8:47:3,64.3,150.2,1.860651,1.632352,3.5
2015-8-13 8:47:5,64.3,150.1,1.757422,1.70131,3.5
2015-8-13 8:47:6,64.3,150,1.642723,1.781762,3.5
2015-8-13 8:47:8,64.3,150,1.528024,1.839227,3.5
2015-8-13 8:47:10,64.3,149.9,1.413326,1.747282,2.3875
2015-8-13 8:47:11,64.3,149.8,1.390386,1.655338,2.3875
2015-8-13 8:47:13,64.3,149.7,1.401856,1.574887,1.4975
2015-8-13 8:47:14,64.3,149.7,1.413326,1.517422,1.4975
2015-8-13 8:47:16,64.3,149.7,1.482145,1.517422,1.4975
2015-8-13 8:47:18,64.3,149.6,1.493615,1.459957,1.4975
2015-8-13 8:47:19,64.3,149.6,1.505085,1.390998,1.4975
2015-8-13 8:47:21,64.3,149.5,1.470675,1.390998,1.4975
2015-8-13 8:47:22,64.3,149.5,1.447735,1.390998,1.4975
2015-8-13 8:47:24,64.3,149.6,1.413326,1.390998,1.4975
2015-8-13 8:47:26,64.3,149.6,1.401856,1.390998,1.4975
2015-8-13 8:47:27,64.3,149.6,1.390386,1.436971,1.4975
2015-8-13 8:47:29,64.3,149.7,1.401856,1.47145,1.4975
2015-8-13 8:47:30,64.3,149.7,1.436265,1.47145,1.4975
2015-8-13 8:47:32,64.3,149.8,1.470675,1.425478,1.4975
2015-8-13 8:47:34,64.3,149.9,1.505085,1.402492,1.4975
2015-8-13 8:47:35,64.3,150,1.505085,1.390998,1.4975
2015-8-13 8:47:37,64.3,150.1,1.528024,1.379506,1.4975
2015-8-13 8:47:38,64.2,150.2,1.539494,1.368012,1.4975
2015-8-13 8:47:40,64.3,150.4,1.539494,1.379506,1.4975
2015-8-13 8:47:42,64.2,150.5,1.528024,1.413985,1.4975
2015-8-13 8:47:43,64.2,150.7,1.516554,1.436971,1.4975
2015-8-13 8:47:45,64.3,150.8,1.505085,1.459957,1.4975
2015-8-13 8:47:46,64.3,151,1.505085,1.482943,1.4975
2015-8-13 8:47:48,64.3,151.2,1.516554,1.494436,1.4975
2015-8-13 8:47:50,64.3,151.3,1.516554,1.494436,1.4975
2015-8-13 8:47:51,64.3,151.5,1.528024,1.482943,1.4975
2015-8-13 8:47:53,64.3,151.7,1.539494,1.482943,1.4975
2015-8-13 8:47:54,64.3,151.8,1.539494,1.482943,1.4975
2015-8-13 8:47:56,64.3,152,1.550964,1.459957,1.4975
2015-8-13 8:47:58,64.3,152.1,1.505085,1.459957,1.4975
2015-8-13 8:47:59,64.3,152.3,1.493615,1.448464,1.4975
2015-8-13 8:48:1,64.3,152.4,1.482145,1.459957,1.4975
2015-8-13 8:48:2,64.3,152.5,1.470675,1.494436,1.4975
2015-8-13 8:48:4,64.4,152.6,1.447735,1.505929,1.4975
2015-8-13 8:48:6,64.3,152.7,1.493615,1.517422,1.4975
2015-8-13 8:48:7,64.4,152.8,1.459205,1.517422,1.4975
2015-8-13 8:48:9,64.4,152.9,1.459205,1.517422,1.4975
2015-8-13 8:48:10,64.3,153,1.470675,1.494436,1.4975
2015-8-13 8:48:12,64.3,153.1,1.459205,1.459957,1.4975
2015-8-13 8:48:14,64.4,153.1,1.482145,1.448464,1.4975
2015-8-13 8:48:15,64.4,153.2,1.505085,1.459957,1.4975
2015-8-13 8:48:17,64.4,153.2,1.528024,1.494436,1.4975
2015-8-13 8:48:18,64.4,153.2,1.608313,1.413985,1.4975
2015-8-13 8:48:20,64.4,153.2,1.745952,1.436971,1.4975
2015-8-13 8:48:22,64.4,153.2,1.803301,1.448464,1.4975
2015-8-13 8:48:23,64.4,153.2,1.849181,1.494436,2.3875
2015-8-13 8:48:25,64.4,153.2,1.883591,1.517422,2.3875
2015-8-13 8:48:26,64.4,153.2,1.895061,1.574887,3.5
2015-8-13 8:48:28,64.4,153.1,1.837711,1.793254,3.5
2015-8-13 8:48:30,64.4,153.1,1.757422,1.873706,3.5
2015-8-13 8:48:31,64.4,153,1.768892,1.908185,3.5
2015-8-13 8:48:33,64.4,153,1.677133,1.873706,3.055
2015-8-13 8:48:34,64.4,152.9,1.585374,1.793254,3.055
2015-8-13 8:48:36,64.4,152.9,1.677133,1.70131,1.9425
2015-8-13 8:48:38,64.4,152.8,1.860651,1.735789,1.9425
2015-8-13 8:48:39,64.4,152.7,2.021229,1.735789,2.8325
2015-8-13 8:48:41,64.4,152.6,1.96388,1.609366,2.8325
2015-8-13 8:48:42,64.4,152.5,1.94094,1.597873,3.5
2015-8-13 8:48:44,64.4,152.4,1.768892,1.827734,3.5
2015-8-13 8:48:46,64.4,152.3,1.550964,1.977143,2.3875
2015-8-13 8:48:47,64.4,152.2,1.436265,1.988636,2.3875
2015-8-13 8:48:49,64.5,152.1,1.401856,1.96565,1.4975
2015-8-13 8:48:50,64.5,152,1.436265,1.885199,1.4975
2015-8-13 8:48:52,64.4,151.9,1.436265,1.770268,1.4975
2015-8-13 8:48:54,64.4,151.8,1.378916,1.666831,1.4975
2015-8-13 8:48:55,64.4,151.7,1.367446,1.574887,1.4975
2015-8-13 8:48:57,64.4,151.6,1.390386,1.494436,1.4975
2015-8-13 8:48:58,64.4,151.6,1.447735,1.436971,1.4975
2015-8-13 8:49:0,64.5,151.5,1.516554,1.436971,1.4975
2015-8-13 8:49:2,64.4,151.5,1.596844,1.459957,1.4975
2015-8-13 8:49:3,64.4,151.5,1.688603,1.47145,1.4975
2015-8-13 8:49:5,64.4,151.5,1.745952,1.413985,2.61
2015-8-13 8:49:6,64.4,151.5,1.803301,1.390998,2.61
2015-8-13 8:49:8,64.4,151.6,1.895061,1.482943,3.5
2015-8-13 8:49:10,64.4,151.6,1.895061,1.620859,3.5
2015-8-13 8:49:11,64.4,151.6,1.860651,1.770268,3.5
2015-8-13 8:49:13,64.4,151.7,1.768892,1.919678,3.5
2015-8-13 8:49:14,64.4,151.7,1.723012,1.942664,2.3875
2015-8-13 8:49:16,64.4,151.8,1.665663,1.931171,2.3875
2015-8-13 8:49:18,64.4,151.9,1.677133,1.873706,1.9425
2015-8-13 8:49:19,64.4,151.9,1.734482,1.781762,1.9425
2015-8-13 8:49:21,64.4,152,1.826241,1.735789,1.4975
2015-8-13 8:49:22,64.4,152.1,1.883591,1.712803,1.4975
2015-8-13 8:49:24,64.4,152.2,1.98682,1.689817,2.61
2015-8-13 8:49:26,64.4,152.2,2.090049,1.666831,2.61
2015-8-13 8:49:27,64.5,152.3,2.124458,1.70131,3.5
2015-8-13 8:49:29,64.5,152.3,2.078579,1.770268,3.5
2015-8-13 8:49:30,64.5,152.4,1.918,1.919678,3.5
2015-8-13 8:49:32,64.5,152.4,1.860651,2.08058,3.5
2015-8-13 8:49:34,64.5,152.5,1.895061,2.057594,2.3875
2015-8-13 8:49:35,64.4,152.5,1.883591,1.96565,2.3875
2015-8-13 8:49:37,64.4,152.5,1.860651,1.862213,2.3875
2015-8-13 8:49:38,64.5,152.6,1.883591,1.839227,2.3875
2015-8-13 8:49:40,64.5,152.6,1.92947,1.885199,1.4975
2015-8-13 8:49:42,64.4,152.6,1.97535,1.885199,1.4975
2015-8-13 8:49:43,64.4,152.6,2.021229,1.862213,3.5
2015-8-13 8:49:45,64.5,152.6,2.135928,1.816241,3.5
2015-8-13 8:49:46,64.5,152.6,2.078579,1.862213,3.5
2015-8-13 8:49:48,64.5,152.5,1.90653,1.954157,3.5
2015-8-13 8:49:50,64.4,152.5,1.745952,2.069087,3.5
2015-8-13 8:49:51,64.4,152.4,1.642723,2.046101,3.5
2015-8-13 8:49:53,64.5,152.3,1.539494,1.908185,3.055
2015-8-13 8:49:54,64.4,152.3,1.355976,1.781762,3.055
2015-8-13 8:49:56,64.4,152.2,1.310097,1.666831,1.4975
2015-8-13 8:49:58,64.4,152.2,1.321566,1.643845,1.4975
2015-8-13 8:49:59,64.4,152.1,1.390386,1.597873,1.4975
2015-8-13 8:50:1,64.4,152,1.493615,1.540408,1.4975
2015-8-13 8:50:2,64.5,152,1.573904,1.448464,1.4975
2015-8-13 8:50:4,64.5,151.9,1.631253,1.356519,1.4975
2015-8-13 8:50:6,64.5,151.8,1.700073,1.299054,1.4975
2015-8-13 8:50:7,64.5,151.8,1.780362,1.333533,1.4975
2015-8-13 8:50:9,64.5,151.7,1.780362,1.368012,2.3875
2015-8-13 8:50:10,64.5,151.7,1.768892,1.517422,2.3875
2015-8-13 8:50:12,64.5,151.7,1.745952,1.655338,3.2775
2015-8-13 8:50:14,64.5,151.7,1.665663,1.793254,3.2775
2015-8-13 8:50:15,64.5,151.6,1.665663,1.781762,2.8325
2015-8-13 8:50:17,64.5,151.6,1.711542,1.758775,2.8325
2015-8-13 8:50:18,64.5,151.6,1.883591,1.712803,1.72
2015-8-13 8:50:20,64.5,151.7,1.92947,1.655338,1.72
2015-8-13 8:50:22,64.5,151.7,1.97535,1.632352,2.8325
2015-8-13 8:50:23,64.5,151.7,2.009759,1.620859,2.8325
2015-8-13 8:50:25,64.5,151.7,2.101518,1.678324,3.5
2015-8-13 8:50:26,64.5,151.7,2.032699,1.827734,3.5
2015-8-13 8:50:28,64.5,151.7,1.883591,1.96565,3.5
2015-8-13 8:50:30,64.6,151.7,1.723012,1.988636,3.5
2015-8-13 8:50:31,64.6,151.8,1.677133,2.011622,2.3875
2015-8-13 8:50:33,64.5,151.8,1.654193,1.931171,2.3875
2015-8-13 8:50:34,64.5,151.8,1.619783,1.804748,1.4975
2015-8-13 8:50:36,64.5,151.8,1.642723,1.758775,1.4975
2015-8-13 8:50:38,64.5,151.8,1.711542,1.678324,1.4975
2015-8-13 8:50:39,64.5,151.9,1.780362,1.655338,1.4975
2015-8-13 8:50:41,64.5,151.8,1.814771,1.620859,2.3875
2015-8-13 8:50:42,64.5,151.9,1.826241,1.632352,2.3875
2015-8-13 8:50:44,64.5,151.8,1.826241,1.574887,3.5
2015-8-13 8:50:46,64.5,151.8,1.849181,1.609366,3.5
2015-8-13 8:50:47,64.5,151.9,1.860651,1.747282,3.5
2015-8-13 8:50:49,64.5,151.9,1.814771,1.770268,3.5
2015-8-13 8:50:50,64.6,151.9,1.757422,1.793254,3.5
2015-8-13 8:50:52,64.6,151.8,1.665663,1.85072,3.5
2015-8-13 8:50:54,64.6,151.8,1.482145,1.816241,3.055
2015-8-13 8:50:55,64.6,151.8,1.447735,1.724296,3.055
2015-8-13 8:50:57,64.6,151.8,1.413326,1.724296,1.4975
2015-8-13 8:50:58,64.6,151.8,1.413326,1.689817,1.4975
2015-8-13 8:51:0,64.6,151.8,1.516554,1.620859,1.4975
2015-8-13 8:51:2,64.6,151.7,1.642723,1.517422,1.4975
2015-8-13 8:51:3,64.6,151.7,1.745952,1.459957,1.4975
2015-8-13 8:51:5,64.6,151.7,1.803301,1.459957,1.4975
2015-8-13 8:51:6,64.6,151.6,1.872121,1.425478,2.3875
2015-8-13 8:51:8,64.5,151.5,1.918,1.390998,2.3875
2015-8-13 8:51:10,64.5,151.5,1.95241,1.517422,3.5
2015-8-13 8:51:11,64.5,151.4,1.92947,1.724296,3.5
2015-8-13 8:51:13,64.5,151.4,1.791832,1.896692,3.5
2015-8-13 8:51:14,64.5,151.3,1.631253,1.931171,3.5
2015-8-13 8:51:16,64.6,151.2,1.550964,1.885199,3.055
2015-8-13 8:51:18,64.6,151.2,1.573904,1.804748,3.055
2015-8-13 8:51:19,64.6,151.2,1.757422,1.70131,1.4975
2015-8-13 8:51:21,64.6,151.1,1.745952,1.632352,1.4975
2015-8-13 8:51:22,64.6,151.1,1.745952,1.609366,2.3875
2015-8-13 8:51:24,64.6,151.1,1.814771,1.563394,2.3875
2015-8-13 8:51:26,64.6,151.1,1.872121,1.574887,3.2775
2015-8-13 8:51:27,64.6,151,1.98682,1.747282,3.2775
2015-8-13 8:51:29,64.6,151,2.021229,1.712803,3.5
2015-8-13 8:51:30,64.6,151,2.009759,1.816241,3.5
2015-8-13 8:51:32,64.6,151,1.918,1.942664,3.5
2015-8-13 8:51:34,64.6,151,1.826241,2.069087,3.5
2015-8-13 8:51:35,64.6,151,1.768892,2.057594,2.3875
2015-8-13 8:51:37,64.6,151.1,1.757422,2.000129,2.3875
2015-8-13 8:51:38,64.6,151.1,1.780362,1.931171,1.9425
2015-8-13 8:51:40,64.6,151.1,1.814771,1.896692,1.9425
2015-8-13 8:51:42,64.6,151.1,1.826241,1.839227,2.8325
2015-8-13 8:51:43,64.6,151.1,1.814771,1.804748,2.8325
2015-8-13 8:51:45,64.6,151.1,1.814771,1.770268,3.5
2015-8-13 8:51:46,64.6,151.2,1.745952,1.781762,3.5
2015-8-13 8:51:48,64.6,151.2,1.596844,1.781762,3.055
2015-8-13 8:51:50,64.6,151.2,1.550964,1.770268,3.055
2015-8-13 8:51:51,64.6,151.2,1.459205,1.827734,1.4975
2015-8-13 8:51:53,64.6,151.2,1.447735,1.781762,1.4975
2015-8-13 8:51:54,64.6,151.2,1.493615,1.712803,1.4975
2015-8-13 8:51:56,64.6,151.2,1.585374,1.609366,1.4975
2015-8-13 8:51:58,64.6,151.2,1.677133,1.563394,1.4975
2015-8-13 8:51:59,64.6,151.2,1.768892,1.540408,1.4975
2015-8-13 8:52:1,64.6,151.2,1.90653,1.528915,2.3875
2015-8-13 8:52:2,64.6,151.2,1.998289,1.505929,2.3875
2015-8-13 8:52:4,64.6,151.1,2.032699,1.505929,3.5
2015-8-13 8:52:6,64.6,151.1,2.009759,1.632352,3.5
2015-8-13 8:52:7,64.6,151.1,1.918,1.873706,3.5
2015-8-13 8:52:9,64.6,151.1,1.734482,2.057594,3.5
2015-8-13 8:52:10,64.6,151,1.562434,2.057594,2.3875
2015-8-13 8:52:12,64.6,151,1.493615,2.023115,2.3875
2015-8-13 8:52:14,64.6,151,1.470675,1.908185,1.4975
2015-8-13 8:52:15,64.6,150.9,1.482145,1.839227,1.4975
2015-8-13 8:52:17,64.6,150.9,1.505085,1.758775,1.4975
2015-8-13 8:52:18,64.6,150.8,1.516554,1.666831,1.4975
2015-8-13 8:52:20,64.6,150.7,1.562434,1.609366,1.4975
2015-8-13 8:52:22,64.6,150.7,1.608313,1.540408,1.4975
2015-8-13 8:52:23,64.6,150.6,1.631253,1.528915,1.4975
2015-8-13 8:52:25,64.6,150.6,1.688603,1.517422,1.4975
2015-8-13 8:52:26,64.6,150.5,1.745952,1.540408,2.61
2015-8-13 8:52:28,64.6,150.5,1.814771,1.563394,2.61
2015-8-13 8:52:30,64.6,150.4,1.883591,1.58638,3.5
2015-8-13 8:52:31,64.6,150.4,1.94094,1.666831,3.5
2015-8-13 8:52:33,64.6,150.3,1.94094,1.781762,3.5
2015-8-13 8:52:34,64.6,150.3,1.918,1.896692,3.5
2015-8-13 8:52:36,64.6,150.3,1.826241,1.908185,3.5
2015-8-13 8:52:38,64.6,150.3,1.700073,1.908185,3.5
2015-8-13 8:52:39,64.6,150.3,1.677133,1.862213,3.055
2015-8-13 8:52:41,64.6,150.3,1.677133,1.804748,3.055
2015-8-13 8:52:42,64.6,150.3,1.757422,1.70131,1.9425
2015-8-13 8:52:44,64.6,150.3,1.791832,1.666831,1.9425
2015-8-13 8:52:46,64.6,150.3,1.837711,1.655338,2.8325
2015-8-13 8:52:47,64.6,150.3,1.849181,1.655338,2.8325
2015-8-13 8:52:49,64.6,150.4,1.849181,1.724296,3.5
2015-8-13 8:52:50,64.6,150.4,1.837711,1.747282,3.5
2015-8-13 8:52:52,64.6,150.5,1.723012,1.804748,3.5
2015-8-13 8:52:54,64.6,150.6,1.585374,1.804748,3.5
2015-8-13 8:52:55,64.6,150.6,1.447735,1.770268,2.3875
2015-8-13 8:52:57,64.6,150.6,1.390386,1.735789,2.3875
2015-8-13 8:52:58,64.6,150.7,1.436265,1.678324,1.4975
2015-8-13 8:53:0,64.6,150.7,1.459205,1.620859,1.4975
2015-8-13 8:53:2,64.6,150.8,1.493615,1.551901,1.4975
2015-8-13 8:53:3,64.6,150.9,1.550964,1.517422,1.4975
2015-8-13 8:53:5,64.6,150.9,1.608313,1.459957,1.4975
2015-8-13 8:53:6,64.6,150.9,1.642723,1.425478,1.4975
2015-8-13 8:53:8,64.5,151,1.688603,1.448464,2.61
2015-8-13 8:53:10,64.6,151,1.768892,1.505929,2.61
2015-8-13 8:53:11,64.5,151,1.757422,1.563394,3.5
2015-8-13 8:53:13,64.6,151,1.780362,1.655338,3.5
2015-8-13 8:53:14,64.5,151,1.745952,1.735789,3.5
2015-8-13 8:53:16,64.6,151,1.757422,1.758775,3.5
2015-8-13 8:53:18,64.5,151,1.768892,1.770268,3.055
2015-8-13 8:53:19,64.5,151,1.734482,1.712803,3.055
2015-8-13 8:53:21,64.5,151,1.849181,1.678324,3.5
2015-8-13 8:53:22,64.6,151,1.97535,1.712803,3.5
2015-8-13 8:53:24,64.5,150.9,1.94094,1.758775,3.5
2015-8-13 8:53:26,64.5,150.9,1.837711,1.85072,3.5
2015-8-13 8:53:27,64.6,150.9,1.700073,2.034608,3.5
2015-8-13 8:53:29,64.5,150.8,1.573904,2.000129,3.5
2015-8-13 8:53:30,64.5,150.7,1.550964,1.873706,2.3875
2015-8-13 8:53:32,64.6,150.6,1.539494,1.816241,2.3875
2015-8-13 8:53:34,64.6,150.6,1.654193,1.747282,1.4975
2015-8-13 8:53:35,64.6,150.5,1.768892,1.689817,1.4975
2015-8-13 8:53:37,64.6,150.4,1.860651,1.643845,2.61
2015-8-13 8:53:38,64.6,150.3,1.97535,1.609366,2.61
2015-8-13 8:53:40,64.6,150.3,2.032699,1.58638,3.5
2015-8-13 8:53:42,64.6,150.2,2.067109,1.58638,3.5
2015-8-13 8:53:43,64.6,150.1,1.998289,1.793254,3.5
2015-8-13 8:53:45,64.5,150,1.872121,2.034608,3.5
2015-8-13 8:53:46,64.5,150,1.94094,2.115059,3.5
2015-8-13 8:53:48,64.5,150,1.791832,2.08058,3.5
2015-8-13 8:53:50,64.5,149.9,1.619783,1.942664,2.3875
2015-8-13 8:53:51,64.6,149.9,1.482145,1.96565,2.3875
2015-8-13 8:53:53,64.6,149.8,1.413326,1.977143,1.4975
2015-8-13 8:53:54,64.6,149.8,1.401856,1.908185,1.4975
2015-8-13 8:53:56,64.6,149.8,1.447735,1.827734,1.4975
2015-8-13 8:53:58,64.6,149.7,1.505085,1.747282,1.4975
2015-8-13 8:53:59,64.6,149.7,1.573904,1.655338,1.4975
2015-8-13 8:54:1,64.6,149.8,1.608313,1.574887,1.4975
2015-8-13 8:54:2,64.7,149.8,1.654193,1.482943,1.4975
2015-8-13 8:54:4,64.6,149.9,1.700073,1.436971,1.4975
2015-8-13 8:54:6,64.6,150,1.734482,1.402492,2.61
2015-8-13 8:54:7,64.6,150,1.791832,1.482943,2.61
2015-8-13 8:54:9,64.7,150.1,1.883591,1.563394,3.5
2015-8-13 8:54:10,64.7,150.2,1.92947,1.632352,3.5
2015-8-13 8:54:12,64.7,150.3,1.883591,1.689817,3.5
2015-8-13 8:54:14,64.6,150.5,1.757422,1.804748,3.5
2015-8-13 8:54:15,64.7,150.6,1.665663,1.862213,2.3875
2015-8-13 8:54:17,64.7,150.7,1.642723,1.862213,2.3875
2015-8-13 8:54:18,64.7,150.9,1.608313,1.816241,1.4975
2015-8-13 8:54:20,64.6,151,1.585374,1.735789,1.4975
2015-8-13 8:54:22,64.6,151.1,1.654193,1.678324,1.4975
2015-8-13 8:54:23,64.7,151.2,1.723012,1.632352,1.4975
2015-8-13 8:54:25,64.7,151.3,1.826241,1.609366,2.61
2015-8-13 8:54:26,64.7,151.5,1.95241,1.609366,2.61
2015-8-13 8:54:28,64.7,151.5,1.96388,1.551901,3.5
2015-8-13 8:54:30,64.7,151.7,1.90653,1.712803,3.5
2015-8-13 8:54:31,64.8,151.7,1.814771,1.919678,3.5
2015-8-13 8:54:33,64.8,151.8,1.700073,2.034608,3.5
2015-8-13 8:54:34,64.8,151.9,1.642723,2.011622,3.055
2015-8-13 8:54:36,64.8,152,1.642723,1.908185,3.055
2015-8-13 8:54:38,64.8,152,1.619783,1.793254,1.9425
2015-8-13 8:54:39,64.8,152.1,1.619783,1.712803,1.9425
2015-8-13 8:54:41,64.8,152.1,1.619783,1.643845,1.4975
2015-8-13 8:54:42,64.8,152.2,1.619783,1.620859,1.4975
2015-8-13 8:54:44,64.8,152.2,1.631253,1.609366,1.4975
2015-8-13 8:54:46,64.8,152.2,1.665663,1.609366,1.4975
2015-8-13 8:54:47,64.8,152.2,1.654193,1.574887,2.61
2015-8-13 8:54:49,64.8,152.2,1.608313,1.609366,2.61
2015-8-13 8:54:50,64.8,152.2,1.585374,1.620859,2.61
2015-8-13 8:54:52,64.8,152.1,1.550964,1.632352,2.61
2015-8-13 8:54:54,64.8,152.1,1.516554,1.655338,1.4975
2015-8-13 8:54:55,64.8,152.1,1.654193,1.609366,1.4975
2015-8-13 8:54:57,64.8,152,1.791832,1.574887,1.4975
2015-8-13 8:54:58,64.8,152,1.791832,1.540408,1.4975
2015-8-13 8:55:0,64.8,152,1.768892,1.528915,2.3875
2015-8-13 8:55:2,64.8,151.9,1.768892,1.494436,2.3875
2015-8-13 8:55:3,64.8,151.9,1.791832,1.47145,1.9425
2015-8-13 8:55:5,64.8,151.8,1.837711,1.540408,1.9425
2015-8-13 8:55:6,64.8,151.7,1.883591,1.781762,3.055
2015-8-13 8:55:8,64.8,151.7,1.918,1.758775,3.055
2015-8-13 8:55:10,64.8,151.6,1.849181,1.770268,3.5
2015-8-13 8:55:11,64.8,151.5,1.642723,1.862213,3.5
2015-8-13 8:55:13,64.8,151.5,1.539494,1.942664,3.055
2015-8-13 8:55:14,64.8,151.4,1.470675,1.862213,3.055
2015-8-13 8:55:16,64.8,151.3,1.505085,1.747282,1.4975
2015-8-13 8:55:18,64.8,151.3,1.550964,1.666831,1.4975
2015-8-13 8:55:19,64.8,151.2,1.631253,1.597873,1.4975
2015-8-13 8:55:21,64.8,151.2,1.677133,1.574887,1.4975
2015-8-13 8:55:22,64.8,151.2,1.700073,1.528915,2.61
2015-8-13 8:55:24,64.8,151.1,1.734482,1.494436,2.61
2015-8-13 8:55:26,64.9,151.1,1.826241,1.517422,3.5
2015-8-13 8:55:27,64.8,151.1,1.895061,1.689817,3.5
2015-8-13 8:55:29,64.8,151.1,1.918,1.770268,3.5
2015-8-13 8:55:30,64.9,151.1,1.780362,1.85072,3.5
2015-8-13 8:55:32,64.9,151.1,1.562434,1.942664,3.5
2015-8-13 8:55:34,64.9,151.2,1.367446,1.977143,3.5
2015-8-13 8:55:35,64.9,151.2,1.241277,1.896692,1.4975
2015-8-13 8:55:37,64.9,151.2,1.195398,1.816241,1.4975
2015-8-13 8:55:38,64.9,151.2,1.183928,1.70131,1.4975
2015-8-13 8:55:40,64.9,151.2,1.241277,1.574887,1.4975
2015-8-13 8:55:42,64.9,151.2,1.264217,1.482943,1.4975
2015-8-13 8:55:43,64.9,151.2,1.310097,1.413985,1.4975
2015-8-13 8:55:45,64.8,151.3,1.367446,1.333533,1.4975
2015-8-13 8:55:46,64.8,151.3,1.459205,1.276068,1.4975
2015-8-13 8:55:48,64.8,151.3,1.539494,1.230096,1.4975
2015-8-13 8:55:50,64.8,151.4,1.608313,1.184124,1.4975
